[4/16/23 04:45PM] Player picked up item: Coin, id: 995, amount: 600, owner: Archer	
[4/16/23 05:25PM] Player picked up item: Majestic Box, id: 15004, amount: 1, owner: Archer	
[4/16/23 05:25PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Archer	
[4/16/23 05:25PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Archer	
[4/16/23 05:25PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Archer	
[4/16/23 05:25PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Archer	
[4/16/23 05:27PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Archer	
[4/16/23 05:29PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Archer	
[4/16/23 05:29PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Archer	
[4/16/23 05:29PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Archer	
[4/16/23 05:29PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Archer	
[4/16/23 05:29PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Archer	
[4/16/23 05:29PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Archer	
[4/16/23 05:29PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Archer	
[4/16/23 05:32PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Archer	
[4/16/23 05:32PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Archer	
[4/16/23 05:32PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Archer	
[4/16/23 05:40PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Archer	
[4/16/23 05:44PM] Player picked up item: Coin, id: 995, amount: 26000, owner: Archer	
