[4/18/23 01:41PM] Player picked up item: Coin, id: 995, amount: 1128236, owner: Wooxy	
[4/18/23 03:04PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Wooxy	
[4/18/23 03:05PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Wooxy	
[4/18/23 03:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wooxy	
[4/18/23 03:06PM] Player picked up item: Coin, id: 995, amount: 15000, owner: Wooxy	
[4/18/23 03:07PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Wooxy	
[4/18/23 03:11PM] Player picked up item: Coin, id: 995, amount: 2084150, owner: Wooxy	
[4/18/23 03:12PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Wooxy	
[4/18/23 03:13PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Wooxy	
[4/18/23 03:13PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Wooxy	
[4/18/23 03:18PM] Player picked up item: Tormented Body, id: 21037, amount: 1, owner: Wooxy	
[4/18/23 03:25PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Wooxy	
[4/18/23 03:25PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Wooxy	
[4/18/23 03:26PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Wooxy	
[4/18/23 03:27PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Wooxy	
[4/18/23 03:27PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Wooxy	
[4/18/23 03:27PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Wooxy	
[4/18/23 03:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wooxy	
[4/18/23 03:28PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Wooxy	
[4/18/23 03:29PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Wooxy	
[4/18/23 03:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wooxy	
[4/18/23 03:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wooxy	
[4/18/23 03:29PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Wooxy	
[4/18/23 03:29PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Wooxy	
[4/18/23 03:30PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Wooxy	
[4/18/23 03:32PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Wooxy	
[4/18/23 03:40PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Wooxy	
[4/18/23 03:41PM] Player picked up item: Coin, id: 995, amount: 1737481, owner: Wooxy	
[4/18/23 03:41PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Wooxy	
[4/18/23 03:42PM] Player picked up item: Coin, id: 995, amount: 2478291, owner: Wooxy	
[4/18/23 03:42PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Wooxy	
[4/18/23 03:43PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Wooxy	
[4/18/23 03:43PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Wooxy	
[4/18/23 03:44PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Wooxy	
[4/18/23 03:44PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Wooxy	
[4/18/23 03:46PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Wooxy	
[4/18/23 03:46PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Wooxy	
[4/18/23 03:48PM] Player picked up item: Gold Helm, id: 11183, amount: 1, owner: Like My Peep	
[4/18/23 03:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wooxy	
[4/18/23 03:55PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Wooxy	
[4/18/23 03:55PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Wooxy	
[4/18/23 03:57PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Wooxy	
[4/18/23 03:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Wooxy	
[4/18/23 03:58PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Wooxy	
[4/18/23 04:02PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Wooxy	
[4/18/23 04:03PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Wooxy	
[4/18/23 04:03PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Wooxy	
[4/18/23 04:05PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Wooxy	
[4/18/23 04:05PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Wooxy	
[4/18/23 04:07PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Wooxy	
[4/18/23 04:08PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Wooxy	
[4/18/23 04:08PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Wooxy	
[4/18/23 04:11PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Wooxy	
[4/18/23 04:14PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Wooxy	
[4/18/23 04:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wooxy	
[4/18/23 04:14PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Wooxy	
[4/18/23 04:14PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Wooxy	
[4/18/23 04:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Wooxy	
[4/18/23 04:15PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Wooxy	
[4/18/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Wooxy	
[4/18/23 04:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Wooxy	
[4/18/23 04:18PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Wooxy	
[4/18/23 04:18PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Wooxy	
[4/18/23 04:21PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Wooxy	
[4/18/23 04:21PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Wooxy	
[4/18/23 04:22PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Wooxy	
[4/18/23 04:24PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Wooxy	
[4/18/23 04:24PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Wooxy	
[4/18/23 04:27PM] Player picked up item: Tarn token, id: 10835, amount: 67, owner: I Love You	
[4/18/23 04:27PM] Player picked up item: Coin, id: 995, amount: 600, owner: I Love You	
[4/18/23 04:27PM] Player picked up item: Double Damage Scroll 30 Minutes, id: 15359, amount: 1, owner: I Love You	
[4/18/23 04:27PM] Player picked up item: Double DR Scroll 30 Minutes, id: 15358, amount: 1, owner: I Love You	
[4/22/23 11:07AM] Player picked up item: Adamant platebody (h1), id: 19482, amount: 1, owner: Oblivion	
[4/23/23 03:00AM] Player picked up item: Perfect Cell Rifle, id: 7543, amount: 1, owner: Xtc	
