[4/19/23 08:51PM] Player picked up item: Coin, id: 995, amount: 100, owner: Daryl Dixon	
[4/19/23 09:09PM] Player picked up item: Coin, id: 995, amount: 200, owner: Daryl Dixon	
[4/19/23 09:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Daryl Dixon	
[4/19/23 09:09PM] Player picked up item: Coin, id: 995, amount: 200, owner: Daryl Dixon	
[4/19/23 09:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Daryl Dixon	
[4/19/23 09:09PM] Player picked up item: Coin, id: 995, amount: 200, owner: Daryl Dixon	
[4/19/23 09:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Daryl Dixon	
[4/19/23 09:09PM] Player picked up item: Coin, id: 995, amount: 200, owner: Daryl Dixon	
[4/19/23 09:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Daryl Dixon	
[4/19/23 09:09PM] Player picked up item: Coin, id: 995, amount: 200, owner: Daryl Dixon	
[4/19/23 09:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Daryl Dixon	
[4/19/23 09:09PM] Player picked up item: Coin, id: 995, amount: 200, owner: Daryl Dixon	
[4/19/23 09:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Daryl Dixon	
[4/19/23 09:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Daryl Dixon	
[4/19/23 09:09PM] Player picked up item: Coin, id: 995, amount: 200, owner: Daryl Dixon	
[4/19/23 09:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Daryl Dixon	
[4/19/23 09:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Daryl Dixon	
[4/19/23 09:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Daryl Dixon	
[4/19/23 09:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Daryl Dixon	
[4/19/23 09:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Daryl Dixon	
[4/19/23 09:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Daryl Dixon	
[4/19/23 09:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: Daryl Dixon	
[4/19/23 09:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Daryl Dixon	
[4/19/23 09:11PM] Player picked up item: Coin, id: 995, amount: 300, owner: Daryl Dixon	
[4/19/23 09:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Daryl Dixon	
[4/19/23 09:11PM] Player picked up item: Coin, id: 995, amount: 300, owner: Daryl Dixon	
[4/19/23 09:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Daryl Dixon	
[4/19/23 09:11PM] Player picked up item: Coin, id: 995, amount: 300, owner: Daryl Dixon	
[4/19/23 09:11PM] Player picked up item: Coin, id: 995, amount: 300, owner: Daryl Dixon	
[4/19/23 09:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Daryl Dixon	
[4/19/23 09:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Daryl Dixon	
[4/19/23 09:11PM] Player picked up item: Coin, id: 995, amount: 600, owner: Daryl Dixon	
[4/19/23 09:12PM] Player picked up item: Coin, id: 995, amount: 600, owner: Daryl Dixon	
[4/19/23 09:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Daryl Dixon	
[4/19/23 09:12PM] Player picked up item: Coin, id: 995, amount: 300, owner: Daryl Dixon	
[4/19/23 09:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Daryl Dixon	
[4/19/23 09:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Daryl Dixon	
[4/19/23 09:12PM] Player picked up item: Coin, id: 995, amount: 300, owner: Daryl Dixon	
[4/19/23 09:12PM] Player picked up item: Coin, id: 995, amount: 300, owner: Daryl Dixon	
[4/19/23 09:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Daryl Dixon	
[4/19/23 09:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Daryl Dixon	
[4/19/23 09:12PM] Player picked up item: Coin, id: 995, amount: 300, owner: Daryl Dixon	
[4/19/23 09:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Daryl Dixon	
[4/19/23 09:12PM] Player picked up item: Coin, id: 995, amount: 300, owner: Daryl Dixon	
[4/19/23 09:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Daryl Dixon	
[4/19/23 09:12PM] Player picked up item: Coin, id: 995, amount: 300, owner: Daryl Dixon	
[4/19/23 09:12PM] Player picked up item: Coin, id: 995, amount: 300, owner: Daryl Dixon	
[4/19/23 09:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Daryl Dixon	
[4/19/23 09:12PM] Player picked up item: Coin, id: 995, amount: 300, owner: Daryl Dixon	
[4/19/23 09:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Daryl Dixon	
[4/19/23 09:12PM] Player picked up item: Coin, id: 995, amount: 300, owner: Daryl Dixon	
[4/19/23 09:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Daryl Dixon	
[4/19/23 09:13PM] Player picked up item: Coin, id: 995, amount: 300, owner: Daryl Dixon	
[4/19/23 09:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Daryl Dixon	
[4/19/23 09:13PM] Player picked up item: Coin, id: 995, amount: 300, owner: Daryl Dixon	
[4/19/23 09:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Daryl Dixon	
[4/19/23 09:13PM] Player picked up item: Coin, id: 995, amount: 300, owner: Daryl Dixon	
[4/19/23 09:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Daryl Dixon	
[4/19/23 09:13PM] Player picked up item: Coin, id: 995, amount: 300, owner: Daryl Dixon	
[4/19/23 09:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Daryl Dixon	
[4/19/23 09:13PM] Player picked up item: Coin, id: 995, amount: 900, owner: Daryl Dixon	
[4/19/23 09:13PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Daryl Dixon	
[4/19/23 09:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Daryl Dixon	
[4/19/23 09:13PM] Player picked up item: Coin, id: 995, amount: 300, owner: Daryl Dixon	
[4/19/23 09:14PM] Player picked up item: Coin, id: 995, amount: 900, owner: Daryl Dixon	
[4/19/23 09:14PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Daryl Dixon	
[4/19/23 09:14PM] Player picked up item: Coin, id: 995, amount: 600, owner: Daryl Dixon	
[4/19/23 09:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Daryl Dixon	
[4/19/23 09:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Daryl Dixon	
[4/19/23 09:15PM] Player picked up item: Coin, id: 995, amount: 400, owner: Daryl Dixon	
[4/19/23 09:15PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Daryl Dixon	
[4/19/23 09:15PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Daryl Dixon	
[4/19/23 09:15PM] Player picked up item: Coin, id: 995, amount: 400, owner: Daryl Dixon	
[4/19/23 09:15PM] Player picked up item: Coin, id: 995, amount: 400, owner: Daryl Dixon	
[4/19/23 09:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Daryl Dixon	
[4/19/23 09:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Daryl Dixon	
[4/19/23 09:15PM] Player picked up item: Coin, id: 995, amount: 400, owner: Daryl Dixon	
[4/19/23 09:16PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Daryl Dixon	
[4/19/23 09:16PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Daryl Dixon	
[4/19/23 09:16PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Daryl Dixon	
[4/19/23 09:16PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Daryl Dixon	
[4/19/23 09:16PM] Player picked up item: Coin, id: 995, amount: 800, owner: Daryl Dixon	
[4/19/23 09:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Daryl Dixon	
[4/19/23 09:16PM] Player picked up item: Coin, id: 995, amount: 800, owner: Daryl Dixon	
[4/19/23 09:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Daryl Dixon	
[4/19/23 09:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Daryl Dixon	
[4/19/23 09:16PM] Player picked up item: Coin, id: 995, amount: 400, owner: Daryl Dixon	
[4/19/23 09:16PM] Player picked up item: Coin, id: 995, amount: 400, owner: Daryl Dixon	
[4/19/23 09:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Daryl Dixon	
[4/19/23 09:16PM] Player picked up item: Coin, id: 995, amount: 400, owner: Daryl Dixon	
[4/19/23 09:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Daryl Dixon	
[4/19/23 09:16PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Daryl Dixon	
[4/19/23 09:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Daryl Dixon	
[4/19/23 09:16PM] Player picked up item: Coin, id: 995, amount: 400, owner: Daryl Dixon	
[4/19/23 09:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Daryl Dixon	
[4/19/23 09:16PM] Player picked up item: Coin, id: 995, amount: 400, owner: Daryl Dixon	
[4/19/23 09:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Daryl Dixon	
[4/19/23 09:16PM] Player picked up item: Coin, id: 995, amount: 400, owner: Daryl Dixon	
[4/19/23 09:22PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Daryl Dixon	
[4/19/23 09:22PM] Player picked up item: Coin, id: 995, amount: 3628263, owner: Daryl Dixon	
[4/19/23 09:26PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Daryl Dixon	
[4/19/23 09:32PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Daryl Dixon	
[4/19/23 09:33PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Daryl Dixon	
[4/19/23 09:33PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Daryl Dixon	
[4/19/23 09:43PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Daryl Dixon	
[4/19/23 09:45PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Daryl Dixon	
[4/19/23 09:47PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Daryl Dixon	
[4/19/23 09:48PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Daryl Dixon	
[4/19/23 09:51PM] Player picked up item: Coin, id: 995, amount: 1170969, owner: Daryl Dixon	
[4/19/23 09:51PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Daryl Dixon	
[4/20/23 01:14AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Daryl Dixon	
[4/20/23 01:18AM] Player picked up item: Coin, id: 995, amount: 900, owner: Daryl Dixon	
[4/20/23 01:21AM] Player picked up item: Coin, id: 995, amount: 1422165, owner: Daryl Dixon	
[4/20/23 01:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Daryl Dixon	
[4/20/23 01:25AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Daryl Dixon	
[4/20/23 01:25AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Daryl Dixon	
[4/20/23 01:31AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Daryl Dixon	
[4/20/23 01:52AM] Player picked up item: Coin, id: 995, amount: 1897393, owner: Daryl Dixon	
[4/20/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Daryl Dixon	
[4/20/23 01:53AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Daryl Dixon	
[4/20/23 01:53AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Daryl Dixon	
[4/20/23 02:04AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Daryl Dixon	
[4/20/23 02:04AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Daryl Dixon	
[4/20/23 02:21AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Daryl Dixon	
[4/20/23 02:25AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Daryl Dixon	
[4/20/23 02:35AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Daryl Dixon	
[4/20/23 02:36AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Daryl Dixon	
[4/20/23 02:53AM] Player picked up item: Coin, id: 995, amount: 1209892, owner: Daryl Dixon	
[4/20/23 02:53AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Daryl Dixon	
[4/20/23 02:55AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Daryl Dixon	
[4/20/23 02:56AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Daryl Dixon	
