[4/21/23 05:05AM] Player picked up item: Coin, id: 995, amount: 1723393, owner: Dark	
[4/21/23 07:36AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Dark	
[4/21/23 07:36AM] Player picked up item: Coin, id: 995, amount: 16000, owner: Dark	
[4/21/23 07:36AM] Player picked up item: Coin, id: 995, amount: 16000, owner: Dark	
[4/21/23 07:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dark	
[4/21/23 07:37AM] Player picked up item: Inferno Helm, id: 13300, amount: 1, owner: Dark	
[4/21/23 07:39AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dark	
[4/21/23 07:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dark	
[4/21/23 07:41AM] Player picked up item: Coin, id: 995, amount: 5000, owner: Dark	
[4/21/23 07:41AM] Player picked up item: Coin, id: 995, amount: 15000, owner: Dark	
[4/21/23 07:41AM] Player picked up item: Coin, id: 995, amount: 20000, owner: Dark	
[4/21/23 07:41AM] Player picked up item: Coin, id: 995, amount: 5000, owner: Dark	
[4/21/23 08:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dark	
[4/21/23 08:07AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Dark	
[4/21/23 08:08AM] Player picked up item: Coin, id: 995, amount: 16000, owner: Dark	
[4/21/23 08:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dark	
[4/21/23 08:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dark	
[4/21/23 08:10AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dark	
[4/21/23 08:11AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Dark	
[4/21/23 08:13AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Dark	
[4/21/23 09:01AM] Player picked up item: Infinite prayer potion (T3), id: 23123, amount: 1, owner: Dark	
[4/21/23 09:01AM] Player picked up item: Infinite prayer potion (T3), id: 23123, amount: 1, owner: Dark	
[4/21/23 09:57AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Heropt	
