[4/15/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killua	
[4/15/23 12:46PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Killua	
[4/15/23 12:54PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Killua	
[4/15/23 12:55PM] Player picked up item: Coin, id: 995, amount: 800, owner: Killua	
[4/15/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killua	
[4/15/23 12:55PM] Player picked up item: Coin, id: 995, amount: 800, owner: Killua	
[4/15/23 12:56PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Killua	
[4/15/23 12:56PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Killua	
[4/15/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killua	
[4/15/23 12:59PM] Player picked up item: Coin, id: 995, amount: 1408736, owner: Killua	
[4/15/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Killua	
[4/15/23 12:59PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Killua	
[4/15/23 01:00PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Killua	
[4/15/23 01:00PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Killua	
[4/15/23 01:03PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Killua	
[4/15/23 01:08PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Killua	
[4/15/23 01:24PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Killua	
[4/15/23 01:26PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Killua	
[4/15/23 01:26PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Killua	
[4/15/23 01:27PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Killua	
[4/15/23 01:29PM] Player picked up item: Coin, id: 995, amount: 2010180, owner: Killua	
[4/15/23 01:29PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Killua	
[4/15/23 01:29PM] Player picked up item: Coin, id: 995, amount: 3655806, owner: Killua	
[4/15/23 01:29PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Killua	
[4/15/23 01:33PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Killua	
[4/15/23 01:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killua	
[4/15/23 01:36PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Killua	
[4/15/23 01:36PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Killua	
[4/15/23 01:36PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Killua	
[4/15/23 01:37PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Killua	
[4/15/23 01:40PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Killua	
[4/15/23 01:40PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Killua	
[4/15/23 01:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Killua	
[4/15/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Killua	
[4/15/23 01:42PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Killua	
[4/15/23 01:44PM] Player picked up item: Nightmare legs, id: 23030, amount: 1, owner: Killua	
[4/15/23 01:44PM] Player picked up item: Nightmare legs, id: 23030, amount: 1, owner: Killua	
[4/15/23 01:45PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Killua	
[4/15/23 01:45PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Killua	
[4/15/23 01:46PM] Player picked up item: Nightmare hammers, id: 23033, amount: 1, owner: Killua	
[4/15/23 01:57PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Killua	
[4/15/23 01:59PM] Player picked up item: Coin, id: 995, amount: 2488637, owner: Killua	
[4/15/23 01:59PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Killua	
[4/15/23 02:02PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Killua	
[4/15/23 02:02PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Killua	
[4/16/23 03:01AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Killua	
[4/16/23 03:18AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Killua	
[4/16/23 03:25AM] Player picked up item: Coin, id: 995, amount: 1447967, owner: Killua	
[4/16/23 03:25AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Killua	
[4/16/23 03:26AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Killua	
[4/16/23 03:27AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Killua	
[4/16/23 03:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Killua	
[4/16/23 04:08AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Killua	
[4/16/23 04:11AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Killua	
[4/16/23 04:16AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Killua	
[4/16/23 04:23AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Killua	
[4/16/23 10:26AM] Player picked up item: Antique Body, id: 8817, amount: 1, owner: Killua	
[4/17/23 06:21AM] Player picked up item: Clean Verinise, id: 815, amount: 1, owner: Killua	
[4/17/23 06:21AM] Player picked up item: Smoo, id: 1005, amount: 1, owner: Killua	
[4/20/23 02:46AM] Player picked up item: Bronze pickaxe, id: 1265, amount: 1, owner: Killua	
[4/20/23 03:31AM] Player picked up item: Bronze pickaxe, id: 1265, amount: 1, owner: Killua	
[4/21/23 01:44AM] Player picked up item: Bronze pickaxe, id: 1265, amount: 1, owner: Killua	
[4/21/23 02:23AM] Player picked up item: Antique Sword, id: 23146, amount: 1, owner: Killua	
