[4/19/23 02:53PM] Player picked up item: Coin, id: 995, amount: 100, owner: Swigglecake	
[4/19/23 03:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swigglecake	
[4/19/23 03:01PM] Player picked up item: Coin, id: 995, amount: 600, owner: Swigglecake	
[4/19/23 03:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Swigglecake	
[4/19/23 03:01PM] Player picked up item: Coin, id: 995, amount: 900, owner: Swigglecake	
[4/19/23 03:01PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Swigglecake	
[4/19/23 03:02PM] Player picked up item: Coin, id: 995, amount: 600, owner: Swigglecake	
[4/19/23 03:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Swigglecake	
[4/19/23 03:02PM] Player picked up item: Coin, id: 995, amount: 300, owner: Swigglecake	
[4/19/23 03:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swigglecake	
[4/19/23 03:02PM] Player picked up item: Coin, id: 995, amount: 900, owner: Swigglecake	
[4/19/23 03:02PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Swigglecake	
[4/19/23 03:02PM] Player picked up item: Coin, id: 995, amount: 900, owner: Swigglecake	
[4/19/23 03:02PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Swigglecake	
[4/19/23 03:02PM] Player picked up item: Coin, id: 995, amount: 600, owner: Swigglecake	
[4/19/23 03:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Swigglecake	
[4/19/23 03:04PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Swigglecake	
[4/19/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Swigglecake	
[4/19/23 03:04PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Swigglecake	
[4/19/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Swigglecake	
[4/19/23 03:04PM] Player picked up item: Coin, id: 995, amount: 900, owner: Swigglecake	
[4/19/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Swigglecake	
[4/19/23 03:04PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Swigglecake	
[4/19/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Swigglecake	
[4/19/23 03:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: Swigglecake	
[4/19/23 03:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swigglecake	
[4/19/23 03:59PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Swigglecake	
[4/19/23 03:59PM] Player picked up item: Coin, id: 995, amount: 800, owner: Swigglecake	
[4/19/23 03:59PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Swigglecake	
[4/19/23 03:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: Swigglecake	
[4/19/23 03:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swigglecake	
[4/19/23 03:59PM] Player picked up item: Coin, id: 995, amount: 800, owner: Swigglecake	
[4/19/23 03:59PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Swigglecake	
[4/19/23 03:59PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Swigglecake	
[4/19/23 03:59PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Swigglecake	
[4/19/23 03:59PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Swigglecake	
[4/19/23 04:00PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Swigglecake	
[4/19/23 04:00PM] Player picked up item: Coin, id: 995, amount: 800, owner: Swigglecake	
[4/19/23 04:00PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Swigglecake	
[4/19/23 04:00PM] Player picked up item: Coin, id: 995, amount: 400, owner: Swigglecake	
[4/19/23 04:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swigglecake	
[4/19/23 04:00PM] Player picked up item: Coin, id: 995, amount: 400, owner: Swigglecake	
[4/19/23 04:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swigglecake	
[4/19/23 04:02PM] Player picked up item: Coin, id: 995, amount: 3600, owner: Swigglecake	
[4/19/23 04:02PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Swigglecake	
[4/19/23 04:02PM] Player picked up item: Coin, id: 995, amount: 400, owner: Swigglecake	
[4/19/23 04:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swigglecake	
[4/19/23 04:02PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Swigglecake	
[4/19/23 04:02PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Swigglecake	
[4/19/23 04:02PM] Player picked up item: Coin, id: 995, amount: 800, owner: Swigglecake	
[4/19/23 04:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Swigglecake	
[4/19/23 04:02PM] Player picked up item: Coin, id: 995, amount: 2800, owner: Swigglecake	
[4/19/23 04:02PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Swigglecake	
[4/19/23 04:02PM] Player picked up item: Coin, id: 995, amount: 400, owner: Swigglecake	
[4/19/23 04:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swigglecake	
[4/19/23 04:15PM] Player picked up item: Coin, id: 995, amount: 1741018, owner: Swigglecake	
[4/19/23 04:15PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Swigglecake	
[4/19/23 04:17PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Swigglecake	
[4/19/23 04:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Swigglecake	
[4/19/23 04:17PM] Player picked up item: Coin, id: 995, amount: 500, owner: Swigglecake	
[4/19/23 04:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swigglecake	
[4/19/23 04:17PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Swigglecake	
[4/19/23 04:17PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Swigglecake	
[4/19/23 04:17PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Swigglecake	
[4/19/23 04:17PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Swigglecake	
[4/19/23 04:19PM] Player picked up item: Coin, id: 995, amount: 2500, owner: Swigglecake	
[4/19/23 04:19PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Swigglecake	
[4/19/23 04:19PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Swigglecake	
[4/19/23 04:19PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Swigglecake	
[4/19/23 04:19PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Swigglecake	
[4/19/23 04:19PM] Player picked up item: Coin, id: 995, amount: 3500, owner: Swigglecake	
[4/19/23 04:19PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Swigglecake	
[4/19/23 04:19PM] Player picked up item: Coin, id: 995, amount: 500, owner: Swigglecake	
[4/19/23 04:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swigglecake	
[4/19/23 04:19PM] Player picked up item: Coin, id: 995, amount: 500, owner: Swigglecake	
[4/19/23 04:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swigglecake	
[4/19/23 04:19PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Swigglecake	
[4/19/23 04:19PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Swigglecake	
[4/19/23 04:20PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Swigglecake	
[4/19/23 04:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Swigglecake	
[4/19/23 04:20PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Swigglecake	
[4/19/23 04:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Swigglecake	
[4/19/23 04:20PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Swigglecake	
[4/19/23 04:20PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Swigglecake	
[4/19/23 04:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Swigglecake	
[4/19/23 04:21PM] Player picked up item: Coin, id: 995, amount: 2500, owner: Swigglecake	
[4/19/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Swigglecake	
[4/19/23 04:21PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Swigglecake	
[4/19/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Swigglecake	
[4/19/23 04:21PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Swigglecake	
[4/19/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Swigglecake	
[4/19/23 04:21PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Swigglecake	
[4/19/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Swigglecake	
[4/19/23 05:02PM] Player picked up item: Coin, id: 995, amount: 600, owner: Swigglecake	
[4/19/23 05:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swigglecake	
[4/19/23 05:02PM] Player picked up item: Coin, id: 995, amount: 600, owner: Swigglecake	
[4/19/23 05:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swigglecake	
[4/19/23 05:03PM] Player picked up item: Coin, id: 995, amount: 600, owner: Swigglecake	
[4/19/23 05:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swigglecake	
[4/19/23 05:03PM] Player picked up item: Coin, id: 995, amount: 600, owner: Swigglecake	
[4/19/23 05:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swigglecake	
[4/19/23 05:04PM] Player picked up item: Coin, id: 995, amount: 600, owner: Swigglecake	
[4/19/23 05:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swigglecake	
[4/19/23 05:04PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Swigglecake	
[4/19/23 05:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Swigglecake	
