[4/21/23 07:35AM] Player picked up item: Coin, id: 995, amount: 2520057, owner: Babayaga	
[4/21/23 08:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Babayaga	
[4/21/23 08:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: Babayaga	
[4/21/23 08:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Babayaga	
[4/21/23 08:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Babayaga	
[4/21/23 08:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Babayaga	
[4/21/23 08:09AM] Player picked up item: Coin, id: 995, amount: 200, owner: Babayaga	
[4/21/23 08:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Babayaga	
[4/21/23 08:10AM] Player picked up item: Coin, id: 995, amount: 400, owner: Babayaga	
[4/21/23 08:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Babayaga	
[4/21/23 08:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Babayaga	
[4/21/23 08:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Babayaga	
[4/21/23 08:10AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Babayaga	
[4/21/23 08:10AM] Player picked up item: Coin, id: 995, amount: 200, owner: Babayaga	
[4/21/23 08:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Babayaga	
[4/21/23 08:10AM] Player picked up item: Coin, id: 995, amount: 200, owner: Babayaga	
[4/21/23 08:10AM] Player picked up item: Coin, id: 995, amount: 200, owner: Babayaga	
[4/21/23 08:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Babayaga	
[4/21/23 08:10AM] Player picked up item: Coin, id: 995, amount: 200, owner: Babayaga	
[4/21/23 08:10AM] Player picked up item: Coin, id: 995, amount: 200, owner: Babayaga	
[4/21/23 08:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Babayaga	
[4/21/23 08:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Babayaga	
[4/21/23 08:11AM] Player picked up item: Coin, id: 995, amount: 200, owner: Babayaga	
[4/21/23 08:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Babayaga	
[4/21/23 08:11AM] Player picked up item: Coin, id: 995, amount: 200, owner: Babayaga	
[4/21/23 08:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Babayaga	
[4/21/23 08:11AM] Player picked up item: Coin, id: 995, amount: 200, owner: Babayaga	
[4/21/23 08:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Babayaga	
[4/21/23 08:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Babayaga	
[4/21/23 08:12AM] Player picked up item: Coin, id: 995, amount: 200, owner: Babayaga	
[4/21/23 08:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Babayaga	
[4/21/23 08:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Babayaga	
[4/21/23 08:12AM] Player picked up item: Coin, id: 995, amount: 400, owner: Babayaga	
[4/21/23 08:12AM] Player picked up item: Coin, id: 995, amount: 400, owner: Babayaga	
[4/21/23 08:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Babayaga	
[4/21/23 08:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Babayaga	
[4/21/23 08:12AM] Player picked up item: Coin, id: 995, amount: 200, owner: Babayaga	
[4/21/23 08:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Babayaga	
[4/21/23 08:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Babayaga	
[4/21/23 08:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Babayaga	
[4/21/23 08:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Babayaga	
[4/21/23 08:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Babayaga	
[4/21/23 08:13AM] Player picked up item: Coin, id: 995, amount: 600, owner: Babayaga	
[4/21/23 08:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Babayaga	
[4/21/23 08:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Babayaga	
[4/21/23 08:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Babayaga	
[4/21/23 08:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Babayaga	
[4/21/23 08:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Babayaga	
[4/21/23 08:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Babayaga	
[4/21/23 08:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Babayaga	
[4/21/23 08:14AM] Player picked up item: Coin, id: 995, amount: 600, owner: Babayaga	
[4/21/23 08:14AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Babayaga	
[4/21/23 08:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Babayaga	
[4/21/23 08:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Babayaga	
[4/21/23 08:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Babayaga	
[4/21/23 08:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Babayaga	
[4/21/23 08:14AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Babayaga	
[4/21/23 08:14AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Babayaga	
[4/21/23 08:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Babayaga	
[4/21/23 08:14AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Babayaga	
[4/21/23 08:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Babayaga	
[4/21/23 08:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Babayaga	
[4/21/23 08:15AM] Player picked up item: Coin, id: 995, amount: 300, owner: Babayaga	
[4/21/23 08:15AM] Player picked up item: Coin, id: 995, amount: 600, owner: Babayaga	
[4/21/23 08:15AM] Player picked up item: Coin, id: 995, amount: 300, owner: Babayaga	
[4/21/23 08:15AM] Player picked up item: Coin, id: 995, amount: 300, owner: Babayaga	
[4/21/23 08:15AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Babayaga	
[4/21/23 08:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Babayaga	
[4/21/23 08:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Babayaga	
[4/21/23 08:16AM] Player picked up item: Coin, id: 995, amount: 900, owner: Babayaga	
[4/21/23 08:16AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Babayaga	
[4/21/23 08:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Babayaga	
[4/21/23 08:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Babayaga	
[4/21/23 08:17AM] Player picked up item: Coin, id: 995, amount: 300, owner: Babayaga	
[4/21/23 08:17AM] Player picked up item: Coin, id: 995, amount: 300, owner: Babayaga	
[4/21/23 08:17AM] Player picked up item: Coin, id: 995, amount: 300, owner: Babayaga	
[4/21/23 08:33AM] Player picked up item: Coin, id: 995, amount: 2245697, owner: Babayaga	
[4/21/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Babayaga	
[4/21/23 08:34AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Babayaga	
[4/21/23 08:34AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Babayaga	
[4/21/23 08:35AM] Player picked up item: Coin, id: 995, amount: 3505033, owner: Babayaga	
[4/21/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Babayaga	
[4/21/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Babayaga	
[4/21/23 08:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Babayaga	
[4/21/23 08:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Babayaga	
[4/21/23 08:41AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Babayaga	
[4/21/23 08:44AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Babayaga	
[4/21/23 11:38AM] Player picked up item: Lava bones, id: 2023, amount: 1760, owner: Babayaga	
[4/21/23 01:40PM] Player picked up item: Lava bones, id: 2023, amount: 2074, owner: Babayaga	
