[4/16/23 09:41PM] Player picked up item: Coin, id: 995, amount: 400, owner: Isyutaru	
[4/16/23 10:29PM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: Isyutaru	
[4/16/23 10:29PM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: Isyutaru	
[4/16/23 10:33PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Isyutaru	
[4/16/23 10:34PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Isyutaru	
[4/16/23 10:42PM] Player picked up item: Coin, id: 995, amount: 2442370, owner: Isyutaru	
[4/16/23 10:42PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Isyutaru	
[4/16/23 10:45PM] Player picked up item: Coin, id: 995, amount: 2042174, owner: Isyutaru	
[4/16/23 10:45PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Isyutaru	
[4/16/23 11:00PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Isyutaru	
[4/16/23 11:05PM] Player picked up item: Mystic gloves, id: 23024, amount: 1, owner: Isyutaru	
[4/16/23 11:05PM] Player picked up item: Mystic gloves, id: 23024, amount: 1, owner: Isyutaru	
[4/16/23 11:08PM] Player picked up item: Patience boots, id: 23038, amount: 1, owner: Isyutaru	
[4/16/23 11:14PM] Player picked up item: Coin, id: 995, amount: 1940025, owner: Isyutaru	
[4/16/23 11:14PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Isyutaru	
[4/16/23 11:26PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Isyutaru	
[4/16/23 11:28PM] Player picked up item: Mystic book, id: 23027, amount: 1, owner: Isyutaru	
[4/16/23 11:30PM] Player picked up item: Coin, id: 995, amount: 7500, owner: Isyutaru	
[4/16/23 11:31PM] Player picked up item: Nightmare legs, id: 23030, amount: 1, owner: Isyutaru	
[4/16/23 11:34PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Isyutaru	
[4/16/23 11:36PM] Player picked up item: Nightmare gloves, id: 23031, amount: 1, owner: Isyutaru	
[4/16/23 11:36PM] Player picked up item: Coin, id: 995, amount: 7500, owner: Isyutaru	
[4/16/23 11:38PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Isyutaru	
[4/16/23 11:46PM] Player picked up item: Coin, id: 995, amount: 1930362, owner: Isyutaru	
[4/16/23 11:46PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Isyutaru	
[4/16/23 11:49PM] Player picked up item: Coin, id: 995, amount: 2652710, owner: Isyutaru	
[4/16/23 11:49PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Isyutaru	
[4/16/23 11:53PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Isyutaru	
[4/16/23 11:53PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Isyutaru	
[4/16/23 11:55PM] Player picked up item: Nightmare body, id: 23029, amount: 1, owner: Isyutaru	
[4/16/23 11:56PM] Player picked up item: Nightmare hammers, id: 23033, amount: 1, owner: Isyutaru	
[4/18/23 02:12AM] Player picked up item: Coin, id: 995, amount: 1033966, owner: Isyutaru	
[4/18/23 02:12AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Isyutaru	
[4/18/23 02:13AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Isyutaru	
[4/18/23 02:16AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Isyutaru	
[4/18/23 02:20AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Isyutaru	
[4/18/23 02:41AM] Player picked up item: Coin, id: 995, amount: 1672774, owner: Isyutaru	
[4/18/23 02:41AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Isyutaru	
[4/18/23 02:42AM] Player picked up item: Coin, id: 995, amount: 4430869, owner: Isyutaru	
[4/18/23 02:42AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Isyutaru	
[4/18/23 02:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Isyutaru	
[4/18/23 02:43AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Isyutaru	
[4/18/23 02:44AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Isyutaru	
[4/18/23 02:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Isyutaru	
[4/18/23 08:30AM] Player picked up item: Mystic legs, id: 23023, amount: 1, owner: Isyutaru	
