[4/17/23 12:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Timp	
[4/21/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Timp	
[4/21/23 04:35PM] Player picked up item: Coin, id: 995, amount: 4214950, owner: Timp	
[4/21/23 04:35PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Timp	
[4/21/23 04:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Timp	
[4/21/23 04:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Timp	
[4/21/23 04:38PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Timp	
[4/21/23 04:46PM] Player picked up item: Coin, id: 995, amount: 10500, owner: Timp	
[4/21/23 04:47PM] Player picked up item: Patience bow, id: 23039, amount: 1, owner: Timp	
[4/21/23 04:48PM] Player picked up item: Patience helm, id: 23034, amount: 1, owner: Timp	
[4/21/23 05:14PM] Player picked up item: Patience helm, id: 23034, amount: 1, owner: Timp	
[4/21/23 05:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Timp	
[4/21/23 05:57PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Timp	
[4/21/23 05:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timp	
[4/21/23 05:58PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Timp	
[4/21/23 05:58PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Timp	
[4/21/23 05:58PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Timp	
[4/21/23 05:58PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Timp	
[4/21/23 05:58PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Timp	
[4/21/23 06:01PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Timp	
[4/21/23 06:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Timp	
[4/21/23 06:01PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Timp	
[4/21/23 06:01PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Timp	
[4/21/23 06:01PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Timp	
[4/21/23 06:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Timp	
[4/21/23 06:02PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Timp	
[4/21/23 06:02PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Timp	
[4/21/23 06:04PM] Player picked up item: Coin, id: 995, amount: 1643884, owner: Timp	
[4/21/23 06:04PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Timp	
[4/21/23 06:05PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Timp	
[4/21/23 06:05PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Timp	
[4/21/23 06:05PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Timp	
[4/21/23 06:05PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Timp	
[4/21/23 06:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timp	
[4/21/23 06:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Timp	
[4/21/23 06:07PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Timp	
[4/21/23 06:07PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Timp	
[4/21/23 06:07PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Timp	
[4/21/23 06:07PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Timp	
[4/21/23 06:07PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Timp	
[4/21/23 06:07PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Timp	
[4/21/23 06:08PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Timp	
[4/21/23 06:08PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Timp	
[4/21/23 06:08PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Timp	
[4/21/23 06:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timp	
[4/21/23 06:08PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Timp	
[4/21/23 06:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timp	
[4/21/23 06:09PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Timp	
[4/21/23 06:09PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Timp	
[4/21/23 06:09PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Timp	
[4/21/23 06:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timp	
[4/21/23 06:10PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Timp	
[4/21/23 06:10PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Timp	
[4/21/23 06:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Timp	
[4/21/23 06:11PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Timp	
[4/21/23 06:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Timp	
[4/21/23 06:11PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Timp	
[4/21/23 06:11PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Timp	
[4/21/23 06:12PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Timp	
[4/21/23 06:17PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Timp	
[4/21/23 06:21PM] Player picked up item: Coin, id: 995, amount: 800, owner: Timp	
[4/21/23 06:28PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Timp	
[4/21/23 06:28PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Timp	
[4/21/23 06:33PM] Player picked up item: Coin, id: 995, amount: 2030683, owner: Timp	
[4/21/23 06:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Timp	
[4/21/23 06:34PM] Player picked up item: Coin, id: 995, amount: 4041814, owner: Timp	
[4/21/23 06:34PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Timp	
[4/21/23 06:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Timp	
[4/21/23 06:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Timp	
[4/21/23 06:39PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Timp	
[4/21/23 06:39PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Timp	
[4/21/23 06:44PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Timp	
[4/21/23 06:45PM] Player picked up item: Coin, id: 995, amount: 900, owner: Timp	
[4/21/23 06:48PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Timp	
[4/21/23 06:48PM] Player picked up item: Coin, id: 995, amount: 800, owner: Timp	
[4/21/23 06:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timp	
[4/21/23 06:48PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Timp	
[4/21/23 06:51PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Timp	
[4/21/23 06:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timp	
[4/21/23 06:51PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Timp	
[4/21/23 06:53PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Timp	
[4/21/23 06:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Timp	
[4/21/23 07:04PM] Player picked up item: Coin, id: 995, amount: 1406798, owner: Timp	
[4/21/23 07:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Timp	
[4/21/23 11:32PM] Player picked up item: Infinite prayer potion (T1), id: 23121, amount: 1, owner: Timp	
[4/22/23 12:18AM] Player picked up item: Coin, id: 995, amount: 10619, owner: Timp	
[4/22/23 11:57AM] Player picked up item: Nagi Legs, id: 21064, amount: 1, owner: Timp	
