[4/18/23 11:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vaasje	
[4/18/23 12:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/18/23 12:06PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Vaasje	
[4/18/23 12:06PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Vaasje	
[4/18/23 12:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vaasje	
[4/18/23 12:07PM] Player picked up item: Coin, id: 995, amount: 500, owner: Vaasje	
[4/18/23 12:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vaasje	
[4/18/23 12:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vaasje	
[4/18/23 12:07PM] Player picked up item: Coin, id: 995, amount: 500, owner: Vaasje	
[4/18/23 12:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/18/23 12:07PM] Player picked up item: Coin, id: 995, amount: 500, owner: Vaasje	
[4/18/23 12:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vaasje	
[4/18/23 12:09PM] Player picked up item: Coin, id: 995, amount: 500, owner: Vaasje	
[4/18/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vaasje	
[4/18/23 12:09PM] Player picked up item: Coin, id: 995, amount: 500, owner: Vaasje	
[4/18/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/18/23 12:12PM] Player picked up item: Coin, id: 995, amount: 2305328, owner: Vaasje	
[4/18/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Vaasje	
[4/18/23 12:13PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Vaasje	
[4/18/23 12:15PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Vaasje	
[4/18/23 12:15PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Vaasje	
[4/18/23 12:15PM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: Vaasje	
[4/18/23 12:16PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Vaasje	
[4/18/23 12:17PM] Player picked up item: PvM Casket, id: 2736, amount: 1, owner: Vaasje	
[4/18/23 12:18PM] Player picked up item: Coin, id: 995, amount: 700, owner: Vaasje	
[4/18/23 12:18PM] Player picked up item: Coin, id: 995, amount: 700, owner: Vaasje	
[4/18/23 12:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/18/23 12:23PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Vaasje	
[4/18/23 12:23PM] Player picked up item: Coin, id: 995, amount: 800, owner: Vaasje	
[4/18/23 12:24PM] Player picked up item: Coin, id: 995, amount: 800, owner: Vaasje	
[4/18/23 12:24PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Vaasje	
[4/18/23 12:24PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Vaasje	
[4/18/23 12:25PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Vaasje	
[4/18/23 12:26PM] Player picked up item: Coin, id: 995, amount: 800, owner: Vaasje	
[4/18/23 12:27PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Vaasje	
[4/18/23 12:29PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Vaasje	
[4/18/23 12:29PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Vaasje	
[4/18/23 12:30PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Vaasje	
[4/18/23 12:30PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Vaasje	
[4/18/23 12:40PM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Vaasje	
[4/18/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Vaasje	
[4/18/23 12:43PM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Vaasje	
[4/18/23 12:43PM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Vaasje	
[4/18/23 12:43PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Vaasje	
[4/18/23 12:44PM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Vaasje	
[4/18/23 12:44PM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Vaasje	
[4/18/23 12:46PM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Vaasje	
[4/18/23 12:47PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Vaasje	
[4/18/23 12:47PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Vaasje	
[4/18/23 12:47PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Vaasje	
[4/18/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vaasje	
[4/18/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vaasje	
[4/18/23 12:51PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Vaasje	
[4/18/23 12:54PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Vaasje	
[4/18/23 12:54PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Vaasje	
[4/18/23 12:57PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Vaasje	
[4/18/23 12:59PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Vaasje	
[4/18/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: Vaasje	
[4/18/23 01:30PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Vaasje	
[4/18/23 01:30PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Vaasje	
[4/18/23 01:34PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Vaasje	
[4/18/23 01:34PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Vaasje	
[4/18/23 11:04PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Vaasje	
[4/18/23 11:04PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Vaasje	
[4/18/23 11:08PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Vaasje	
[4/18/23 11:11PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Vaasje	
[4/18/23 11:11PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Vaasje	
[4/18/23 11:11PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Vaasje	
[4/18/23 11:11PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Vaasje	
[4/18/23 11:14PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Vaasje	
[4/18/23 11:18PM] Player picked up item: Lava bones, id: 2023, amount: 14, owner: Vaasje	
[4/18/23 11:18PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Vaasje	
[4/18/23 11:18PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Vaasje	
[4/18/23 11:19PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Vaasje	
[4/18/23 11:20PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Vaasje	
[4/18/23 11:23PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Vaasje	
[4/18/23 11:23PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Vaasje	
[4/18/23 11:24PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Vaasje	
[4/18/23 11:24PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Vaasje	
[4/18/23 11:26PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vaasje	
[4/18/23 11:32PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Vaasje	
[4/18/23 11:34PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Vaasje	
[4/18/23 11:34PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Vaasje	
[4/18/23 11:38PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Vaasje	
[4/18/23 11:41PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Vaasje	
[4/18/23 11:43PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Vaasje	
[4/18/23 11:43PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Vaasje	
[4/18/23 11:45PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Vaasje	
[4/18/23 11:45PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Vaasje	
[4/18/23 11:50PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Vaasje	
[4/18/23 11:50PM] Player picked up item: Mystic body, id: 23022, amount: 1, owner: Vaasje	
[4/18/23 11:50PM] Player picked up item: Mystic body, id: 23022, amount: 1, owner: Vaasje	
[4/18/23 11:57PM] Player picked up item: Patience gloves, id: 23037, amount: 1, owner: Vaasje	
[4/18/23 11:57PM] Player picked up item: Patience gloves, id: 23037, amount: 1, owner: Vaasje	
[4/18/23 11:59PM] Player picked up item: Aberrant Head, id: 20592, amount: 1, owner: Vaasje	
[4/18/23 11:59PM] Player picked up item: Aberrant Head, id: 20592, amount: 1, owner: Vaasje	
[4/18/23 11:59PM] Player picked up item: Aberrant Legs, id: 20594, amount: 1, owner: Vaasje	
[4/18/23 11:59PM] Player picked up item: Aberrant Legs, id: 20594, amount: 1, owner: Vaasje	
[4/19/23 12:02AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Vaasje	
[4/19/23 12:03AM] Player picked up item: Aberrant Boots, id: 8334, amount: 1, owner: Vaasje	
[4/19/23 12:04AM] Player picked up item: Aberrant Gloves, id: 11140, amount: 1, owner: Vaasje	
[4/19/23 12:04AM] Player picked up item: Aberrant Gloves, id: 11140, amount: 1, owner: Vaasje	
[4/19/23 12:05AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Vaasje	
[4/19/23 12:09AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Vaasje	
[4/19/23 12:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vaasje	
[4/19/23 12:11AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Vaasje	
[4/19/23 12:11AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Vaasje	
[4/19/23 12:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vaasje	
[4/19/23 12:14AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Vaasje	
[4/19/23 12:14AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Vaasje	
[4/19/23 12:15AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Vaasje	
[4/19/23 12:15AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Vaasje	
[4/19/23 12:18AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Vaasje	
[4/19/23 12:18AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Vaasje	
[4/19/23 12:19AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Vaasje	
[4/19/23 12:19AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Vaasje	
[4/19/23 12:19AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Vaasje	
[4/19/23 12:19AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Vaasje	
[4/19/23 12:44AM] Player picked up item: Rage attachment, id: 9083, amount: 1, owner: Rks	
[4/19/23 12:44AM] Player picked up item: Collector Attachment, id: 9084, amount: 1, owner: Rks	
[4/19/23 07:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/19/23 07:26AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vaasje	
[4/19/23 07:26AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vaasje	
[4/19/23 07:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/19/23 07:27AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vaasje	
[4/19/23 07:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/19/23 07:27AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vaasje	
[4/19/23 07:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/19/23 07:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/19/23 07:27AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vaasje	
[4/19/23 07:27AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vaasje	
[4/19/23 07:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vaasje	
[4/19/23 07:27AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vaasje	
[4/19/23 07:27AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Vaasje	
[4/19/23 07:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/19/23 07:28AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vaasje	
[4/19/23 07:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/19/23 07:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/19/23 07:28AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vaasje	
[4/19/23 07:28AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vaasje	
[4/19/23 07:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/19/23 07:28AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vaasje	
[4/19/23 07:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/19/23 07:28AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vaasje	
[4/19/23 07:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/19/23 07:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vaasje	
[4/19/23 07:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/19/23 07:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vaasje	
[4/19/23 07:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/19/23 07:30AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vaasje	
[4/19/23 07:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/19/23 07:30AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Vaasje	
[4/19/23 07:30AM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: Vaasje	
[4/19/23 07:30AM] Player picked up item: Coin, id: 995, amount: 800, owner: Vaasje	
[4/19/23 07:30AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Vaasje	
[4/19/23 07:30AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vaasje	
[4/19/23 07:31AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vaasje	
[4/19/23 07:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/19/23 07:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/19/23 07:31AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vaasje	
[4/19/23 07:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/19/23 07:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vaasje	
[4/19/23 07:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vaasje	
[4/19/23 07:33AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vaasje	
[4/19/23 07:33AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vaasje	
[4/19/23 07:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/19/23 07:34AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vaasje	
[4/19/23 07:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/19/23 07:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vaasje	
[4/19/23 07:35AM] Player picked up item: Coin, id: 995, amount: 800, owner: Vaasje	
[4/19/23 07:35AM] Player picked up item: Coin, id: 995, amount: 800, owner: Vaasje	
[4/19/23 07:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vaasje	
[4/19/23 07:39AM] Player picked up item: Coin, id: 995, amount: 800, owner: Vaasje	
[4/19/23 07:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vaasje	
[4/19/23 07:39AM] Player picked up item: Coin, id: 995, amount: 2800, owner: Vaasje	
[4/19/23 07:39AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Vaasje	
[4/19/23 07:40AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Vaasje	
[4/19/23 07:40AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vaasje	
