[4/15/23 06:44PM] Player picked up item: Coin, id: 995, amount: 100, owner: Mastercroz	
[4/15/23 06:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mastercroz	
[4/15/23 06:55PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mastercroz	
[4/15/23 06:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mastercroz	
[4/15/23 06:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mastercroz	
[4/15/23 06:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mastercroz	
[4/15/23 06:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mastercroz	
[4/15/23 06:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mastercroz	
[4/15/23 06:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mastercroz	
[4/15/23 06:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mastercroz	
[4/15/23 06:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mastercroz	
[4/15/23 06:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mastercroz	
[4/15/23 06:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mastercroz	
[4/15/23 06:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mastercroz	
[4/15/23 06:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mastercroz	
[4/15/23 06:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Mastercroz	
[4/15/23 06:58PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mastercroz	
[4/15/23 06:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mastercroz	
[4/15/23 07:00PM] Player picked up item: Coin, id: 995, amount: 2270504, owner: Mastercroz	
[4/15/23 07:00PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mastercroz	
[4/15/23 07:00PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mastercroz	
[4/15/23 07:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mastercroz	
[4/15/23 07:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mastercroz	
[4/15/23 07:01PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mastercroz	
[4/15/23 07:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mastercroz	
[4/15/23 07:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mastercroz	
[4/15/23 07:02PM] Player picked up item: EXP Potion (Divine), id: 1033, amount: 1, owner: Mastercroz	
[4/15/23 07:02PM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: Mastercroz	
[4/15/23 07:02PM] Player picked up item: Coin, id: 995, amount: 300, owner: Mastercroz	
[4/15/23 07:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mastercroz	
[4/15/23 07:08PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Mastercroz	
[4/15/23 07:08PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Mastercroz	
[4/15/23 07:10PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Mastercroz	
[4/15/23 07:10PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Mastercroz	
[4/15/23 07:10PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Mastercroz	
[4/15/23 07:10PM] Player picked up item: Lava bones, id: 2023, amount: 16, owner: Mastercroz	
[4/15/23 07:13PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Mastercroz	
[4/15/23 07:13PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Mastercroz	
[4/15/23 07:13PM] Player picked up item: Coin, id: 995, amount: 500, owner: Mastercroz	
[4/15/23 07:13PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Mastercroz	
[4/15/23 07:14PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Mastercroz	
[4/15/23 07:14PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mastercroz	
[4/15/23 07:24PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Mastercroz	
[4/15/23 07:24PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Mastercroz	
[4/15/23 07:25PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Mastercroz	
[4/15/23 07:27PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Mastercroz	
[4/15/23 07:27PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Mastercroz	
[4/15/23 07:30PM] Player picked up item: Coin, id: 995, amount: 2061580, owner: Mastercroz	
[4/15/23 07:30PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Mastercroz	
[4/15/23 07:32PM] Player picked up item: Coin, id: 995, amount: 2682462, owner: Mastercroz	
[4/15/23 07:32PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Mastercroz	
[4/15/23 07:36PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Mastercroz	
[4/15/23 07:36PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Mastercroz	
[4/15/23 07:36PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Mastercroz	
[4/15/23 07:37PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Mastercroz	
[4/15/23 07:43PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Mastercroz	
[4/15/23 07:43PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Mastercroz	
[4/15/23 07:43PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Mastercroz	
[4/15/23 07:44PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mastercroz	
[4/15/23 07:47PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Mastercroz	
[4/15/23 07:47PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Mastercroz	
[4/15/23 07:47PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mastercroz	
[4/15/23 07:53PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Mastercroz	
[4/15/23 07:53PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Mastercroz	
[4/15/23 07:56PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Mastercroz	
[4/15/23 07:56PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Mastercroz	
[4/15/23 07:59PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Mastercroz	
[4/15/23 08:04PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Mastercroz	
[4/15/23 08:04PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Mastercroz	
[4/15/23 08:04PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Mastercroz	
[4/15/23 08:11PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Mastercroz	
[4/15/23 08:11PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Mastercroz	
[4/15/23 08:11PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Mastercroz	
[4/15/23 08:11PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Mastercroz	
[4/15/23 08:15PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Mastercroz	
[4/15/23 08:16PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Mastercroz	
[4/15/23 08:18PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mastercroz	
[4/15/23 08:19PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mastercroz	
[4/15/23 08:19PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mastercroz	
[4/15/23 08:22PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Mastercroz	
[4/15/23 08:30PM] Player picked up item: Coin, id: 995, amount: 1303728, owner: Mastercroz	
[4/15/23 08:30PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mastercroz	
[4/15/23 08:32PM] Player picked up item: Coin, id: 995, amount: 3653663, owner: Mastercroz	
[4/15/23 08:32PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Mastercroz	
[4/15/23 08:38PM] Player picked up item: Coin, id: 995, amount: 3200, owner: Mastercroz	
[4/15/23 08:38PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Mastercroz	
[4/15/23 08:38PM] Player picked up item: Coin, id: 995, amount: 800, owner: Mastercroz	
[4/15/23 08:38PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mastercroz	
[4/15/23 09:00PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mastercroz	
[4/15/23 09:56PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Mastercroz	
[4/15/23 10:00PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Mastercroz	
[4/15/23 10:22PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Mastercroz	
[4/15/23 10:29PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Mastercroz	
[4/15/23 10:29PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Mastercroz	
[4/15/23 10:30PM] Player picked up item: Coin, id: 995, amount: 1581765, owner: Mastercroz	
[4/15/23 10:30PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mastercroz	
[4/15/23 10:31PM] Player picked up item: Coin, id: 995, amount: 2146251, owner: Mastercroz	
[4/15/23 10:31PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Mastercroz	
[4/15/23 10:32PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Mastercroz	
[4/15/23 10:32PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Mastercroz	
[4/15/23 10:56PM] Player picked up item: Starter Ring, id: 23091, amount: 1, owner: You	
[4/15/23 10:56PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Mastercroz	
[4/15/23 10:56PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Mastercroz	
[4/16/23 11:32AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Mastercroz	
[4/16/23 11:32AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Mastercroz	
[4/16/23 11:33AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Mastercroz	
[4/16/23 11:33AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Mastercroz	
