[4/19/23 05:37AM] Player picked up item: Coin, id: 995, amount: 100, owner: Cheech	
[4/19/23 06:42AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Cheech	
[4/19/23 06:42AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cheech	
[4/19/23 06:42AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Cheech	
[4/19/23 06:42AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cheech	
[4/19/23 06:42AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Cheech	
[4/19/23 06:42AM] Player picked up item: Coin, id: 995, amount: 500, owner: Cheech	
[4/19/23 06:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:42AM] Player picked up item: Coin, id: 995, amount: 500, owner: Cheech	
[4/19/23 06:42AM] Player picked up item: Coin, id: 995, amount: 500, owner: Cheech	
[4/19/23 06:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:42AM] Player picked up item: Coin, id: 995, amount: 500, owner: Cheech	
[4/19/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheech	
[4/19/23 06:43AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Cheech	
[4/19/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheech	
[4/19/23 06:43AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Cheech	
[4/19/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:43AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Cheech	
[4/19/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Cheech	
[4/19/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Cheech	
[4/19/23 06:44AM] Player picked up item: Coin, id: 995, amount: 2500, owner: Cheech	
[4/19/23 06:44AM] Player picked up item: Coin, id: 995, amount: 2500, owner: Cheech	
[4/19/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:46AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Cheech	
[4/19/23 06:46AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Cheech	
[4/19/23 06:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:46AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Cheech	
[4/19/23 06:46AM] Player picked up item: Coin, id: 995, amount: 2500, owner: Cheech	
[4/19/23 06:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheech	
[4/19/23 06:47AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Cheech	
[4/19/23 06:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheech	
[4/19/23 06:47AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Cheech	
[4/19/23 06:48AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Cheech	
[4/19/23 06:48AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cheech	
[4/19/23 06:48AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Cheech	
[4/19/23 06:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:48AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Cheech	
[4/19/23 06:48AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Cheech	
[4/19/23 06:49AM] Player picked up item: Coin, id: 995, amount: 500, owner: Cheech	
[4/19/23 06:49AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cheech	
[4/19/23 06:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheech	
[4/19/23 06:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheech	
[4/19/23 06:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheech	
[4/19/23 06:53AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Cheech	
[4/19/23 06:55AM] Player picked up item: Coin, id: 995, amount: 600, owner: Cheech	
[4/19/23 06:55AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Cheech	
[4/19/23 06:56AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Cheech	
[4/19/23 06:57AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Cheech	
[4/19/23 06:57AM] Player picked up item: Coin, id: 995, amount: 4800, owner: Cheech	
[4/19/23 06:57AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Cheech	
[4/19/23 06:57AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Cheech	
[4/19/23 06:57AM] Player picked up item: Coin, id: 995, amount: 600, owner: Cheech	
[4/19/23 06:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 06:58AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Cheech	
[4/19/23 06:58AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Cheech	
[4/19/23 06:58AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Cheech	
[4/19/23 06:58AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Cheech	
[4/19/23 06:58AM] Player picked up item: Coin, id: 995, amount: 600, owner: Cheech	
[4/19/23 06:58AM] Player picked up item: Coin, id: 995, amount: 600, owner: Cheech	
[4/19/23 06:58AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Cheech	
[4/19/23 06:58AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Cheech	
[4/19/23 06:58AM] Player picked up item: Coin, id: 995, amount: 600, owner: Cheech	
[4/19/23 07:00AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Cheech	
[4/19/23 07:00AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Cheech	
[4/19/23 07:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 07:00AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Cheech	
[4/19/23 07:00AM] Player picked up item: Coin, id: 995, amount: 700, owner: Cheech	
[4/19/23 07:00AM] Player picked up item: Coin, id: 995, amount: 2800, owner: Cheech	
[4/19/23 07:00AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Cheech	
[4/19/23 07:00AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Cheech	
[4/19/23 07:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheech	
[4/19/23 07:00AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Cheech	
[4/19/23 07:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheech	
[4/19/23 07:00AM] Player picked up item: Coin, id: 995, amount: 3500, owner: Cheech	
[4/19/23 07:00AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Cheech	
[4/19/23 07:02AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Cheech	
[4/19/23 07:02AM] Player picked up item: Coin, id: 995, amount: 700, owner: Cheech	
[4/19/23 07:02AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Cheech	
[4/19/23 07:02AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Cheech	
[4/19/23 07:02AM] Player picked up item: Coin, id: 995, amount: 700, owner: Cheech	
[4/19/23 07:02AM] Player picked up item: Coin, id: 995, amount: 700, owner: Cheech	
[4/19/23 07:02AM] Player picked up item: Coin, id: 995, amount: 700, owner: Cheech	
[4/19/23 07:03AM] Player picked up item: Coin, id: 995, amount: 700, owner: Cheech	
[4/19/23 07:03AM] Player picked up item: Coin, id: 995, amount: 700, owner: Cheech	
[4/19/23 07:07AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Cheech	
[4/19/23 07:07AM] Player picked up item: Coin, id: 995, amount: 800, owner: Cheech	
[4/19/23 07:07AM] Player picked up item: Coin, id: 995, amount: 800, owner: Cheech	
[4/19/23 07:07AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Cheech	
[4/19/23 07:08AM] Player picked up item: Coin, id: 995, amount: 800, owner: Cheech	
[4/19/23 07:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 07:08AM] Player picked up item: Coin, id: 995, amount: 800, owner: Cheech	
[4/19/23 07:08AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Cheech	
[4/19/23 07:08AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Cheech	
[4/19/23 07:08AM] Player picked up item: Coin, id: 995, amount: 800, owner: Cheech	
[4/19/23 07:08AM] Player picked up item: Coin, id: 995, amount: 800, owner: Cheech	
[4/19/23 07:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheech	
[4/19/23 07:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 07:08AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Cheech	
[4/19/23 07:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 07:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheech	
[4/19/23 07:09AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Cheech	
[4/19/23 07:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 07:09AM] Player picked up item: Coin, id: 995, amount: 800, owner: Cheech	
[4/19/23 07:09AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Cheech	
[4/19/23 07:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheech	
[4/19/23 07:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheech	
[4/19/23 07:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheech	
[4/19/23 07:09AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Cheech	
[4/19/23 07:09AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Cheech	
[4/19/23 07:09AM] Player picked up item: Coin, id: 995, amount: 800, owner: Cheech	
[4/19/23 07:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheech	
[4/19/23 07:10AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Cheech	
[4/19/23 07:10AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Cheech	
[4/19/23 07:11AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Cheech	
[4/19/23 07:11AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Cheech	
[4/19/23 07:11AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Cheech	
[4/19/23 07:11AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Cheech	
[4/19/23 07:11AM] Player picked up item: Coin, id: 995, amount: 800, owner: Cheech	
[4/19/23 07:12AM] Player picked up item: Coin, id: 995, amount: 800, owner: Cheech	
[4/19/23 07:12AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Cheech	
[4/19/23 07:12AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Cheech	
[4/19/23 07:12AM] Player picked up item: Coin, id: 995, amount: 3200, owner: Cheech	
[4/19/23 07:13AM] Player picked up item: Coin, id: 995, amount: 800, owner: Cheech	
[4/19/23 07:16AM] Player picked up item: Coin, id: 995, amount: 7200, owner: Cheech	
[4/19/23 07:16AM] Player picked up item: Coin, id: 995, amount: 900, owner: Cheech	
[4/19/23 07:16AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Cheech	
[4/19/23 07:16AM] Player picked up item: Coin, id: 995, amount: 900, owner: Cheech	
[4/19/23 07:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheech	
[4/19/23 07:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 07:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 07:17AM] Player picked up item: Coin, id: 995, amount: 2700, owner: Cheech	
[4/19/23 07:17AM] Player picked up item: Coin, id: 995, amount: 900, owner: Cheech	
[4/19/23 07:17AM] Player picked up item: Coin, id: 995, amount: 900, owner: Cheech	
[4/19/23 07:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 07:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 07:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 07:17AM] Player picked up item: Coin, id: 995, amount: 900, owner: Cheech	
[4/19/23 07:17AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Cheech	
[4/19/23 07:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 07:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cheech	
[4/19/23 07:17AM] Player picked up item: Coin, id: 995, amount: 900, owner: Cheech	
[4/19/23 07:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 07:18AM] Player picked up item: Coin, id: 995, amount: 900, owner: Cheech	
[4/19/23 07:18AM] Player picked up item: Coin, id: 995, amount: 900, owner: Cheech	
[4/19/23 07:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 07:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 07:18AM] Player picked up item: Coin, id: 995, amount: 900, owner: Cheech	
[4/19/23 07:18AM] Player picked up item: Coin, id: 995, amount: 2700, owner: Cheech	
[4/19/23 07:18AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Cheech	
[4/19/23 07:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cheech	
[4/19/23 07:19AM] Player picked up item: Coin, id: 995, amount: 5400, owner: Cheech	
[4/19/23 07:19AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Cheech	
[4/19/23 07:20AM] Player picked up item: Coin, id: 995, amount: 3600, owner: Cheech	
[4/19/23 07:20AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Cheech	
[4/19/23 07:20AM] Player picked up item: Coin, id: 995, amount: 2700, owner: Cheech	
[4/19/23 07:20AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Cheech	
[4/19/23 07:20AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Cheech	
[4/19/23 07:20AM] Player picked up item: Coin, id: 995, amount: 2700, owner: Cheech	
[4/19/23 07:20AM] Player picked up item: Coin, id: 995, amount: 900, owner: Cheech	
[4/19/23 07:21AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Cheech	
