[4/15/23 06:14AM] Player picked up item: Coin, id: 995, amount: 100, owner: Toxic	
[4/15/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:22AM] Player picked up item: Coin, id: 995, amount: 200, owner: Toxic	
[4/15/23 06:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:23AM] Player picked up item: Coin, id: 995, amount: 200, owner: Toxic	
[4/15/23 06:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:23AM] Player picked up item: Coin, id: 995, amount: 200, owner: Toxic	
[4/15/23 06:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Toxic	
[4/15/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:24AM] Player picked up item: Coin, id: 995, amount: 200, owner: Toxic	
[4/15/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Toxic	
[4/15/23 06:25AM] Player picked up item: Coin, id: 995, amount: 200, owner: Toxic	
[4/15/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Toxic	
[4/15/23 06:25AM] Player picked up item: Coin, id: 995, amount: 200, owner: Toxic	
[4/15/23 06:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:26AM] Player picked up item: Coin, id: 995, amount: 200, owner: Toxic	
[4/15/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:26AM] Player picked up item: Coin, id: 995, amount: 200, owner: Toxic	
[4/15/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Toxic	
[4/15/23 06:26AM] Player picked up item: Coin, id: 995, amount: 200, owner: Toxic	
[4/15/23 06:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Toxic	
[4/15/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Toxic	
[4/15/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Toxic	
[4/15/23 06:29AM] Player picked up item: Coin, id: 995, amount: 200, owner: Toxic	
[4/15/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:30AM] Player picked up item: Coin, id: 995, amount: 200, owner: Toxic	
[4/15/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:30AM] Player picked up item: Coin, id: 995, amount: 200, owner: Toxic	
[4/15/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:30AM] Player picked up item: Coin, id: 995, amount: 200, owner: Toxic	
[4/15/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Toxic	
[4/15/23 06:31AM] Player picked up item: Coin, id: 995, amount: 200, owner: Toxic	
[4/15/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:31AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Toxic	
[4/15/23 06:31AM] Player picked up item: Coin, id: 995, amount: 300, owner: Toxic	
[4/15/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:31AM] Player picked up item: Coin, id: 995, amount: 300, owner: Toxic	
[4/15/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Toxic	
[4/15/23 06:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: Toxic	
[4/15/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:33AM] Player picked up item: Coin, id: 995, amount: 300, owner: Toxic	
[4/15/23 06:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Toxic	
[4/15/23 06:33AM] Player picked up item: Coin, id: 995, amount: 300, owner: Toxic	
[4/15/23 06:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:33AM] Player picked up item: Coin, id: 995, amount: 300, owner: Toxic	
[4/15/23 06:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:34AM] Player picked up item: Coin, id: 995, amount: 300, owner: Toxic	
[4/15/23 06:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:34AM] Player picked up item: Coin, id: 995, amount: 300, owner: Toxic	
[4/15/23 06:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:35AM] Player picked up item: Coin, id: 995, amount: 300, owner: Toxic	
[4/15/23 06:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Toxic	
[4/15/23 06:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: Toxic	
[4/15/23 06:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: Toxic	
[4/15/23 06:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: Toxic	
[4/15/23 06:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: Toxic	
[4/15/23 06:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: Toxic	
[4/15/23 06:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: Toxic	
[4/15/23 06:38AM] Player picked up item: Coin, id: 995, amount: 300, owner: Toxic	
[4/15/23 06:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:38AM] Player picked up item: Coin, id: 995, amount: 300, owner: Toxic	
[4/15/23 06:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Toxic	
[4/15/23 06:38AM] Player picked up item: Coin, id: 995, amount: 300, owner: Toxic	
[4/15/23 06:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:39AM] Player picked up item: Coin, id: 995, amount: 300, owner: Toxic	
[4/15/23 06:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:39AM] Player picked up item: Coin, id: 995, amount: 300, owner: Toxic	
[4/15/23 06:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:40AM] Player picked up item: Coin, id: 995, amount: 300, owner: Toxic	
[4/15/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Toxic	
[4/15/23 06:40AM] Player picked up item: Coin, id: 995, amount: 300, owner: Toxic	
[4/15/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:41AM] Player picked up item: Coin, id: 995, amount: 300, owner: Toxic	
[4/15/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:41AM] Player picked up item: Coin, id: 995, amount: 300, owner: Toxic	
[4/15/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:42AM] Player picked up item: Starter Cannon, id: 22083, amount: 1, owner: Toxic	
[4/15/23 06:42AM] Player picked up item: Coin, id: 995, amount: 400, owner: Toxic	
[4/15/23 06:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:48AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Toxic	
[4/15/23 06:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Toxic	
[4/15/23 06:48AM] Player picked up item: Coin, id: 995, amount: 800, owner: Toxic	
[4/15/23 06:48AM] Player picked up item: Coin, id: 995, amount: 400, owner: Toxic	
[4/15/23 06:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Toxic	
[4/15/23 06:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Toxic	
[4/15/23 06:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 06:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Toxic	
[4/15/23 06:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Toxic	
[4/15/23 06:59AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Toxic	
[4/15/23 06:59AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Toxic	
[4/15/23 06:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 07:00AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Toxic	
[4/15/23 07:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 07:15AM] Player picked up item: Coin, id: 995, amount: 700, owner: Toxic	
[4/15/23 07:16AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Toxic	
[4/15/23 07:17AM] Player picked up item: Coin, id: 995, amount: 800, owner: Toxic	
[4/15/23 07:17AM] Player picked up item: Coin, id: 995, amount: 800, owner: Toxic	
[4/15/23 07:18AM] Player picked up item: Coin, id: 995, amount: 800, owner: Toxic	
[4/15/23 07:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 07:19AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Toxic	
[4/15/23 07:20AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Toxic	
[4/15/23 07:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Toxic	
[4/15/23 07:22AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Toxic	
[4/15/23 07:24AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Toxic	
[4/15/23 07:35AM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Toxic	
[4/15/23 07:35AM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Toxic	
[4/15/23 07:50AM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Toxic	
[4/15/23 07:50AM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Toxic	
[4/15/23 07:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Toxic	
[4/15/23 07:54AM] Player picked up item: Coin, id: 995, amount: 800, owner: Toxic	
[4/15/23 07:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 07:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Toxic	
[4/15/23 07:59AM] Player picked up item: Coin, id: 995, amount: 1431841, owner: Toxic	
[4/15/23 07:59AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Toxic	
[4/15/23 08:03AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Toxic	
[4/15/23 08:03AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Toxic	
[4/15/23 08:03AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Toxic	
[4/15/23 08:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 08:18AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Toxic	
[4/15/23 08:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 08:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Toxic	
[4/15/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Toxic	
[4/15/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Toxic	
[4/15/23 08:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Toxic	
[4/15/23 08:34AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Toxic	
[4/15/23 08:34AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Toxic	
[4/15/23 08:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Toxic	
[4/15/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 08:41AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Toxic	
[4/15/23 08:41AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Toxic	
[4/15/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Toxic	
[4/15/23 08:55AM] Player picked up item: Coin, id: 995, amount: 800, owner: Toxic	
[4/15/23 09:00AM] Player picked up item: Coin, id: 995, amount: 1073705, owner: Toxic	
[4/15/23 09:01AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Toxic	
[4/15/23 09:01AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Toxic	
[4/15/23 09:13AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Toxic	
[4/15/23 09:13AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Toxic	
