[4/15/23 03:27PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Esso	
[4/16/23 04:48AM] Player picked up item: Coin, id: 995, amount: 1246543, owner: Esso	
[4/16/23 04:48AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Esso	
[4/16/23 04:53AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Esso	
[4/16/23 04:53AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Esso	
[4/16/23 05:07AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Esso	
[4/16/23 05:07AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Esso	
[4/16/23 05:07AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Esso	
[4/16/23 05:08AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Esso	
[4/16/23 05:08AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Esso	
[4/16/23 05:08AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Esso	
[4/16/23 05:09AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Esso	
[4/16/23 05:10AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Esso	
[4/16/23 05:10AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Esso	
[4/16/23 05:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Esso	
[4/16/23 05:10AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Esso	
[4/16/23 05:11AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Esso	
[4/16/23 05:11AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Esso	
[4/16/23 05:11AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Esso	
[4/16/23 05:12AM] Player picked up item: Coin, id: 995, amount: 16000, owner: Esso	
[4/16/23 05:12AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Esso	
[4/16/23 05:12AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Esso	
[4/16/23 05:12AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Esso	
[4/16/23 05:14AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Esso	
[4/16/23 05:14AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Esso	
[4/16/23 05:14AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Esso	
[4/16/23 05:14AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Esso	
[4/16/23 05:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Esso	
[4/16/23 05:14AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Esso	
[4/16/23 05:14AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Esso	
[4/16/23 05:17AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Esso	
[4/16/23 05:17AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Esso	
[4/16/23 05:17AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Esso	
[4/16/23 05:17AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Esso	
[4/16/23 05:25AM] Player picked up item: Coin, id: 995, amount: 1736259, owner: Esso	
[4/16/23 05:25AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Esso	
[4/16/23 05:26AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Esso	
[4/16/23 05:28AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Esso	
[4/16/23 05:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Esso	
[4/16/23 05:30AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Esso	
[4/16/23 05:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Esso	
[4/16/23 05:30AM] Player picked up item: $10 Bond, id: 23057, amount: 1, owner: Esso	
[4/16/23 05:37AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Esso	
[4/16/23 05:37AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Esso	
[4/21/23 10:30AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Esso	
[4/22/23 02:36PM] Player picked up item: Lava bones, id: 2023, amount: 330, owner: Zshana	
