[4/20/23 09:27AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: V1	
[4/21/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: V1	
[4/21/23 09:34AM] Player picked up item: Coin, id: 995, amount: 1264143, owner: V1	
[4/21/23 09:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: V1	
[4/21/23 09:35AM] Player picked up item: Coin, id: 995, amount: 4064934, owner: V1	
[4/21/23 09:35AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: V1	
[4/21/23 09:57AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: V1	
[4/21/23 09:57AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: V1	
[4/21/23 11:05AM] Player picked up item: Coin, id: 995, amount: 1085180, owner: V1	
[4/21/23 11:05AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: V1	
[4/21/23 11:34AM] Player picked up item: Coin, id: 995, amount: 1121992, owner: V1	
[4/21/23 11:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: V1	
[4/21/23 11:35AM] Player picked up item: Coin, id: 995, amount: 2262948, owner: V1	
[4/21/23 11:35AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: V1	
[4/21/23 11:36AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: V1	
[4/21/23 11:36AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: V1	
[4/21/23 12:04PM] Player picked up item: Coin, id: 995, amount: 1180297, owner: V1	
[4/21/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: V1	
[4/21/23 12:07PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: V1	
[4/21/23 12:07PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: V1	
[4/21/23 12:09PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: V1	
[4/21/23 12:09PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: V1	
[4/21/23 12:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: V1	
[4/21/23 12:14PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: V1	
[4/21/23 12:34PM] Player picked up item: Coin, id: 995, amount: 2313227, owner: V1	
[4/21/23 12:34PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: V1	
[4/21/23 12:35PM] Player picked up item: Coin, id: 995, amount: 3845568, owner: V1	
[4/21/23 12:35PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: V1	
[4/21/23 12:36PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: V1	
[4/21/23 12:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: V1	
[4/21/23 01:12PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: V1	
[4/21/23 01:12PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: V1	
[4/21/23 01:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: V1	
[4/21/23 01:14PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: V1	
[4/21/23 09:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: V1	
[4/21/23 09:35PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: V1	
[4/21/23 09:59PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: V1	
[4/21/23 10:00PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: V1	
[4/21/23 10:01PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: V1	
[4/21/23 10:01PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: V1	
[4/21/23 10:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: V1	
[4/21/23 10:33PM] Player picked up item: Coin, id: 995, amount: 1404594, owner: V1	
[4/21/23 10:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: V1	
[4/21/23 10:34PM] Player picked up item: Coin, id: 995, amount: 2844138, owner: V1	
[4/21/23 10:34PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: V1	
[4/21/23 10:35PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: V1	
[4/21/23 10:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: V1	
[4/22/23 01:34AM] Player picked up item: Coin, id: 995, amount: 2121812, owner: V1	
[4/22/23 01:34AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: V1	
[4/22/23 01:35AM] Player picked up item: Coin, id: 995, amount: 3158843, owner: V1	
[4/22/23 01:35AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: V1	
[4/23/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Zshana	
