[4/15/23 09:44AM] Player picked up item: Coin, id: 995, amount: 300, owner: Goalz	
[4/15/23 01:59PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Cameron	
[4/15/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Cameron	
[4/15/23 02:29PM] Player picked up item: Coin, id: 995, amount: 3599001, owner: Cameron	
[4/15/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Cameron	
[4/15/23 02:30PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Cameron	
[4/15/23 02:30PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Cameron	
[4/15/23 02:31PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Cameron	
[4/15/23 02:31PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Cameron	
[4/15/23 02:32PM] Player picked up item: Coin, id: 995, amount: 800, owner: Cameron	
[4/15/23 02:41PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Cameron	
[4/15/23 03:00PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Cameron	
[4/15/23 03:08PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Cameron	
[4/15/23 03:08PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Cameron	
[4/15/23 03:08PM] Player picked up item: Coin, id: 995, amount: 800, owner: Cameron	
[4/15/23 03:27PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Cameron	
[4/15/23 03:27PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Cameron	
[4/15/23 03:31PM] Player picked up item: Coin, id: 995, amount: 2474545, owner: Cameron	
[4/15/23 03:31PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Cameron	
[4/15/23 03:33PM] Player picked up item: Coin, id: 995, amount: 3919389, owner: Cameron	
[4/15/23 03:33PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Cameron	
[4/15/23 03:36PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Cameron	
[4/15/23 03:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Cameron	
[4/15/23 03:37PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Cameron	
[4/15/23 03:53PM] Player picked up item: Coin, id: 995, amount: 21000, owner: Cameron	
[4/15/23 03:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cameron	
[4/15/23 04:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cameron	
[4/15/23 04:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cameron	
[4/15/23 04:28PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Cameron	
[4/15/23 04:31PM] Player picked up item: Coin, id: 995, amount: 1367035, owner: Cameron	
[4/15/23 04:31PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Cameron	
[4/15/23 04:33PM] Player picked up item: Coin, id: 995, amount: 2960635, owner: Cameron	
[4/15/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Cameron	
[4/15/23 04:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Cameron	
[4/15/23 04:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Cameron	
[4/15/23 04:40PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Cameron	
[4/15/23 04:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cameron	
[4/15/23 04:46PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Cameron	
[4/15/23 04:47PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Cameron	
[4/15/23 04:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cameron	
[4/15/23 04:51PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Cameron	
[4/15/23 04:51PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Cameron	
[4/15/23 04:52PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Cameron	
[4/15/23 05:01PM] Player picked up item: Coin, id: 995, amount: 2452500, owner: Cameron	
[4/15/23 05:01PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Cameron	
[4/15/23 05:01PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cameron	
[4/15/23 05:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cameron	
[4/15/23 05:02PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cameron	
[4/15/23 05:02PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cameron	
[4/15/23 05:02PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Cameron	
[4/15/23 05:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cameron	
[4/15/23 05:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cameron	
[4/15/23 05:02PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Cameron	
[4/15/23 05:24PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Cameron	
[4/15/23 05:26PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Cameron	
[4/15/23 05:31PM] Player picked up item: Coin, id: 995, amount: 800, owner: Cameron	
[4/15/23 05:39PM] Player picked up item: Coin, id: 995, amount: 600, owner: Cameron	
[4/15/23 05:45PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Cameron	
[4/15/23 05:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cameron	
[4/15/23 05:47PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cameron	
[4/15/23 05:47PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cameron	
[4/15/23 05:48PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cameron	
[4/15/23 05:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cameron	
[4/15/23 05:50PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cameron	
[4/15/23 05:57PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Cameron	
[4/15/23 06:00PM] Player picked up item: Coin, id: 995, amount: 1502276, owner: Cameron	
[4/15/23 06:00PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Cameron	
[4/15/23 06:10PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Cameron	
[4/15/23 06:11PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Cameron	
[4/15/23 06:13PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Cameron	
[4/15/23 06:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cameron	
[4/15/23 06:22PM] Player picked up item: Coin, id: 995, amount: 22000, owner: Cameron	
[4/15/23 06:22PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Cameron	
[4/15/23 06:25PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Cameron	
[4/15/23 06:25PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Cameron	
[4/15/23 06:25PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Cameron	
[4/15/23 06:27PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Cameron	
[4/15/23 06:30PM] Player picked up item: Coin, id: 995, amount: 1503901, owner: Cameron	
[4/15/23 06:30PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Cameron	
[4/15/23 06:32PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Cameron	
[4/15/23 06:32PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Cameron	
[4/15/23 06:32PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Cameron	
[4/15/23 06:34PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Cameron	
[4/15/23 06:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Cameron	
[4/15/23 06:49PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Cameron	
[4/15/23 06:51PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Cameron	
[4/15/23 07:12PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Cameron	
[4/15/23 07:29PM] Player picked up item: Coin, id: 995, amount: 800, owner: Cameron	
[4/15/23 07:31PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Cameron	
[4/15/23 07:32PM] Player picked up item: Coin, id: 995, amount: 2895199, owner: Cameron	
[4/15/23 07:32PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Cameron	
[4/15/23 07:35PM] Player picked up item: Coin, id: 995, amount: 700, owner: Cameron	
[4/15/23 07:36PM] Player picked up item: Coin, id: 995, amount: 700, owner: Cameron	
[4/15/23 07:43PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Cameron	
[4/15/23 07:44PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Cameron	
[4/15/23 07:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cameron	
[4/15/23 07:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cameron	
[4/15/23 07:49PM] Player picked up item: Coin, id: 995, amount: 700, owner: Cameron	
[4/15/23 07:53PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Cameron	
[4/15/23 07:54PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Cameron	
[4/15/23 07:58PM] Player picked up item: Coin, id: 995, amount: 800, owner: Cameron	
[4/15/23 07:59PM] Player picked up item: Coin, id: 995, amount: 800, owner: Cameron	
[4/15/23 07:59PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Cameron	
[4/15/23 08:01PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Cameron	
[4/15/23 08:01PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Cameron	
[4/15/23 08:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cameron	
[4/15/23 08:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cameron	
[4/15/23 08:14PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cameron	
[4/15/23 08:15PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Cameron	
[4/15/23 08:15PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cameron	
[4/15/23 08:15PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cameron	
[4/15/23 08:15PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Cameron	
[4/15/23 08:16PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cameron	
[4/15/23 08:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cameron	
[4/15/23 08:16PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cameron	
[4/15/23 08:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cameron	
[4/15/23 08:17PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Cameron	
[4/15/23 08:18PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cameron	
[4/15/23 08:19PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cameron	
[4/15/23 08:19PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cameron	
[4/15/23 08:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cameron	
[4/15/23 08:19PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cameron	
[4/15/23 10:38PM] Player picked up item: Nagi Boots, id: 21067, amount: 1, owner: Cameron	
[4/15/23 10:38PM] Player picked up item: Nagi Boots, id: 21067, amount: 1, owner: Cameron	
[4/15/23 10:38PM] Player picked up item: Nagi Boots, id: 21067, amount: 1, owner: Cameron	
[4/15/23 10:38PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Cameron	
[4/15/23 10:38PM] Player picked up item: Nagi Boots, id: 21067, amount: 1, owner: Cameron	
[4/15/23 10:38PM] Player picked up item: Nagi Boots, id: 21067, amount: 1, owner: Cameron	
[4/16/23 06:17AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Cameron	
[4/16/23 12:00PM] Player picked up item: Salamander, id: 1017, amount: 1, owner: Cameron	
[4/16/23 05:43PM] Player picked up item: Godly Legs, id: 14052, amount: 1, owner: Cameron	
[4/16/23 05:43PM] Player picked up item: Godly Legs, id: 14052, amount: 1, owner: Cameron	
[4/16/23 05:43PM] Player picked up item: Godly Legs, id: 14052, amount: 1, owner: Cameron	
[4/16/23 07:08PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Cameron	
[4/17/23 11:33AM] Player picked up item: Coin, id: 995, amount: 2444364, owner: Cameron	
[4/17/23 11:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Cameron	
[4/17/23 11:34AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Cameron	
[4/17/23 11:53AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Cameron	
[4/17/23 11:53AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Cameron	
[4/19/23 03:52PM] Player picked up item: PvM Casket, id: 2736, amount: 1, owner: Cameron	
[4/19/23 03:52PM] Player picked up item: Slayer casket, id: 2734, amount: 2, owner: Cameron	
[4/19/23 03:52PM] Player picked up item: Slayer casket, id: 2734, amount: 1, owner: Cameron	
[4/19/23 03:53PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Cameron	
[4/19/23 03:53PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Cameron	
[4/19/23 03:53PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Cameron	
[4/19/23 03:53PM] Player picked up item: Vote scroll, id: 23020, amount: 1, owner: Cameron	
[4/19/23 03:53PM] Player picked up item: Vote scroll, id: 23020, amount: 1, owner: Cameron	
[4/19/23 03:54PM] Player picked up item: Coin, id: 995, amount: 271480334, owner: Cameron	
[4/19/23 03:54PM] Player picked up item: Coin, id: 995, amount: 271480334, owner: Cameron	
[4/19/23 03:54PM] Player picked up item: Coin, id: 995, amount: 271480334, owner: Cameron	
[4/19/23 03:54PM] Player picked up item: Coin, id: 995, amount: 271480334, owner: Cameron	
[4/19/23 03:54PM] Player picked up item: Coin, id: 995, amount: 271480334, owner: Cameron	
[4/19/23 03:54PM] Player picked up item: Coin, id: 995, amount: 271480334, owner: Cameron	
[4/19/23 03:54PM] Player picked up item: Coin, id: 995, amount: 271480334, owner: Cameron	
[4/19/23 03:54PM] Player picked up item: Coin, id: 995, amount: 271480334, owner: Cameron	
[4/19/23 03:54PM] Player picked up item: Coin, id: 995, amount: 334, owner: Cameron	
[4/19/23 03:54PM] Player picked up item: Tarn token, id: 10835, amount: 271480, owner: Cameron	
[4/19/23 03:54PM] Player picked up item: Tarn token, id: 10835, amount: 271480, owner: Cameron	
[4/19/23 03:55PM] Player picked up item: Tarn token, id: 10835, amount: 271480, owner: Cameron	
[4/19/23 03:55PM] Player picked up item: Coin, id: 995, amount: 334, owner: Cameron	
[4/19/23 03:55PM] Player picked up item: Coin, id: 995, amount: 334, owner: Cameron	
[4/19/23 03:55PM] Player picked up item: Coin, id: 995, amount: 271480334, owner: Cameron	
[4/19/23 03:55PM] Player picked up item: Coin, id: 995, amount: 271480334, owner: Cameron	
[4/19/23 03:55PM] Player picked up item: Coin, id: 995, amount: 271480334, owner: Cameron	
[4/19/23 03:55PM] Player picked up item: Coin, id: 995, amount: 334, owner: Cameron	
[4/19/23 03:55PM] Player picked up item: Coin, id: 995, amount: 334, owner: Cameron	
[4/19/23 03:55PM] Player picked up item: Coin, id: 995, amount: 334, owner: Cameron	
[4/19/23 03:55PM] Player picked up item: Lava bones, id: 2023, amount: 1969, owner: Cameron	
[4/19/23 03:55PM] Player picked up item: Lava bones, id: 2023, amount: 1969, owner: Cameron	
[4/19/23 03:55PM] Player picked up item: Lava bones, id: 2023, amount: 1968, owner: Cameron	
[4/19/23 03:56PM] Player picked up item: Lava bones, id: 2023, amount: 1967, owner: Cameron	
[4/19/23 03:56PM] Player picked up item: Lava bones, id: 2023, amount: 1967, owner: Cameron	
[4/19/23 03:56PM] Player picked up item: Titan Helm, id: 8803, amount: 1, owner: Cameron	
[4/19/23 07:19PM] Player picked up item: Inferno Body, id: 13301, amount: 1, owner: Cameron	
[4/20/23 06:06PM] Player picked up item: Adamant platebody (h1), id: 19482, amount: 1, owner: Cameron	
[4/21/23 01:20PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Cameron	
[4/21/23 01:20PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Cameron	
[4/21/23 01:21PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Cameron	
[4/21/23 01:21PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Cameron	
[4/21/23 01:29PM] Player picked up item: Mystic boots, id: 23025, amount: 1, owner: Cameron	
[4/21/23 01:29PM] Player picked up item: Mystic boots, id: 23025, amount: 1, owner: Cameron	
[4/21/23 04:51PM] Player picked up item: Tormented Gloves, id: 21040, amount: 1, owner: Tellur	
[4/22/23 06:04AM] Player picked up item: Nite Body, id: 17616, amount: 1, owner: Cameron	
[4/22/23 06:05AM] Player picked up item: Nite Body, id: 17616, amount: 1, owner: Cameron	
