[4/15/23 04:28PM] Player picked up item: Coin, id: 995, amount: 100, owner: X	
[4/15/23 04:57PM] Player picked up item: Coin, id: 995, amount: 300, owner: X	
[4/15/23 04:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 04:57PM] Player picked up item: Coin, id: 995, amount: 300, owner: X	
[4/15/23 04:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 04:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 04:58PM] Player picked up item: Coin, id: 995, amount: 300, owner: X	
[4/15/23 04:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 04:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:01PM] Player picked up item: Coin, id: 995, amount: 1915232, owner: X	
[4/15/23 05:01PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: X	
[4/15/23 05:03PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: X	
[4/15/23 05:03PM] Player picked up item: Coin, id: 995, amount: 600, owner: X	
[4/15/23 05:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 05:03PM] Player picked up item: Coin, id: 995, amount: 300, owner: X	
[4/15/23 05:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 05:04PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: X	
[4/15/23 05:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: X	
[4/15/23 05:04PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: X	
[4/15/23 05:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: X	
[4/15/23 05:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: X	
[4/15/23 05:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 05:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: X	
[4/15/23 05:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: X	
[4/15/23 05:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:04PM] Player picked up item: Coin, id: 995, amount: 600, owner: X	
[4/15/23 05:04PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: X	
[4/15/23 05:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 05:05PM] Player picked up item: Coin, id: 995, amount: 400, owner: X	
[4/15/23 05:05PM] Player picked up item: Coin, id: 995, amount: 400, owner: X	
[4/15/23 05:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 05:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:06PM] Player picked up item: Coin, id: 995, amount: 400, owner: X	
[4/15/23 05:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:06PM] Player picked up item: Coin, id: 995, amount: 400, owner: X	
[4/15/23 05:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 05:07PM] Player picked up item: Coin, id: 995, amount: 400, owner: X	
[4/15/23 05:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 05:07PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: X	
[4/15/23 05:07PM] Player picked up item: Coin, id: 995, amount: 400, owner: X	
[4/15/23 05:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:07PM] Player picked up item: Coin, id: 995, amount: 400, owner: X	
[4/15/23 05:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:07PM] Player picked up item: Coin, id: 995, amount: 400, owner: X	
[4/15/23 05:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 05:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 05:08PM] Player picked up item: Coin, id: 995, amount: 400, owner: X	
[4/15/23 05:08PM] Player picked up item: Coin, id: 995, amount: 400, owner: X	
[4/15/23 05:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:10PM] Player picked up item: Coin, id: 995, amount: 400, owner: X	
[4/15/23 05:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 05:10PM] Player picked up item: Coin, id: 995, amount: 400, owner: X	
[4/15/23 05:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 05:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 05:11PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: X	
[4/15/23 05:11PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: X	
[4/15/23 05:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:12PM] Player picked up item: Coin, id: 995, amount: 400, owner: X	
[4/15/23 05:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 05:12PM] Player picked up item: Coin, id: 995, amount: 400, owner: X	
[4/15/23 05:12PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: X	
[4/15/23 05:12PM] Player picked up item: Coin, id: 995, amount: 400, owner: X	
[4/15/23 05:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 05:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 05:13PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: X	
[4/15/23 05:13PM] Player picked up item: Coin, id: 995, amount: 1200, owner: X	
[4/15/23 05:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 05:14PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: X	
[4/15/23 05:14PM] Player picked up item: Coin, id: 995, amount: 500, owner: X	
[4/15/23 05:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 05:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:14PM] Player picked up item: Coin, id: 995, amount: 2000, owner: X	
[4/15/23 05:14PM] Player picked up item: Coin, id: 995, amount: 500, owner: X	
[4/15/23 05:14PM] Player picked up item: Coin, id: 995, amount: 500, owner: X	
[4/15/23 05:15PM] Player picked up item: Coin, id: 995, amount: 1000, owner: X	
[4/15/23 05:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:15PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: X	
[4/15/23 05:15PM] Player picked up item: Coin, id: 995, amount: 500, owner: X	
[4/15/23 05:15PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: X	
[4/15/23 05:15PM] Player picked up item: Coin, id: 995, amount: 500, owner: X	
[4/15/23 05:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:15PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: X	
[4/15/23 05:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:16PM] Player picked up item: Coin, id: 995, amount: 500, owner: X	
[4/15/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:16PM] Player picked up item: Coin, id: 995, amount: 500, owner: X	
[4/15/23 05:16PM] Player picked up item: Coin, id: 995, amount: 500, owner: X	
[4/15/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 05:16PM] Player picked up item: Coin, id: 995, amount: 500, owner: X	
[4/15/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 05:16PM] Player picked up item: Coin, id: 995, amount: 500, owner: X	
[4/15/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 05:16PM] Player picked up item: Coin, id: 995, amount: 1000, owner: X	
[4/15/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: X	
[4/15/23 05:16PM] Player picked up item: Coin, id: 995, amount: 500, owner: X	
[4/15/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 05:17PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: X	
[4/15/23 05:17PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: X	
[4/15/23 05:17PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: X	
[4/15/23 05:17PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: X	
[4/15/23 05:17PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: X	
[4/15/23 05:18PM] Player picked up item: Coin, id: 995, amount: 500, owner: X	
[4/15/23 05:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 05:18PM] Player picked up item: Coin, id: 995, amount: 1000, owner: X	
[4/15/23 05:18PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: X	
[4/15/23 05:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 05:18PM] Player picked up item: Coin, id: 995, amount: 1000, owner: X	
[4/15/23 05:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 05:18PM] Player picked up item: Coin, id: 995, amount: 500, owner: X	
[4/15/23 05:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:19PM] Player picked up item: Coin, id: 995, amount: 500, owner: X	
[4/15/23 05:19PM] Player picked up item: Coin, id: 995, amount: 500, owner: X	
[4/15/23 05:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:27PM] Player picked up item: Coin, id: 995, amount: 600, owner: X	
[4/15/23 05:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:27PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: X	
[4/15/23 05:27PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 05:29PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: X	
[4/15/23 05:31PM] Player picked up item: Coin, id: 995, amount: 3000, owner: X	
[4/15/23 05:31PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: X	
[4/15/23 05:31PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: X	
[4/15/23 05:32PM] Player picked up item: Coin, id: 995, amount: 600, owner: X	
[4/15/23 05:32PM] Player picked up item: Coin, id: 995, amount: 600, owner: X	
[4/15/23 05:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:32PM] Player picked up item: Coin, id: 995, amount: 4200, owner: X	
[4/15/23 05:34PM] Player picked up item: Coin, id: 995, amount: 1400, owner: X	
[4/15/23 05:34PM] Player picked up item: Coin, id: 995, amount: 1400, owner: X	
[4/15/23 05:36PM] Player picked up item: Coin, id: 995, amount: 1400, owner: X	
[4/15/23 05:36PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: X	
[4/15/23 05:36PM] Player picked up item: Coin, id: 995, amount: 2800, owner: X	
[4/15/23 05:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:36PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: X	
[4/15/23 05:36PM] Player picked up item: Coin, id: 995, amount: 2100, owner: X	
[4/15/23 05:36PM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: X	
[4/15/23 05:36PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 05:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:37PM] Player picked up item: Coin, id: 995, amount: 700, owner: X	
[4/15/23 05:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:37PM] Player picked up item: Coin, id: 995, amount: 700, owner: X	
[4/15/23 05:37PM] Player picked up item: Coin, id: 995, amount: 700, owner: X	
[4/15/23 05:37PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: X	
[4/15/23 05:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 05:39PM] Player picked up item: Coin, id: 995, amount: 700, owner: X	
[4/15/23 05:40PM] Player picked up item: Coin, id: 995, amount: 1400, owner: X	
[4/15/23 05:40PM] Player picked up item: Coin, id: 995, amount: 700, owner: X	
[4/15/23 05:40PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: X	
[4/15/23 05:41PM] Player picked up item: Coin, id: 995, amount: 800, owner: X	
[4/15/23 05:42PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: X	
[4/15/23 05:42PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: X	
[4/15/23 05:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 05:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 05:42PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: X	
[4/15/23 05:42PM] Player picked up item: Coin, id: 995, amount: 800, owner: X	
[4/15/23 05:43PM] Player picked up item: Coin, id: 995, amount: 800, owner: X	
[4/15/23 05:43PM] Player picked up item: Coin, id: 995, amount: 2400, owner: X	
[4/15/23 05:43PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: X	
[4/15/23 05:43PM] Player picked up item: Coin, id: 995, amount: 800, owner: X	
[4/15/23 05:43PM] Player picked up item: Coin, id: 995, amount: 1600, owner: X	
[4/15/23 05:43PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: X	
[4/15/23 05:43PM] Player picked up item: Coin, id: 995, amount: 2400, owner: X	
[4/15/23 05:43PM] Player picked up item: Coin, id: 995, amount: 1600, owner: X	
[4/15/23 05:43PM] Player picked up item: Coin, id: 995, amount: 800, owner: X	
[4/15/23 05:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 05:44PM] Player picked up item: Coin, id: 995, amount: 2400, owner: X	
[4/15/23 05:44PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: X	
[4/15/23 05:44PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: X	
[4/15/23 05:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 05:44PM] Player picked up item: Coin, id: 995, amount: 1600, owner: X	
[4/15/23 05:44PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: X	
[4/15/23 05:44PM] Player picked up item: Coin, id: 995, amount: 800, owner: X	
[4/15/23 05:44PM] Player picked up item: Coin, id: 995, amount: 800, owner: X	
[4/15/23 05:45PM] Player picked up item: Coin, id: 995, amount: 800, owner: X	
[4/15/23 05:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 05:45PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: X	
[4/15/23 05:45PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: X	
[4/15/23 05:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 05:45PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: X	
[4/15/23 05:45PM] Player picked up item: Coin, id: 995, amount: 1600, owner: X	
[4/15/23 05:45PM] Player picked up item: Coin, id: 995, amount: 800, owner: X	
[4/15/23 05:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:45PM] Player picked up item: Coin, id: 995, amount: 1600, owner: X	
[4/15/23 05:45PM] Player picked up item: Coin, id: 995, amount: 2400, owner: X	
[4/15/23 05:46PM] Player picked up item: Coin, id: 995, amount: 800, owner: X	
[4/15/23 05:46PM] Player picked up item: Coin, id: 995, amount: 800, owner: X	
[4/15/23 05:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:47PM] Player picked up item: Coin, id: 995, amount: 800, owner: X	
[4/15/23 05:47PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: X	
[4/15/23 05:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 05:47PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: X	
[4/15/23 05:49PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: X	
[4/15/23 05:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:49PM] Player picked up item: Coin, id: 995, amount: 900, owner: X	
[4/15/23 05:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 05:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:49PM] Player picked up item: Coin, id: 995, amount: 1800, owner: X	
[4/15/23 05:50PM] Player picked up item: Coin, id: 995, amount: 2700, owner: X	
[4/15/23 05:50PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: X	
[4/15/23 05:50PM] Player picked up item: Coin, id: 995, amount: 1800, owner: X	
[4/15/23 05:50PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: X	
[4/15/23 05:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 05:50PM] Player picked up item: Coin, id: 995, amount: 900, owner: X	
[4/15/23 05:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 05:50PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: X	
[4/15/23 05:50PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: X	
[4/15/23 05:52PM] Player picked up item: Coin, id: 995, amount: 900, owner: X	
[4/15/23 05:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 06:00PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: X	
[4/15/23 06:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 06:12PM] Player picked up item: Coin, id: 995, amount: 1800, owner: X	
[4/15/23 06:12PM] Player picked up item: Coin, id: 995, amount: 3600, owner: X	
[4/15/23 06:13PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 06:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 06:13PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: X	
[4/15/23 06:13PM] Player picked up item: Coin, id: 995, amount: 2700, owner: X	
[4/15/23 06:13PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: X	
[4/15/23 06:13PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: X	
[4/15/23 06:14PM] Player picked up item: Coin, id: 995, amount: 900, owner: X	
[4/15/23 06:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 06:15PM] Player picked up item: Coin, id: 995, amount: 900, owner: X	
[4/15/23 06:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 06:15PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: X	
[4/15/23 06:15PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: X	
[4/15/23 06:15PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 06:18PM] Player picked up item: Coin, id: 995, amount: 1500, owner: X	
[4/15/23 06:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 06:18PM] Player picked up item: Coin, id: 995, amount: 3000, owner: X	
[4/15/23 06:20PM] Player picked up item: Coin, id: 995, amount: 3000, owner: X	
[4/15/23 06:20PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: X	
[4/15/23 06:21PM] Player picked up item: Mystic book, id: 23027, amount: 1, owner: X	
[4/15/23 06:21PM] Player picked up item: Coin, id: 995, amount: 3000, owner: X	
[4/15/23 06:22PM] Player picked up item: Coin, id: 995, amount: 1500, owner: X	
