[4/18/23 12:04PM] Player picked up item: Coin, id: 995, amount: 100, owner: Era	
[4/18/23 02:22PM] Player picked up item: Patience body, id: 23035, amount: 1, owner: Era	
[4/18/23 02:23PM] Player picked up item: Patience boots, id: 23038, amount: 1, owner: Era	
[4/18/23 02:23PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Era	
[4/18/23 02:24PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Era	
[4/18/23 02:28PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Era	
[4/18/23 02:28PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Era	
[4/18/23 02:29PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Era	
[4/18/23 02:29PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Era	
[4/18/23 02:29PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Era	
[4/18/23 02:29PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Era	
[4/18/23 02:33PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Era	
[4/18/23 02:34PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Era	
[4/18/23 02:34PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Era	
[4/18/23 02:38PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Era	
[4/18/23 02:41PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Era	
[4/18/23 02:47PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Era	
[4/18/23 02:47PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Era	
[4/18/23 02:47PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Era	
[4/18/23 02:50PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Era	
[4/18/23 02:50PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Era	
[4/18/23 02:51PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Era	
[4/18/23 02:51PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Era	
[4/18/23 02:52PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Era	
[4/18/23 02:55PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Era	
[4/18/23 02:55PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Era	
[4/18/23 02:59PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Era	
[4/18/23 03:00PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Era	
