[4/21/23 09:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Noluck	
[4/21/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Noluck	
[4/21/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Noluck	
[4/21/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Noluck	
[4/21/23 10:04AM] Player picked up item: Coin, id: 995, amount: 400, owner: Noluck	
[4/21/23 10:05AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Noluck	
[4/21/23 10:05AM] Player picked up item: Coin, id: 995, amount: 400, owner: Noluck	
[4/21/23 10:05AM] Player picked up item: Coin, id: 995, amount: 400, owner: Noluck	
[4/21/23 10:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Noluck	
[4/21/23 10:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Noluck	
[4/21/23 10:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Noluck	
[4/21/23 10:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Noluck	
[4/21/23 10:25AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Noluck	
[4/21/23 10:29AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Noluck	
[4/21/23 10:29AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Noluck	
[4/21/23 10:30AM] Player picked up item: Coin, id: 995, amount: 800, owner: Noluck	
[4/21/23 10:33AM] Player picked up item: Coin, id: 995, amount: 1927747, owner: Noluck	
[4/21/23 10:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Noluck	
[4/21/23 10:39AM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Noluck	
[4/21/23 10:42AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Noluck	
[4/21/23 10:42AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Noluck	
[4/21/23 10:43AM] Player picked up item: Coin, id: 995, amount: 900, owner: Noluck	
[4/21/23 10:53AM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Noluck	
[4/21/23 10:53AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Noluck	
[4/21/23 11:04AM] Player picked up item: Coin, id: 995, amount: 2252851, owner: Noluck	
[4/21/23 11:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Noluck	
[4/21/23 11:18AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Noluck	
[4/21/23 11:18AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Noluck	
[4/21/23 11:32AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Noluck	
[4/21/23 11:32AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Noluck	
[4/21/23 11:33AM] Player picked up item: Coin, id: 995, amount: 1966770, owner: Noluck	
[4/21/23 11:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Noluck	
[4/21/23 11:35AM] Player picked up item: Coin, id: 995, amount: 3382497, owner: Noluck	
[4/21/23 11:35AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Noluck	
[4/21/23 11:36AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Noluck	
[4/21/23 11:36AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Noluck	
[4/21/23 11:49AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Noluck	
[4/21/23 11:49AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Noluck	
[4/21/23 12:04PM] Player picked up item: Coin, id: 995, amount: 1183922, owner: Noluck	
[4/21/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Noluck	
[4/21/23 12:09PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Noluck	
[4/21/23 12:09PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Noluck	
[4/21/23 12:11PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Noluck	
[4/21/23 12:14PM] Player picked up item: Slayer casket, id: 2734, amount: 3, owner: Noluck	
[4/21/23 12:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Noluck	
[4/21/23 12:14PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Noluck	
[4/21/23 12:18PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Noluck	
[4/21/23 12:30PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Noluck	
[4/21/23 12:30PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Noluck	
[4/21/23 12:34PM] Player picked up item: Coin, id: 995, amount: 1698398, owner: Noluck	
[4/21/23 12:34PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Noluck	
[4/21/23 12:35PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Noluck	
[4/21/23 12:36PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Noluck	
[4/21/23 12:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Noluck	
[4/21/23 12:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Noluck	
[4/22/23 08:20PM] Player picked up item: PvM Casket, id: 2736, amount: 5, owner: Noluck	
[4/22/23 08:21PM] Player picked up item: Antique lamp, id: 11137, amount: 3, owner: Noluck	
[4/22/23 08:21PM] Player picked up item: Imperial Box, id: 14487, amount: 2, owner: Noluck	
[4/22/23 08:21PM] Player picked up item: DR Potion (Godly), id: 3086, amount: 1, owner: Noluck	
[4/22/23 08:21PM] Player picked up item: Progressive Box [T1], id: 10025, amount: 1, owner: Noluck	
[4/22/23 08:21PM] Player picked up item: EXP Potion (Divine), id: 1033, amount: 1, owner: Noluck	
[4/22/23 08:21PM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: Noluck	
[4/22/23 08:21PM] Player picked up item: Super restore (4), id: 3024, amount: 1, owner: Noluck	
[4/24/23 02:20AM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: Noluck	
[4/24/23 02:43AM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: Noluck	
[4/24/23 09:07PM] Player picked up item: Mystic boots, id: 23025, amount: 1, owner: Noluck	
[4/24/23 10:31PM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: Noluck	
[4/25/23 12:00AM] Player picked up item: Mystic gloves, id: 23024, amount: 1, owner: Noluck	
