[4/15/23 06:11AM] Player picked up item: Coin, id: 995, amount: 200, owner: Djnj	
[4/15/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Djnj	
[4/15/23 06:40AM] Player picked up item: Coin, id: 995, amount: 500, owner: Djnj	
[4/15/23 06:40AM] Player picked up item: Coin, id: 995, amount: 500, owner: Djnj	
[4/15/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Djnj	
[4/15/23 06:40AM] Player picked up item: Coin, id: 995, amount: 500, owner: Djnj	
[4/15/23 06:42AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Djnj	
[4/15/23 06:42AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Djnj	
[4/15/23 06:42AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Djnj	
[4/15/23 06:42AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Djnj	
[4/15/23 06:42AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Djnj	
[4/15/23 06:42AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Djnj	
[4/15/23 06:42AM] Player picked up item: Coin, id: 995, amount: 500, owner: Djnj	
[4/15/23 06:43AM] Player picked up item: Coin, id: 995, amount: 500, owner: Djnj	
[4/15/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Djnj	
[4/15/23 06:43AM] Player picked up item: Coin, id: 995, amount: 500, owner: Djnj	
[4/15/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:43AM] Player picked up item: Coin, id: 995, amount: 500, owner: Djnj	
[4/15/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:43AM] Player picked up item: Coin, id: 995, amount: 500, owner: Djnj	
[4/15/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:44AM] Player picked up item: Coin, id: 995, amount: 500, owner: Djnj	
[4/15/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:45AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Djnj	
[4/15/23 06:45AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Djnj	
[4/15/23 06:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 06:45AM] Player picked up item: Coin, id: 995, amount: 500, owner: Djnj	
[4/15/23 06:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Djnj	
[4/15/23 06:47AM] Player picked up item: Coin, id: 995, amount: 500, owner: Djnj	
[4/15/23 06:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Djnj	
[4/15/23 06:47AM] Player picked up item: Coin, id: 995, amount: 500, owner: Djnj	
[4/15/23 06:47AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Djnj	
[4/15/23 06:47AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Djnj	
[4/15/23 06:47AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Djnj	
[4/15/23 06:47AM] Player picked up item: Coin, id: 995, amount: 500, owner: Djnj	
[4/15/23 06:47AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Djnj	
[4/15/23 07:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 07:04AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Djnj	
[4/15/23 07:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 07:04AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Djnj	
[4/15/23 07:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 07:13AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Djnj	
[4/15/23 07:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 09:50AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Djnj	
[4/15/23 09:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 09:50AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Djnj	
[4/15/23 09:51AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Djnj	
[4/15/23 09:52AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Djnj	
[4/15/23 09:53AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Djnj	
[4/15/23 09:53AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Djnj	
[4/15/23 09:56AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Djnj	
[4/15/23 09:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 09:57AM] Player picked up item: Coin, id: 995, amount: 600, owner: Djnj	
[4/15/23 09:57AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Djnj	
[4/15/23 09:58AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Djnj	
[4/15/23 09:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Djnj	
[4/15/23 10:02AM] Player picked up item: Coin, id: 995, amount: 600, owner: Djnj	
[4/15/23 10:03AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Djnj	
[4/15/23 10:04AM] Player picked up item: Coin, id: 995, amount: 600, owner: Djnj	
[4/15/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Djnj	
[4/15/23 10:04AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Djnj	
[4/15/23 10:04AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Djnj	
[4/15/23 10:05AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Djnj	
[4/15/23 10:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Djnj	
[4/15/23 10:09AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Djnj	
[4/15/23 10:09AM] Player picked up item: Lava bones, id: 2023, amount: 13, owner: Djnj	
[4/15/23 10:09AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Djnj	
[4/15/23 10:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Djnj	
[4/15/23 10:23PM] Player picked up item: Coin, id: 995, amount: 700, owner: Djnj	
[4/15/23 10:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Djnj	
[4/15/23 10:24PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Djnj	
[4/15/23 10:25PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Djnj	
[4/15/23 10:25PM] Player picked up item: Coin, id: 995, amount: 700, owner: Djnj	
[4/15/23 10:26PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Djnj	
[4/15/23 10:29PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Djnj	
[4/15/23 10:29PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Djnj	
[4/15/23 10:30PM] Player picked up item: Coin, id: 995, amount: 1212630, owner: Djnj	
[4/15/23 10:30PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Djnj	
[4/15/23 10:31PM] Player picked up item: Coin, id: 995, amount: 2238850, owner: Djnj	
[4/15/23 10:31PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Djnj	
[4/15/23 10:32PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Djnj	
[4/15/23 10:32PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Djnj	
[4/15/23 10:34PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Djnj	
[4/15/23 10:35PM] Player picked up item: Coin, id: 995, amount: 700, owner: Djnj	
[4/15/23 10:42PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Djnj	
[4/15/23 10:42PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Djnj	
[4/15/23 10:43PM] Player picked up item: Coin, id: 995, amount: 700, owner: Djnj	
[4/15/23 10:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Djnj	
[4/15/23 10:43PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Djnj	
[4/15/23 10:43PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Djnj	
[4/15/23 10:56PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Djnj	
[4/15/23 10:56PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Djnj	
[4/16/23 06:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Pimpin	
[4/16/23 06:35AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Pimpin	
[4/19/23 06:27AM] Player picked up item: Nagi Ring, id: 21069, amount: 1, owner: Djnj	
[4/19/23 08:05PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Ao	
[4/19/23 08:21PM] Player picked up item: Malvek Helm, id: 19160, amount: 1, owner: Entropy	
[4/19/23 08:21PM] Player picked up item: Demonlord Legs, id: 14186, amount: 1, owner: Entropy	
[4/21/23 04:58AM] Player picked up item: Solar Hood, id: 15645, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Hood, id: 15645, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Hood, id: 15645, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Hood, id: 15645, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Hood, id: 15645, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Hood, id: 15645, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Robe Top, id: 15646, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Robe Top, id: 15646, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Like My Peep	
[4/21/23 04:59AM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Like My Peep	
[4/21/23 04:59AM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Like My Peep	
[4/21/23 04:59AM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Like My Peep	
[4/21/23 04:59AM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Like My Peep	
[4/21/23 04:59AM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Like My Peep	
