[4/17/23 03:03PM] Player picked up item: Coin, id: 995, amount: 1447325, owner: One Piece	
[4/18/23 09:09PM] Player picked up item: Coin, id: 995, amount: 200, owner: One Piece	
[4/18/23 09:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One Piece	
[4/18/23 09:09PM] Player picked up item: Coin, id: 995, amount: 200, owner: One Piece	
[4/18/23 09:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One Piece	
[4/18/23 09:09PM] Player picked up item: Coin, id: 995, amount: 200, owner: One Piece	
[4/18/23 09:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One Piece	
[4/18/23 09:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One Piece	
[4/18/23 09:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: One Piece	
[4/18/23 09:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: One Piece	
[4/18/23 09:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One Piece	
[4/18/23 09:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: One Piece	
[4/18/23 09:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One Piece	
[4/18/23 09:10PM] Player picked up item: Coin, id: 995, amount: 200, owner: One Piece	
[4/18/23 09:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One Piece	
[4/18/23 09:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: One Piece	
[4/18/23 09:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One Piece	
[4/18/23 09:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: One Piece	
[4/18/23 09:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One Piece	
[4/18/23 09:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: One Piece	
[4/18/23 09:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One Piece	
[4/18/23 09:14PM] Player picked up item: Coin, id: 995, amount: 1134864, owner: One Piece	
[4/18/23 09:14PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: One Piece	
[4/18/23 09:17PM] Player picked up item: Coin, id: 995, amount: 200, owner: One Piece	
[4/18/23 09:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One Piece	
[4/18/23 09:17PM] Player picked up item: Coin, id: 995, amount: 200, owner: One Piece	
[4/18/23 09:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One Piece	
[4/18/23 09:17PM] Player picked up item: Coin, id: 995, amount: 200, owner: One Piece	
[4/18/23 09:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One Piece	
[4/18/23 09:18PM] Player picked up item: Coin, id: 995, amount: 300, owner: One Piece	
[4/18/23 09:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One Piece	
[4/18/23 09:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One Piece	
[4/18/23 09:18PM] Player picked up item: Coin, id: 995, amount: 300, owner: One Piece	
[4/18/23 09:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One Piece	
[4/18/23 09:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One Piece	
[4/18/23 09:18PM] Player picked up item: Coin, id: 995, amount: 300, owner: One Piece	
[4/18/23 09:18PM] Player picked up item: Coin, id: 995, amount: 300, owner: One Piece	
[4/18/23 09:24PM] Player picked up item: Coin, id: 995, amount: 2000, owner: One Piece	
[4/18/23 09:24PM] Player picked up item: Coin, id: 995, amount: 500, owner: One Piece	
[4/18/23 09:43PM] Player picked up item: Coin, id: 995, amount: 1188888, owner: One Piece	
[4/18/23 09:43PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: One Piece	
[4/18/23 09:44PM] Player picked up item: Coin, id: 995, amount: 900, owner: One Piece	
[4/18/23 09:48PM] Player picked up item: Coin, id: 995, amount: 3000, owner: One Piece	
[4/18/23 09:53PM] Player picked up item: Coin, id: 995, amount: 3000, owner: One Piece	
[4/18/23 09:54PM] Player picked up item: Coin, id: 995, amount: 1000, owner: One Piece	
[4/18/23 09:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One Piece	
[4/18/23 09:57PM] Player picked up item: Coin, id: 995, amount: 1500, owner: One Piece	
[4/18/23 09:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: One Piece	
[4/18/23 10:09PM] Player picked up item: Coin, id: 995, amount: 2000, owner: One Piece	
[4/18/23 10:14PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: One Piece	
[4/18/23 10:21PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: One Piece	
[4/18/23 10:21PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: One Piece	
[4/20/23 09:20AM] Player picked up item: Coin, id: 995, amount: 1090496, owner: One Piece	
[4/20/23 09:20AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: One Piece	
[4/20/23 09:21AM] Player picked up item: Coin, id: 995, amount: 2130203, owner: One Piece	
[4/20/23 09:21AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: One Piece	
[4/20/23 09:23AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: One Piece	
[4/20/23 09:23AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: One Piece	
[4/20/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: One Piece	
[4/20/23 09:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: One Piece	
[4/20/23 09:25AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: One Piece	
[4/20/23 09:25AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: One Piece	
[4/20/23 09:27AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: One Piece	
[4/20/23 09:27AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: One Piece	
[4/20/23 09:51AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: One Piece	
[4/20/23 09:55AM] Player picked up item: Coin, id: 995, amount: 4000, owner: One Piece	
[4/20/23 09:55AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: One Piece	
[4/20/23 06:16PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: One Piece	
[4/20/23 06:20PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: One Piece	
[4/20/23 06:21PM] Player picked up item: Coin, id: 995, amount: 3652707, owner: One Piece	
[4/20/23 06:21PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: One Piece	
[4/20/23 06:22PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: One Piece	
[4/20/23 06:22PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: One Piece	
