[4/21/23 06:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Princespeach	
[4/21/23 08:06AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:06AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Princespeach	
[4/21/23 08:06AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Princespeach	
[4/21/23 08:07AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:07AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:07AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:07AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:07AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:08AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:08AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:08AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:08AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:08AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Princespeach	
[4/21/23 08:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Princespeach	
[4/21/23 08:09AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:09AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:09AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:10AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:10AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:10AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:10AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:10AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:10AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:10AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Princespeach	
[4/21/23 08:11AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:11AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Princespeach	
[4/21/23 08:11AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:12AM] Player picked up item: Coin, id: 995, amount: 26000, owner: Princespeach	
[4/21/23 08:12AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:12AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Princespeach	
[4/21/23 08:12AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:12AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:12AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:12AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:12AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Princespeach	
[4/21/23 08:13AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:13AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:13AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:13AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:13AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:13AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:14AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Princespeach	
[4/21/23 08:16AM] Player picked up item: Coin, id: 995, amount: 23000, owner: Princespeach	
[4/21/23 08:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Princespeach	
[4/21/23 08:16AM] Player picked up item: Coin, id: 995, amount: 23000, owner: Princespeach	
[4/21/23 08:17AM] Player picked up item: Coin, id: 995, amount: 23000, owner: Princespeach	
[4/21/23 08:17AM] Player picked up item: Coin, id: 995, amount: 23000, owner: Princespeach	
[4/21/23 08:18AM] Player picked up item: Coin, id: 995, amount: 23000, owner: Princespeach	
[4/21/23 08:19AM] Player picked up item: Coin, id: 995, amount: 23000, owner: Princespeach	
[4/21/23 08:21AM] Player picked up item: Coin, id: 995, amount: 23000, owner: Princespeach	
[4/21/23 08:21AM] Player picked up item: Coin, id: 995, amount: 23000, owner: Princespeach	
[4/21/23 08:21AM] Player picked up item: Coin, id: 995, amount: 23000, owner: Princespeach	
[4/21/23 08:21AM] Player picked up item: Coin, id: 995, amount: 23000, owner: Princespeach	
[4/21/23 08:22AM] Player picked up item: Coin, id: 995, amount: 23000, owner: Princespeach	
[4/21/23 08:22AM] Player picked up item: Coin, id: 995, amount: 23000, owner: Princespeach	
[4/21/23 08:22AM] Player picked up item: Coin, id: 995, amount: 23000, owner: Princespeach	
[4/21/23 08:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Princespeach	
[4/21/23 08:23AM] Player picked up item: Coin, id: 995, amount: 23000, owner: Princespeach	
[4/21/23 08:23AM] Player picked up item: Coin, id: 995, amount: 23000, owner: Princespeach	
[4/21/23 08:23AM] Player picked up item: Coin, id: 995, amount: 23000, owner: Princespeach	
[4/21/23 08:24AM] Player picked up item: Coin, id: 995, amount: 23000, owner: Princespeach	
[4/21/23 08:24AM] Player picked up item: Coin, id: 995, amount: 23000, owner: Princespeach	
[4/21/23 08:24AM] Player picked up item: Coin, id: 995, amount: 23000, owner: Princespeach	
[4/21/23 08:27AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Princespeach	
[4/21/23 08:28AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Princespeach	
[4/21/23 08:28AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Princespeach	
[4/21/23 08:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Princespeach	
[4/21/23 08:28AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Princespeach	
[4/21/23 08:29AM] Player picked up item: Coin, id: 995, amount: 1165212, owner: Princespeach	
[4/21/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 75, owner: Princespeach	
[4/21/23 08:31AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Princespeach	
[4/21/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Princespeach	
[4/21/23 08:32AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Princespeach	
[4/21/23 08:33AM] Player picked up item: Coin, id: 995, amount: 1070747, owner: Princespeach	
[4/21/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Princespeach	
[4/21/23 08:33AM] Player picked up item: $10 Bond, id: 23057, amount: 2, owner: Princespeach	
[4/21/23 08:34AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Princespeach	
[4/21/23 08:34AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Princespeach	
[4/21/23 08:35AM] Player picked up item: Coin, id: 995, amount: 3658646, owner: Princespeach	
[4/21/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Princespeach	
[4/21/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Princespeach	
[4/21/23 08:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Princespeach	
[4/21/23 08:38AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Princespeach	
[4/21/23 08:38AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Princespeach	
[4/21/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Princespeach	
[4/21/23 08:40AM] Player picked up item: Coin, id: 995, amount: 1722013, owner: Princespeach	
[4/21/23 08:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Princespeach	
[4/21/23 08:41AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Princespeach	
[4/21/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Princespeach	
[4/21/23 08:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Princespeach	
[4/21/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Princespeach	
[4/21/23 08:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Princespeach	
[4/21/23 01:14PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Brazil	
[4/22/23 07:52AM] Player picked up item: Infinite overload potion (T3), id: 23126, amount: 1, owner: Princespeach	
[4/22/23 12:22PM] Player picked up item: Gorvek Pet, id: 23081, amount: 1, owner: Oblivion	
[4/23/23 01:45AM] Player picked up item: Groudon Staff, id: 13640, amount: 1, owner: Princespeach	
[4/23/23 01:45AM] Player picked up item: Groudon Staff, id: 13640, amount: 1, owner: Princespeach	
