[4/16/23 03:45PM] Player picked up item: Coin, id: 995, amount: 100, owner: Liam	
[4/16/23 04:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Liam	
[4/16/23 04:54PM] Player picked up item: Coin, id: 995, amount: 2072148, owner: Liam	
[4/16/23 04:54PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Liam	
[4/16/23 04:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Liam	
[4/16/23 04:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Liam	
[4/16/23 04:59PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Liam	
[4/16/23 04:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Liam	
[4/16/23 04:59PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Liam	
[4/16/23 04:59PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Liam	
[4/16/23 04:59PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Liam	
[4/16/23 05:02PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Liam	
[4/16/23 05:02PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Liam	
[4/16/23 05:02PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Liam	
[4/16/23 05:02PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Liam	
[4/16/23 05:02PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Liam	
[4/16/23 05:02PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Liam	
[4/16/23 05:03PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Liam	
[4/16/23 05:03PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Liam	
[4/16/23 05:06PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Liam	
[4/16/23 05:06PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Liam	
