[4/22/23 10:57PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ganon	
[4/22/23 11:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ganon	
[4/22/23 11:02PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Ganon	
[4/22/23 11:02PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ganon	
[4/22/23 11:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ganon	
[4/22/23 11:04PM] Player picked up item: Coin, id: 995, amount: 1910489, owner: Ganon	
[4/22/23 11:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ganon	
[4/22/23 11:05PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ganon	
[4/22/23 11:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ganon	
[4/22/23 11:06PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ganon	
[4/22/23 11:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ganon	
[4/22/23 11:06PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ganon	
[4/22/23 11:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ganon	
[4/22/23 11:06PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ganon	
[4/22/23 11:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ganon	
[4/22/23 11:06PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ganon	
[4/22/23 11:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ganon	
[4/22/23 11:06PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ganon	
[4/22/23 11:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ganon	
[4/22/23 11:06PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ganon	
[4/22/23 11:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ganon	
[4/22/23 11:07PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ganon	
[4/22/23 11:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ganon	
[4/22/23 11:07PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ganon	
[4/22/23 11:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ganon	
[4/22/23 11:08PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Ganon	
[4/22/23 11:08PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Ganon	
[4/22/23 11:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Ganon	
[4/22/23 11:10PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Ganon	
[4/22/23 11:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ganon	
[4/22/23 11:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ganon	
[4/22/23 11:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ganon	
[4/22/23 11:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ganon	
[4/22/23 11:12PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ganon	
[4/22/23 11:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ganon	
[4/25/23 09:10PM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: Ganon	
