[4/23/23 10:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Redx12	
[4/23/23 10:24AM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Redx12	
[4/23/23 10:24AM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Redx12	
[4/23/23 10:24AM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Redx12	
[4/23/23 10:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Redx12	
[4/23/23 10:25AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Redx12	
[4/23/23 10:25AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Redx12	
[4/23/23 10:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Redx12	
[4/23/23 10:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Redx12	
[4/23/23 10:26AM] Player picked up item: Coin, id: 995, amount: 400, owner: Iron Redx12	
[4/23/23 10:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Redx12	
[4/23/23 10:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Redx12	
[4/23/23 10:26AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Redx12	
[4/23/23 10:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Redx12	
[4/23/23 10:26AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Redx12	
[4/23/23 10:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Redx12	
[4/23/23 10:40AM] Player picked up item: Coin, id: 995, amount: 700, owner: Iron Redx12	
[4/23/23 10:41AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Iron Redx12	
[4/23/23 10:41AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Iron Redx12	
[4/23/23 10:41AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Iron Redx12	
[4/23/23 10:42AM] Player picked up item: Coin, id: 995, amount: 700, owner: Iron Redx12	
[4/23/23 10:42AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Iron Redx12	
[4/23/23 10:42AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Iron Redx12	
[4/23/23 10:42AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Iron Redx12	
[4/23/23 10:47AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Iron Redx12	
[4/23/23 10:48AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Iron Redx12	
[4/23/23 10:48AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Iron Redx12	
[4/23/23 10:50AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Iron Redx12	
[4/23/23 10:55AM] Player picked up item: Coin, id: 995, amount: 2362794, owner: Iron Redx12	
[4/23/23 10:55AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Redx12	
[4/23/23 10:55AM] Player picked up item: Coin, id: 995, amount: 3523744, owner: Iron Redx12	
[4/23/23 10:55AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Iron Redx12	
[4/26/23 04:01AM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: Iron Redx12	
