[4/15/23 04:08AM] Player picked up item: Coin, id: 995, amount: 100, owner: Suh	
[4/15/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Suh	
[4/15/23 06:12AM] Player picked up item: Coin, id: 995, amount: 400, owner: Suh	
[4/15/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Suh	
[4/15/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Suh	
[4/15/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Suh	
[4/15/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 06:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Suh	
[4/15/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Suh	
[4/15/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Suh	
[4/15/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Suh	
[4/15/23 06:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 06:14AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Suh	
[4/15/23 06:14AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Suh	
[4/15/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Suh	
[4/15/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Suh	
[4/15/23 06:16AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Suh	
[4/15/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Suh	
[4/15/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Suh	
[4/15/23 06:16AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Suh	
[4/15/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Suh	
[4/15/23 06:16AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Suh	
[4/15/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Suh	
[4/15/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Suh	
[4/15/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Suh	
[4/15/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 06:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Suh	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Suh	
[4/15/23 06:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Suh	
[4/15/23 06:33AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Suh	
[4/15/23 06:34AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Suh	
[4/15/23 06:35AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Suh	
[4/15/23 06:35AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Suh	
[4/15/23 06:37AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Suh	
[4/15/23 06:38AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Suh	
[4/15/23 06:38AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Suh	
[4/15/23 06:39AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Suh	
[4/15/23 06:39AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Suh	
[4/15/23 06:44AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Suh	
[4/15/23 06:46AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Suh	
[4/15/23 06:46AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Suh	
[4/15/23 06:46AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Suh	
[4/15/23 06:56AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Suh	
[4/15/23 06:57AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Suh	
[4/15/23 07:13AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Suh	
[4/15/23 07:13AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Suh	
[4/15/23 07:22AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Suh	
[4/15/23 07:29AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Suh	
[4/15/23 07:39AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Suh	
[4/15/23 07:39AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Suh	
[4/15/23 07:48AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Suh	
[4/15/23 07:48AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Suh	
[4/15/23 07:55AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Suh	
[4/16/23 03:57PM] Player picked up item: Demonlord Helm, id: 14184, amount: 1, owner: Suh	
[4/16/23 07:14PM] Player picked up item: Rogue Legs, id: 22125, amount: 1, owner: Suh	
[4/17/23 01:32PM] Player picked up item: Blood Gloves, id: 16194, amount: 1, owner: Suh	
[4/17/23 02:29PM] Player picked up item: Emerald Coif, id: 11001, amount: 1, owner: Suh	
[4/17/23 05:19PM] Player picked up item: Emerald Coif, id: 11001, amount: 1, owner: Suh	
[4/22/23 12:37AM] Player picked up item: Miner gauntlets (adamant), id: 20590, amount: 1, owner: Suh	
[4/22/23 12:37AM] Player picked up item: Miner gauntlets (adamant), id: 20590, amount: 1, owner: Suh	
[4/22/23 01:06AM] Player picked up item: Miner gauntlets (adamant), id: 20590, amount: 1, owner: Suh	
[4/22/23 01:06AM] Player picked up item: Miner gauntlets (adamant), id: 20590, amount: 1, owner: Suh	
[4/22/23 01:43PM] Player picked up item: Gladiator Glaive, id: 20552, amount: 1, owner: Suh	
[4/23/23 06:25PM] Player picked up item: Infinite overload potion (T3), id: 23126, amount: 1, owner: Suh	
[4/23/23 06:25PM] Player picked up item: Infinite overload potion (T3), id: 23126, amount: 1, owner: Suh	
[4/23/23 06:25PM] Player picked up item: Infinite healing potion (T3), id: 23120, amount: 1, owner: Suh	
[4/23/23 06:25PM] Player picked up item: Infinite healing potion (T3), id: 23120, amount: 1, owner: Suh	
[4/23/23 06:25PM] Player picked up item: Infinite healing potion (T3), id: 23120, amount: 1, owner: Suh	
[4/23/23 06:25PM] Player picked up item: Infinite healing potion (T3), id: 23120, amount: 1, owner: Suh	
[4/23/23 06:25PM] Player picked up item: Infinite healing potion (T3), id: 23120, amount: 1, owner: Suh	
[4/23/23 06:25PM] Player picked up item: Infinite healing potion (T3), id: 23120, amount: 1, owner: Suh	
[4/23/23 06:25PM] Player picked up item: Infinite healing potion (T3), id: 23120, amount: 1, owner: Suh	
[4/23/23 06:40PM] Player picked up item: Blood Gloves, id: 16194, amount: 1, owner: Suh	
