[4/18/23 10:36AM] Player picked up item: Coin, id: 995, amount: 100, owner: Spacemonkey	
[4/18/23 10:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Spacemonkey	
[4/18/23 10:41AM] Player picked up item: Coin, id: 995, amount: 2175467, owner: Spacemonkey	
[4/18/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Spacemonkey	
[4/18/23 10:46AM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: Spacemonkey	
[4/18/23 10:50AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Spacemonkey	
[4/18/23 10:58AM] Player picked up item: Lava bones, id: 2023, amount: 94, owner: Spacemonkey	
[4/18/23 11:12AM] Player picked up item: Coin, id: 995, amount: 1201719, owner: Spacemonkey	
[4/18/23 11:15AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Spacemonkey	
[4/18/23 11:16AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Spacemonkey	
[4/18/23 11:16AM] Player picked up item: Coin, id: 995, amount: 600, owner: Spacemonkey	
[4/18/23 11:19AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Spacemonkey	
[4/18/23 11:20AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Spacemonkey	
[4/18/23 11:20AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Spacemonkey	
[4/18/23 11:33AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Spacemonkey	
[4/18/23 11:33AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Spacemonkey	
[4/18/23 11:33AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Spacemonkey	
[4/18/23 11:33AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Spacemonkey	
[4/18/23 11:36AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Spacemonkey	
[4/18/23 11:41AM] Player picked up item: Coin, id: 995, amount: 2282304, owner: Spacemonkey	
[4/18/23 11:41AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Spacemonkey	
[4/18/23 11:42AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Spacemonkey	
[4/18/23 11:42AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Spacemonkey	
[4/18/23 11:42AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Spacemonkey	
[4/18/23 11:42AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Spacemonkey	
[4/18/23 11:42AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Spacemonkey	
[4/18/23 11:42AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Spacemonkey	
[4/18/23 11:47AM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Spacemonkey	
[4/18/23 11:47AM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Spacemonkey	
[4/18/23 12:01PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Spacemonkey	
[4/18/23 12:01PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Spacemonkey	
[4/18/23 12:11PM] Player picked up item: Coin, id: 995, amount: 1674912, owner: Spacemonkey	
[4/18/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Spacemonkey	
[4/18/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Spacemonkey	
[4/18/23 12:37PM] Player picked up item: Coin, id: 995, amount: 54000, owner: Spacemonkey	
[4/18/23 12:47PM] Player picked up item: Coin, id: 995, amount: 48000, owner: Spacemonkey	
[4/18/23 12:48PM] Player picked up item: Doom Body, id: 16021, amount: 1, owner: Spacemonkey	
[4/18/23 12:48PM] Player picked up item: Doom Body, id: 16021, amount: 1, owner: Spacemonkey	
[4/18/23 12:57PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Spacemonkey	
[4/18/23 12:57PM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: Spacemonkey	
[4/18/23 12:58PM] Player picked up item: Coin, id: 995, amount: 7500, owner: Spacemonkey	
[4/18/23 01:02PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Spacemonkey	
[4/18/23 01:03PM] Player picked up item: Mystic legs, id: 23023, amount: 1, owner: Spacemonkey	
[4/18/23 01:04PM] Player picked up item: Mystic body, id: 23022, amount: 1, owner: Spacemonkey	
[4/18/23 01:05PM] Player picked up item: Mystic body, id: 23022, amount: 1, owner: Spacemonkey	
[4/18/23 01:05PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Spacemonkey	
[4/18/23 01:08PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Spacemonkey	
[4/18/23 01:12PM] Player picked up item: Coin, id: 995, amount: 2466775, owner: Spacemonkey	
[4/18/23 01:15PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Spacemonkey	
[4/18/23 01:16PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Spacemonkey	
[4/18/23 01:16PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Spacemonkey	
[4/18/23 01:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Spacemonkey	
[4/18/23 01:17PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Spacemonkey	
[4/18/23 01:17PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Spacemonkey	
[4/18/23 01:19PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Spacemonkey	
[4/18/23 01:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Spacemonkey	
[4/18/23 01:19PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Spacemonkey	
[4/18/23 01:21PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Spacemonkey	
[4/18/23 01:21PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Spacemonkey	
[4/18/23 01:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Spacemonkey	
[4/18/23 01:27PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Spacemonkey	
[4/18/23 01:27PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Spacemonkey	
[4/18/23 01:30PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Spacemonkey	
[4/18/23 01:30PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Spacemonkey	
[4/18/23 01:32PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Spacemonkey	
[4/18/23 01:32PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Spacemonkey	
