[4/18/23 02:43PM] Player picked up item: Coin, id: 995, amount: 100, owner: Milner	
[4/18/23 02:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 02:59PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Milner	
[4/18/23 02:59PM] Player picked up item: Coin, id: 995, amount: 800, owner: Milner	
[4/18/23 02:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 03:00PM] Player picked up item: Coin, id: 995, amount: 400, owner: Milner	
[4/18/23 03:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 03:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 03:00PM] Player picked up item: Coin, id: 995, amount: 400, owner: Milner	
[4/18/23 03:01PM] Player picked up item: Coin, id: 995, amount: 800, owner: Milner	
[4/18/23 03:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Milner	
[4/18/23 03:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 03:01PM] Player picked up item: Coin, id: 995, amount: 400, owner: Milner	
[4/18/23 03:01PM] Player picked up item: Coin, id: 995, amount: 400, owner: Milner	
[4/18/23 03:01PM] Player picked up item: Coin, id: 995, amount: 400, owner: Milner	
[4/18/23 03:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Milner	
[4/18/23 03:01PM] Player picked up item: Coin, id: 995, amount: 400, owner: Milner	
[4/18/23 03:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 03:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 03:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 03:02PM] Player picked up item: Coin, id: 995, amount: 800, owner: Milner	
[4/18/23 03:02PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Milner	
[4/18/23 03:02PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Milner	
[4/18/23 03:02PM] Player picked up item: Coin, id: 995, amount: 400, owner: Milner	
[4/18/23 03:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 03:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 03:03PM] Player picked up item: Coin, id: 995, amount: 400, owner: Milner	
[4/18/23 03:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Milner	
[4/18/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Milner	
[4/18/23 03:05PM] Player picked up item: Coin, id: 995, amount: 500, owner: Milner	
[4/18/23 03:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 03:06PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Milner	
[4/18/23 03:07PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Milner	
[4/18/23 03:11PM] Player picked up item: Coin, id: 995, amount: 1638906, owner: Milner	
[4/18/23 03:12PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Milner	
[4/18/23 03:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 03:13PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Milner	
[4/18/23 03:13PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Milner	
[4/18/23 03:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 03:27PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Milner	
[4/18/23 03:27PM] Player picked up item: Coin, id: 995, amount: 600, owner: Milner	
[4/18/23 03:32PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Milner	
[4/18/23 03:32PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Milner	
[4/18/23 03:32PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Milner	
[4/18/23 03:41PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Milner	
[4/18/23 03:41PM] Player picked up item: Coin, id: 995, amount: 2290216, owner: Milner	
[4/18/23 03:42PM] Player picked up item: Coin, id: 995, amount: 700, owner: Milner	
[4/18/23 03:42PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Milner	
[4/18/23 03:43PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Milner	
[4/18/23 03:43PM] Player picked up item: Coin, id: 995, amount: 700, owner: Milner	
[4/18/23 03:45PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Milner	
[4/18/23 03:45PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Milner	
[4/18/23 03:45PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Milner	
[4/18/23 03:47PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Milner	
[4/18/23 03:47PM] Player picked up item: Coin, id: 995, amount: 800, owner: Milner	
[4/18/23 03:47PM] Player picked up item: Coin, id: 995, amount: 800, owner: Milner	
[4/18/23 04:05PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Milner	
[4/18/23 04:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Milner	
[4/18/23 04:11PM] Player picked up item: Mystic body, id: 23022, amount: 1, owner: Milner	
[4/18/23 04:12PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Milner	
[4/18/23 04:12PM] Player picked up item: Coin, id: 995, amount: 2168972, owner: Milner	
[4/18/23 04:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Milner	
[4/18/23 04:15PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Milner	
[4/18/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Milner	
[4/18/23 04:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Milner	
[4/18/23 04:19PM] Player picked up item: Coin, id: 995, amount: 7500, owner: Milner	
[4/18/23 04:22PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Milner	
[4/18/23 04:22PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Milner	
[4/18/23 04:23PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Milner	
[4/18/23 04:26PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Milner	
[4/18/23 04:27PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Milner	
[4/18/23 04:27PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Milner	
[4/18/23 04:28PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Milner	
[4/18/23 04:28PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Milner	
[4/18/23 04:29PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Milner	
[4/18/23 04:30PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Milner	
[4/18/23 04:31PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Milner	
[4/18/23 04:31PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Milner	
[4/18/23 04:31PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Milner	
[4/18/23 04:31PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Milner	
[4/18/23 04:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 04:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 04:33PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Milner	
[4/18/23 04:33PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Milner	
[4/18/23 04:33PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Milner	
[4/18/23 04:33PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Milner	
[4/18/23 04:35PM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: Milner	
[4/18/23 04:36PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Milner	
[4/18/23 04:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 04:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 04:37PM] Player picked up item: Mystic body, id: 23022, amount: 1, owner: Milner	
[4/18/23 04:38PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Milner	
[4/18/23 04:39PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Milner	
[4/18/23 04:41PM] Player picked up item: Coin, id: 995, amount: 2115443, owner: Milner	
[4/18/23 04:42PM] Player picked up item: Coin, id: 995, amount: 2677347, owner: Milner	
[4/18/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Milner	
[4/18/23 04:42PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Milner	
[4/18/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Milner	
[4/18/23 04:42PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Milner	
[4/18/23 04:45PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Milner	
[4/18/23 04:46PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Milner	
[4/18/23 04:46PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Milner	
[4/18/23 04:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 04:46PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Milner	
[4/18/23 04:47PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Milner	
[4/18/23 04:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 04:47PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Milner	
[4/18/23 04:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 04:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Milner	
[4/18/23 04:48PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Milner	
[4/18/23 04:48PM] Player picked up item: Mystic book, id: 23027, amount: 1, owner: Milner	
[4/18/23 04:51PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Milner	
[4/18/23 04:51PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Milner	
[4/18/23 04:55PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Milner	
[4/18/23 04:55PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Milner	
[4/18/23 05:08PM] Player picked up item: Coin, id: 995, amount: 36000, owner: Milner	
[4/18/23 05:08PM] Player picked up item: Coin, id: 995, amount: 32000, owner: Milner	
[4/18/23 05:08PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Milner	
[4/18/23 05:09PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Milner	
[4/18/23 05:09PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Milner	
[4/18/23 05:09PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Milner	
[4/18/23 05:10PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Milner	
[4/18/23 05:10PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Milner	
[4/18/23 05:10PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Milner	
[4/18/23 05:10PM] Player picked up item: Coin, id: 995, amount: 24000, owner: Milner	
[4/18/23 05:10PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Milner	
[4/18/23 05:11PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Milner	
[4/18/23 05:11PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Milner	
[4/18/23 05:11PM] Player picked up item: Coin, id: 995, amount: 3479788, owner: Milner	
[4/18/23 05:11PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Milner	
[4/18/23 05:12PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Milner	
[4/18/23 05:12PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Milner	
[4/18/23 05:13PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Milner	
[4/18/23 05:13PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Milner	
[4/18/23 05:13PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Milner	
[4/18/23 05:15PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Milner	
[4/18/23 05:16PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Milner	
[4/18/23 05:20PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Milner	
[4/18/23 05:21PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Milner	
[4/18/23 05:24PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Milner	
[4/18/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Milner	
[4/18/23 05:25PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Milner	
[4/18/23 05:29PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Milner	
[4/18/23 05:29PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Milner	
[4/19/23 04:06PM] Player picked up item: Antique Legs, id: 8818, amount: 1, owner: Milner	
