[4/15/23 07:51AM] Player picked up item: Coin, id: 995, amount: 100, owner: Pkspirit	
[4/15/23 07:59AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pkspirit	
[4/15/23 08:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pkspirit	
[4/15/23 08:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pkspirit	
[4/15/23 08:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pkspirit	
[4/15/23 08:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pkspirit	
[4/15/23 08:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pkspirit	
[4/15/23 08:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Pkspirit	
[4/15/23 08:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pkspirit	
[4/15/23 08:01AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Pkspirit	
[4/15/23 08:01AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Pkspirit	
[4/15/23 08:02AM] Player picked up item: Coin, id: 995, amount: 300, owner: Pkspirit	
[4/15/23 08:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pkspirit	
[4/15/23 08:02AM] Player picked up item: Coin, id: 995, amount: 300, owner: Pkspirit	
[4/15/23 08:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pkspirit	
[4/15/23 08:02AM] Player picked up item: Coin, id: 995, amount: 300, owner: Pkspirit	
[4/15/23 08:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pkspirit	
[4/15/23 08:02AM] Player picked up item: Coin, id: 995, amount: 300, owner: Pkspirit	
[4/15/23 08:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pkspirit	
[4/15/23 08:03AM] Player picked up item: Coin, id: 995, amount: 300, owner: Pkspirit	
[4/15/23 08:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pkspirit	
[4/15/23 08:03AM] Player picked up item: Coin, id: 995, amount: 300, owner: Pkspirit	
[4/15/23 08:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pkspirit	
[4/15/23 08:03AM] Player picked up item: Coin, id: 995, amount: 300, owner: Pkspirit	
[4/15/23 08:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pkspirit	
[4/15/23 08:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pkspirit	
[4/15/23 08:03AM] Player picked up item: Coin, id: 995, amount: 300, owner: Pkspirit	
[4/15/23 08:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pkspirit	
[4/15/23 08:04AM] Player picked up item: Coin, id: 995, amount: 300, owner: Pkspirit	
[4/15/23 08:04AM] Player picked up item: Coin, id: 995, amount: 300, owner: Pkspirit	
[4/15/23 08:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pkspirit	
[4/15/23 08:04AM] Player picked up item: Coin, id: 995, amount: 300, owner: Pkspirit	
[4/15/23 08:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pkspirit	
[4/15/23 08:04AM] Player picked up item: Coin, id: 995, amount: 300, owner: Pkspirit	
[4/15/23 08:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pkspirit	
[4/15/23 08:04AM] Player picked up item: Coin, id: 995, amount: 300, owner: Pkspirit	
[4/15/23 08:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pkspirit	
[4/15/23 08:05AM] Player picked up item: Coin, id: 995, amount: 600, owner: Pkspirit	
[4/15/23 08:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pkspirit	
[4/15/23 08:05AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Pkspirit	
[4/15/23 08:05AM] Player picked up item: Coin, id: 995, amount: 900, owner: Pkspirit	
[4/15/23 08:06AM] Player picked up item: Coin, id: 995, amount: 300, owner: Pkspirit	
[4/15/23 08:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pkspirit	
[4/15/23 08:06AM] Player picked up item: Coin, id: 995, amount: 300, owner: Pkspirit	
[4/15/23 08:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pkspirit	
[4/15/23 08:06AM] Player picked up item: Coin, id: 995, amount: 300, owner: Pkspirit	
[4/15/23 08:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pkspirit	
[4/15/23 08:06AM] Player picked up item: Coin, id: 995, amount: 300, owner: Pkspirit	
[4/15/23 08:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pkspirit	
[4/15/23 08:07AM] Player picked up item: Coin, id: 995, amount: 300, owner: Pkspirit	
[4/15/23 08:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pkspirit	
[4/15/23 08:07AM] Player picked up item: Coin, id: 995, amount: 300, owner: Pkspirit	
[4/15/23 08:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pkspirit	
[4/15/23 08:11AM] Player picked up item: Coin, id: 995, amount: 400, owner: Pkspirit	
[4/15/23 08:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pkspirit	
[4/15/23 08:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pkspirit	
[4/15/23 08:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pkspirit	
[4/15/23 08:11AM] Player picked up item: Coin, id: 995, amount: 400, owner: Pkspirit	
[4/15/23 08:11AM] Player picked up item: Coin, id: 995, amount: 400, owner: Pkspirit	
[4/15/23 08:12AM] Player picked up item: Coin, id: 995, amount: 400, owner: Pkspirit	
[4/15/23 08:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pkspirit	
[4/15/23 08:12AM] Player picked up item: Coin, id: 995, amount: 400, owner: Pkspirit	
[4/15/23 08:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pkspirit	
[4/15/23 08:12AM] Player picked up item: Coin, id: 995, amount: 400, owner: Pkspirit	
[4/15/23 08:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pkspirit	
[4/15/23 08:12AM] Player picked up item: Coin, id: 995, amount: 400, owner: Pkspirit	
[4/15/23 08:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pkspirit	
[4/15/23 08:13AM] Player picked up item: Coin, id: 995, amount: 400, owner: Pkspirit	
[4/15/23 08:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pkspirit	
[4/15/23 08:26AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Pkspirit	
[4/15/23 08:28AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Pkspirit	
[4/15/23 08:29AM] Player picked up item: Coin, id: 995, amount: 600, owner: Pkspirit	
[4/27/23 03:30AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Pkspirit	
[4/27/23 03:38AM] Player picked up item: Coin, id: 995, amount: 1930452, owner: Pkspirit	
[4/27/23 03:38AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pkspirit	
[4/27/23 03:40AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Pkspirit	
[4/27/23 03:43AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Pkspirit	
[4/27/23 03:43AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Pkspirit	
[4/27/23 03:44AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Pkspirit	
[4/27/23 03:46AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Pkspirit	
[4/27/23 03:51AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Pkspirit	
[4/27/23 03:52AM] Player picked up item: Coin, id: 995, amount: 700, owner: Pkspirit	
[4/27/23 03:54AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Pkspirit	
[4/27/23 03:54AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Pkspirit	
[4/27/23 03:55AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Pkspirit	
[4/27/23 03:56AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Pkspirit	
[4/27/23 03:56AM] Player picked up item: Coin, id: 995, amount: 800, owner: Pkspirit	
[4/27/23 04:07AM] Player picked up item: Coin, id: 995, amount: 1385320, owner: Pkspirit	
[4/27/23 04:07AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pkspirit	
[4/27/23 04:08AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Pkspirit	
[4/27/23 04:09AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Pkspirit	
