[4/18/23 06:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Greensleeve	
[4/18/23 06:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Greensleeve	
[4/18/23 06:59PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Greensleeve	
[4/18/23 06:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Greensleeve	
[4/18/23 06:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Greensleeve	
[4/18/23 07:01PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Greensleeve	
[4/18/23 07:01PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Greensleeve	
[4/18/23 07:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Greensleeve	
[4/18/23 07:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Greensleeve	
[4/18/23 07:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Greensleeve	
[4/18/23 07:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Greensleeve	
[4/18/23 07:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Greensleeve	
[4/18/23 07:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Greensleeve	
[4/18/23 07:03PM] Player picked up item: Coin, id: 995, amount: 200, owner: Greensleeve	
[4/18/23 07:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Greensleeve	
[4/18/23 07:03PM] Player picked up item: Coin, id: 995, amount: 200, owner: Greensleeve	
[4/18/23 07:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Greensleeve	
[4/18/23 07:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Greensleeve	
[4/18/23 07:03PM] Player picked up item: Coin, id: 995, amount: 200, owner: Greensleeve	
[4/18/23 07:03PM] Player picked up item: Coin, id: 995, amount: 200, owner: Greensleeve	
[4/18/23 07:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Greensleeve	
[4/18/23 07:04PM] Player picked up item: Coin, id: 995, amount: 200, owner: Greensleeve	
[4/18/23 07:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Greensleeve	
[4/18/23 07:04PM] Player picked up item: Coin, id: 995, amount: 200, owner: Greensleeve	
[4/18/23 07:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Greensleeve	
[4/18/23 07:13PM] Player picked up item: Coin, id: 995, amount: 2030076, owner: Greensleeve	
[4/18/23 07:13PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Greensleeve	
[4/18/23 07:14PM] Player picked up item: Coin, id: 995, amount: 300, owner: Greensleeve	
[4/18/23 07:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Greensleeve	
[4/18/23 07:14PM] Player picked up item: Coin, id: 995, amount: 300, owner: Greensleeve	
[4/18/23 07:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Greensleeve	
[4/18/23 07:15PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Greensleeve	
[4/18/23 07:15PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Greensleeve	
[4/18/23 07:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Greensleeve	
[4/18/23 07:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Greensleeve	
[4/18/23 07:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Greensleeve	
[4/18/23 07:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Greensleeve	
[4/18/23 07:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Greensleeve	
[4/18/23 07:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Greensleeve	
[4/18/23 07:18PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Greensleeve	
[4/18/23 07:18PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Greensleeve	
[4/18/23 07:21PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Greensleeve	
[4/18/23 07:22PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Greensleeve	
[4/18/23 07:24PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Greensleeve	
[4/18/23 07:24PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Greensleeve	
[4/18/23 07:24PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Greensleeve	
[4/18/23 07:29PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Greensleeve	
[4/18/23 07:30PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Greensleeve	
[4/18/23 07:30PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Greensleeve	
[4/18/23 07:30PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Greensleeve	
[4/18/23 07:32PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Greensleeve	
[4/18/23 07:33PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Greensleeve	
[4/18/23 07:33PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Greensleeve	
[4/18/23 07:34PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Greensleeve	
[4/18/23 07:35PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Greensleeve	
[4/18/23 07:35PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Greensleeve	
[4/18/23 07:35PM] Player picked up item: Coin, id: 995, amount: 700, owner: Greensleeve	
[4/18/23 07:36PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Greensleeve	
[4/18/23 07:36PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Greensleeve	
[4/18/23 07:36PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Greensleeve	
[4/18/23 07:36PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Greensleeve	
[4/18/23 07:36PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Greensleeve	
[4/18/23 07:36PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Greensleeve	
[4/18/23 07:38PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Greensleeve	
[4/18/23 07:39PM] Player picked up item: Coin, id: 995, amount: 700, owner: Greensleeve	
[4/18/23 07:39PM] Player picked up item: Coin, id: 995, amount: 700, owner: Greensleeve	
[4/18/23 07:41PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Greensleeve	
[4/18/23 07:41PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Greensleeve	
[4/18/23 07:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Greensleeve	
[4/18/23 07:41PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Greensleeve	
[4/18/23 07:41PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Greensleeve	
[4/18/23 07:43PM] Player picked up item: Coin, id: 995, amount: 1404711, owner: Greensleeve	
[4/18/23 07:43PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Greensleeve	
[4/18/23 07:44PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Greensleeve	
[4/18/23 07:45PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Greensleeve	
[4/18/23 07:45PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Greensleeve	
[4/18/23 08:00PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Greensleeve	
[4/18/23 08:00PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Greensleeve	
[4/18/23 08:01PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Greensleeve	
[4/18/23 08:01PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Greensleeve	
[4/19/23 01:41PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Greensleeve	
[4/19/23 01:41PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Greensleeve	
[4/19/23 01:41PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Greensleeve	
[4/19/23 01:41PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Greensleeve	
[4/19/23 01:41PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Greensleeve	
[4/19/23 01:45PM] Player picked up item: Coin, id: 995, amount: 2124221, owner: Greensleeve	
[4/19/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Greensleeve	
[4/21/23 01:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Brazil	
[4/21/23 08:36PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Zshana	
[4/22/23 01:13PM] Player picked up item: Spoolwood, id: 942, amount: 1, owner: Greensleeve	
