[4/20/23 05:16AM] Player picked up item: Coin, id: 995, amount: 100, owner: Bright	
[4/20/23 05:32AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Bright	
[4/20/23 05:32AM] Player picked up item: Coin, id: 995, amount: 400, owner: Bright	
[4/20/23 05:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bright	
[4/20/23 05:35AM] Player picked up item: Coin, id: 995, amount: 500, owner: Bright	
[4/20/23 05:36AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Bright	
[4/20/23 05:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bright	
[4/20/23 05:37AM] Player picked up item: Coin, id: 995, amount: 500, owner: Bright	
[4/20/23 05:37AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Bright	
[4/20/23 05:37AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Bright	
[4/20/23 05:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bright	
[4/20/23 05:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bright	
[4/20/23 05:38AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Bright	
[4/20/23 05:38AM] Player picked up item: Coin, id: 995, amount: 500, owner: Bright	
[4/20/23 05:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bright	
[4/20/23 05:40AM] Player picked up item: Coin, id: 995, amount: 600, owner: Bright	
[4/20/23 05:41AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Bright	
[4/20/23 05:42AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Bright	
[4/20/23 05:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bright	
[4/20/23 05:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bright	
[4/20/23 05:43AM] Player picked up item: Coin, id: 995, amount: 600, owner: Bright	
[4/20/23 05:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bright	
[4/20/23 05:44AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Bright	
[4/20/23 05:44AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Bright	
[4/20/23 05:44AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Bright	
[4/20/23 05:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bright	
[4/20/23 05:44AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Bright	
[4/20/23 05:44AM] Player picked up item: Lava bones, id: 2023, amount: 13, owner: Bright	
[4/20/23 05:45AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Bright	
[4/20/23 05:45AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Bright	
[4/20/23 05:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bright	
[4/20/23 05:46AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Bright	
[4/20/23 05:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bright	
[4/20/23 05:48AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Bright	
[4/20/23 05:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bright	
[4/20/23 05:52AM] Player picked up item: Coin, id: 995, amount: 1404659, owner: Bright	
[4/20/23 05:52AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bright	
[4/20/23 05:55AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Bright	
[4/20/23 05:55AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Bright	
[4/20/23 05:58AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Bright	
[4/20/23 05:58AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Bright	
[4/20/23 06:00AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Bright	
[4/20/23 06:00AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Bright	
[4/20/23 06:10AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Bright	
[4/20/23 06:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bright	
[4/20/23 06:14AM] Player picked up item: Coin, id: 995, amount: 800, owner: Bright	
[4/20/23 06:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bright	
[4/20/23 06:18AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Bright	
[4/20/23 06:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bright	
[4/20/23 06:22AM] Player picked up item: Coin, id: 995, amount: 3621647, owner: Bright	
[4/20/23 06:22AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Bright	
[4/20/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Bright	
[4/20/23 06:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Bright	
[4/20/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Bright	
[4/20/23 06:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Bright	
[4/20/23 06:30AM] Player picked up item: Coin, id: 995, amount: 1973523, owner: Bright	
[4/20/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Bright	
[4/20/23 06:31AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Bright	
[4/20/23 06:32AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Bright	
[4/20/23 06:34AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Bright	
[4/20/23 06:34AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Bright	
[4/20/23 06:36AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Bright	
[4/20/23 06:36AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Bright	
[4/20/23 06:37AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Bright	
[4/20/23 06:39AM] Player picked up item: Coin, id: 995, amount: 700, owner: Bright	
[4/20/23 06:41AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Bright	
[4/20/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bright	
[4/20/23 06:46AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Bright	
[4/20/23 06:46AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Bright	
[4/20/23 06:46AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Bright	
[4/20/23 06:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bright	
[4/20/23 06:47AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Bright	
[4/20/23 06:48AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Bright	
[4/20/23 06:48AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Bright	
[4/20/23 06:52AM] Player picked up item: Coin, id: 995, amount: 1229022, owner: Bright	
[4/20/23 06:52AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bright	
[4/20/23 10:48AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Bright	
[4/20/23 10:48AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Bright	
[4/20/23 10:51AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Bright	
[4/20/23 10:55AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Bright	
[4/20/23 10:55AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Bright	
[4/20/23 10:59AM] Player picked up item: Coin, id: 995, amount: 700, owner: Bright	
[4/20/23 11:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bright	
[4/20/23 11:11AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Bright	
[4/20/23 11:11AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Bright	
[4/20/23 11:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Bright	
[4/20/23 11:13AM] Player picked up item: Coin, id: 995, amount: 700, owner: Bright	
[4/20/23 11:13AM] Player picked up item: Coin, id: 995, amount: 700, owner: Bright	
[4/20/23 11:13AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Bright	
[4/20/23 11:13AM] Player picked up item: Coin, id: 995, amount: 700, owner: Bright	
[4/20/23 11:14AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Bright	
[4/20/23 11:14AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Bright	
[4/20/23 11:14AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Bright	
[4/20/23 11:16AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Bright	
[4/20/23 11:16AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Bright	
[4/20/23 11:16AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Bright	
[4/20/23 11:22AM] Player picked up item: Coin, id: 995, amount: 3480371, owner: Bright	
[4/20/23 11:22AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Bright	
[4/20/23 11:23AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Bright	
[4/20/23 11:23AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Bright	
[4/20/23 11:24AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Bright	
[4/20/23 11:25AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Bright	
[4/20/23 11:25AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Bright	
[4/20/23 11:26AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Bright	
[4/20/23 11:28AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Bright	
[4/20/23 11:29AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Bright	
[4/21/23 08:41AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Forest	
[4/21/23 08:42AM] Player picked up item: Vial, id: 229, amount: 1, owner: Dwightshrute	
