[4/20/23 08:55PM] Player picked up item: Coin, id: 995, amount: 100, owner: Laniakea	
[4/20/23 08:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Laniakea	
[4/20/23 08:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 08:59PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Laniakea	
[4/20/23 09:00PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Laniakea	
[4/20/23 09:00PM] Player picked up item: Coin, id: 995, amount: 800, owner: Laniakea	
[4/20/23 09:00PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Laniakea	
[4/20/23 09:00PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Laniakea	
[4/20/23 09:00PM] Player picked up item: Coin, id: 995, amount: 200, owner: Laniakea	
[4/20/23 09:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 09:00PM] Player picked up item: Coin, id: 995, amount: 200, owner: Laniakea	
[4/20/23 09:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 09:00PM] Player picked up item: Coin, id: 995, amount: 200, owner: Laniakea	
[4/20/23 09:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 09:01PM] Player picked up item: Coin, id: 995, amount: 300, owner: Laniakea	
[4/20/23 09:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 09:01PM] Player picked up item: Coin, id: 995, amount: 300, owner: Laniakea	
[4/20/23 09:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 09:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 09:01PM] Player picked up item: Coin, id: 995, amount: 300, owner: Laniakea	
[4/20/23 09:01PM] Player picked up item: Coin, id: 995, amount: 300, owner: Laniakea	
[4/20/23 09:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 09:01PM] Player picked up item: Coin, id: 995, amount: 300, owner: Laniakea	
[4/20/23 09:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 09:02PM] Player picked up item: Coin, id: 995, amount: 300, owner: Laniakea	
[4/20/23 09:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 09:02PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Laniakea	
[4/20/23 09:02PM] Player picked up item: Coin, id: 995, amount: 900, owner: Laniakea	
[4/20/23 09:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 09:02PM] Player picked up item: Coin, id: 995, amount: 300, owner: Laniakea	
[4/20/23 09:05PM] Player picked up item: Coin, id: 995, amount: 2440048, owner: Laniakea	
[4/20/23 09:06PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Laniakea	
[4/20/23 09:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 09:10PM] Player picked up item: Coin, id: 995, amount: 300, owner: Laniakea	
[4/20/23 09:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 09:10PM] Player picked up item: Coin, id: 995, amount: 300, owner: Laniakea	
[4/20/23 09:11PM] Player picked up item: Coin, id: 995, amount: 300, owner: Laniakea	
[4/20/23 09:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 09:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 09:11PM] Player picked up item: Coin, id: 995, amount: 300, owner: Laniakea	
[4/20/23 09:11PM] Player picked up item: Coin, id: 995, amount: 300, owner: Laniakea	
[4/20/23 09:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 09:11PM] Player picked up item: Coin, id: 995, amount: 300, owner: Laniakea	
[4/20/23 09:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Laniakea	
[4/20/23 09:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 09:11PM] Player picked up item: Coin, id: 995, amount: 600, owner: Laniakea	
[4/20/23 09:11PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Laniakea	
[4/20/23 09:12PM] Player picked up item: Coin, id: 995, amount: 900, owner: Laniakea	
[4/20/23 09:12PM] Player picked up item: Coin, id: 995, amount: 300, owner: Laniakea	
[4/20/23 09:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 09:14PM] Player picked up item: Coin, id: 995, amount: 800, owner: Laniakea	
[4/20/23 09:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Laniakea	
[4/20/23 09:15PM] Player picked up item: Coin, id: 995, amount: 400, owner: Laniakea	
[4/20/23 09:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 09:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 09:15PM] Player picked up item: Coin, id: 995, amount: 400, owner: Laniakea	
[4/20/23 09:15PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Laniakea	
[4/20/23 09:15PM] Player picked up item: Coin, id: 995, amount: 800, owner: Laniakea	
[4/20/23 09:17PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Laniakea	
[4/20/23 09:17PM] Player picked up item: Coin, id: 995, amount: 400, owner: Laniakea	
[4/20/23 09:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 09:17PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Laniakea	
[4/20/23 09:17PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Laniakea	
[4/20/23 09:18PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Laniakea	
[4/20/23 09:18PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Laniakea	
[4/20/23 09:18PM] Player picked up item: Coin, id: 995, amount: 400, owner: Laniakea	
[4/20/23 09:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 09:19PM] Player picked up item: Coin, id: 995, amount: 400, owner: Laniakea	
[4/20/23 09:19PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Laniakea	
[4/20/23 09:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 09:19PM] Player picked up item: Coin, id: 995, amount: 800, owner: Laniakea	
[4/20/23 09:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Laniakea	
[4/20/23 09:19PM] Player picked up item: Coin, id: 995, amount: 400, owner: Laniakea	
[4/20/23 09:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 09:19PM] Player picked up item: Coin, id: 995, amount: 400, owner: Laniakea	
[4/20/23 09:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 09:20PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Laniakea	
[4/20/23 09:20PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Laniakea	
[4/20/23 09:20PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Laniakea	
[4/20/23 09:20PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Laniakea	
[4/20/23 09:20PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Laniakea	
[4/20/23 09:20PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Laniakea	
[4/20/23 09:24PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Laniakea	
[4/20/23 09:24PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Laniakea	
[4/20/23 09:24PM] Player picked up item: Coin, id: 995, amount: 3500, owner: Laniakea	
[4/20/23 09:24PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Laniakea	
[4/20/23 09:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 09:24PM] Player picked up item: Coin, id: 995, amount: 500, owner: Laniakea	
[4/20/23 09:24PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Laniakea	
[4/20/23 09:24PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Laniakea	
[4/20/23 09:24PM] Player picked up item: Coin, id: 995, amount: 500, owner: Laniakea	
[4/20/23 09:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Laniakea	
[4/20/23 09:24PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Laniakea	
[4/20/23 09:24PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Laniakea	
[4/20/23 09:31PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Laniakea	
[4/20/23 09:34PM] Player picked up item: Coin, id: 995, amount: 2402487, owner: Laniakea	
[4/20/23 09:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Laniakea	
[4/20/23 09:35PM] Player picked up item: Coin, id: 995, amount: 3863599, owner: Laniakea	
[4/20/23 09:35PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Laniakea	
[4/20/23 09:37PM] Player picked up item: Coin, id: 995, amount: 800, owner: Laniakea	
[4/20/23 09:39PM] Player picked up item: Coin, id: 995, amount: 800, owner: Laniakea	
[4/20/23 09:41PM] Player picked up item: Coin, id: 995, amount: 800, owner: Laniakea	
[4/20/23 09:45PM] Player picked up item: Coin, id: 995, amount: 900, owner: Laniakea	
[4/20/23 09:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Laniakea	
[4/20/23 09:46PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Laniakea	
[4/20/23 09:48PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Laniakea	
[4/20/23 09:48PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Laniakea	
[4/20/23 09:50PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Laniakea	
[4/20/23 09:52PM] Player picked up item: Coin, id: 995, amount: 900, owner: Laniakea	
[4/20/23 09:55PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Laniakea	
[4/20/23 09:57PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Laniakea	
[4/20/23 09:59PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Laniakea	
[4/20/23 10:05PM] Player picked up item: Coin, id: 995, amount: 1429450, owner: Laniakea	
[4/20/23 10:05PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Laniakea	
[4/21/23 08:51PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Laniakea	
[4/21/23 08:54PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Laniakea	
[4/21/23 09:04PM] Player picked up item: Coin, id: 995, amount: 2309127, owner: Laniakea	
[4/21/23 09:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Laniakea	
[4/21/23 09:06PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Laniakea	
[4/21/23 09:07PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Laniakea	
[4/21/23 09:09PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Laniakea	
[4/21/23 09:09PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Laniakea	
