[4/15/23 08:16AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Xba	
[4/15/23 08:25AM] Player picked up item: Coin, id: 995, amount: 400, owner: Xba	
[4/15/23 08:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xba	
[4/15/23 08:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xba	
[4/15/23 08:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xba	
[4/15/23 08:25AM] Player picked up item: Coin, id: 995, amount: 400, owner: Xba	
[4/15/23 08:25AM] Player picked up item: Coin, id: 995, amount: 400, owner: Xba	
[4/15/23 08:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Xba	
[4/15/23 08:26AM] Player picked up item: Coin, id: 995, amount: 400, owner: Xba	
[4/15/23 08:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Xba	
[4/15/23 08:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Xba	
[4/15/23 08:26AM] Player picked up item: Coin, id: 995, amount: 400, owner: Xba	
[4/15/23 08:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Xba	
[4/15/23 08:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xba	
[4/15/23 08:26AM] Player picked up item: Coin, id: 995, amount: 400, owner: Xba	
[4/15/23 08:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xba	
[4/15/23 08:26AM] Player picked up item: Coin, id: 995, amount: 400, owner: Xba	
[4/15/23 08:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Xba	
[4/15/23 08:27AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Xba	
[4/15/23 08:27AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Xba	
[4/15/23 08:28AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Xba	
[4/15/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Xba	
[4/15/23 08:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Xba	
[4/15/23 08:30AM] Player picked up item: Coin, id: 995, amount: 8796250, owner: Xba	
[4/15/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Xba	
[4/15/23 08:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xba	
[4/15/23 08:46AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Xba	
[4/15/23 08:46AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Xba	
[4/15/23 08:52AM] Player picked up item: Coin, id: 995, amount: 3200, owner: Xba	
[4/15/23 08:52AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Xba	
[4/15/23 08:53AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Xba	
[4/15/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xba	
[4/15/23 08:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Xba	
[4/15/23 08:54AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Xba	
[4/15/23 09:43AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Xba	
