[4/20/23 08:42PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ducky	
[4/20/23 09:18PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Ducky	
[4/20/23 09:19PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Ducky	
[4/20/23 09:19PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ducky	
[4/20/23 09:20PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Ducky	
[4/20/23 09:20PM] Player picked up item: Coin, id: 995, amount: 800, owner: Ducky	
[4/20/23 09:21PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Ducky	
[4/20/23 09:23PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Ducky	
[4/21/23 12:50PM] Player picked up item: Coin, id: 995, amount: 3600, owner: Ducky	
[4/21/23 12:50PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ducky	
[4/21/23 12:52PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Ducky	
[4/21/23 12:52PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Ducky	
[4/21/23 12:52PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ducky	
[4/21/23 12:52PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ducky	
[4/21/23 12:53PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Ducky	
[4/21/23 12:53PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Ducky	
[4/21/23 12:53PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ducky	
[4/21/23 12:55PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ducky	
[4/21/23 12:55PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ducky	
[4/21/23 12:55PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Ducky	
[4/21/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Ducky	
[4/21/23 12:57PM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Ducky	
[4/21/23 01:00PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Ducky	
[4/21/23 01:04PM] Player picked up item: Coin, id: 995, amount: 2118099, owner: Ducky	
[4/21/23 01:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ducky	
[4/21/23 01:13PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Ducky	
[4/21/23 01:13PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Ducky	
[4/21/23 01:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Ducky	
[4/21/23 01:14PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Ducky	
[4/21/23 01:18PM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Ducky	
[4/21/23 01:24PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Ducky	
[4/21/23 01:27PM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Ducky	
[4/21/23 01:27PM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Ducky	
[4/21/23 01:41PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ducky	
