[4/19/23 11:15PM] Player picked up item: Coin, id: 995, amount: 100, owner: Grumpyoldman	
[4/19/23 11:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grumpyoldman	
[4/19/23 11:34PM] Player picked up item: Coin, id: 995, amount: 200, owner: Grumpyoldman	
[4/19/23 11:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grumpyoldman	
[4/19/23 11:34PM] Player picked up item: Coin, id: 995, amount: 200, owner: Grumpyoldman	
[4/19/23 11:34PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grumpyoldman	
[4/19/23 11:35PM] Player picked up item: Coin, id: 995, amount: 200, owner: Grumpyoldman	
[4/19/23 11:35PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Grumpyoldman	
[4/19/23 11:35PM] Player picked up item: Coin, id: 995, amount: 200, owner: Grumpyoldman	
[4/19/23 11:35PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grumpyoldman	
[4/19/23 11:35PM] Player picked up item: Coin, id: 995, amount: 200, owner: Grumpyoldman	
[4/19/23 11:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grumpyoldman	
[4/19/23 11:37PM] Player picked up item: Coin, id: 995, amount: 200, owner: Grumpyoldman	
[4/19/23 11:37PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Grumpyoldman	
[4/19/23 11:38PM] Player picked up item: Coin, id: 995, amount: 400, owner: Grumpyoldman	
[4/19/23 11:38PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grumpyoldman	
[4/19/23 11:38PM] Player picked up item: Coin, id: 995, amount: 200, owner: Grumpyoldman	
[4/19/23 11:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grumpyoldman	
[4/19/23 11:39PM] Player picked up item: Coin, id: 995, amount: 200, owner: Grumpyoldman	
[4/19/23 11:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grumpyoldman	
[4/19/23 11:39PM] Player picked up item: Coin, id: 995, amount: 200, owner: Grumpyoldman	
[4/19/23 11:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grumpyoldman	
[4/19/23 11:39PM] Player picked up item: Coin, id: 995, amount: 200, owner: Grumpyoldman	
[4/19/23 11:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grumpyoldman	
[4/19/23 11:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Grumpyoldman	
[4/19/23 11:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grumpyoldman	
[4/19/23 11:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Grumpyoldman	
[4/19/23 11:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grumpyoldman	
[4/19/23 11:42PM] Player picked up item: Coin, id: 995, amount: 200, owner: Grumpyoldman	
[4/19/23 11:42PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Grumpyoldman	
[4/19/23 11:42PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Grumpyoldman	
[4/19/23 11:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grumpyoldman	
[4/19/23 11:43PM] Player picked up item: Coin, id: 995, amount: 300, owner: Grumpyoldman	
[4/19/23 11:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grumpyoldman	
[4/19/23 11:43PM] Player picked up item: Coin, id: 995, amount: 300, owner: Grumpyoldman	
[4/19/23 11:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grumpyoldman	
[4/19/23 11:44PM] Player picked up item: Coin, id: 995, amount: 300, owner: Grumpyoldman	
[4/19/23 11:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grumpyoldman	
[4/19/23 11:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grumpyoldman	
[4/19/23 11:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grumpyoldman	
[4/19/23 11:45PM] Player picked up item: Coin, id: 995, amount: 300, owner: Grumpyoldman	
[4/19/23 11:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grumpyoldman	
[4/19/23 11:46PM] Player picked up item: Coin, id: 995, amount: 300, owner: Grumpyoldman	
[4/19/23 11:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grumpyoldman	
[4/19/23 11:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grumpyoldman	
[4/19/23 11:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grumpyoldman	
[4/19/23 11:57PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Grumpyoldman	
[4/19/23 11:57PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Grumpyoldman	
[4/19/23 11:59PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Grumpyoldman	
[4/19/23 11:59PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Grumpyoldman	
[4/20/23 12:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grumpyoldman	
[4/20/23 12:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grumpyoldman	
[4/20/23 12:10AM] Player picked up item: Coin, id: 995, amount: 600, owner: Grumpyoldman	
[4/20/23 12:10AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Grumpyoldman	
[4/20/23 12:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grumpyoldman	
[4/20/23 12:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grumpyoldman	
[4/20/23 12:11AM] Player picked up item: Coin, id: 995, amount: 300, owner: Grumpyoldman	
[4/20/23 12:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grumpyoldman	
[4/20/23 12:11AM] Player picked up item: Coin, id: 995, amount: 300, owner: Grumpyoldman	
[4/20/23 12:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grumpyoldman	
[4/20/23 12:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grumpyoldman	
[4/20/23 12:12AM] Player picked up item: Coin, id: 995, amount: 300, owner: Grumpyoldman	
[4/20/23 12:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grumpyoldman	
[4/20/23 12:12AM] Player picked up item: Coin, id: 995, amount: 300, owner: Grumpyoldman	
[4/20/23 12:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grumpyoldman	
[4/20/23 12:12AM] Player picked up item: Coin, id: 995, amount: 300, owner: Grumpyoldman	
[4/20/23 12:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grumpyoldman	
[4/20/23 12:12AM] Player picked up item: Coin, id: 995, amount: 300, owner: Grumpyoldman	
[4/20/23 12:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grumpyoldman	
[4/20/23 12:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grumpyoldman	
[4/20/23 12:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Grumpyoldman	
[4/20/23 12:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grumpyoldman	
[4/20/23 12:13AM] Player picked up item: Coin, id: 995, amount: 300, owner: Grumpyoldman	
[4/20/23 12:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grumpyoldman	
[4/20/23 12:14AM] Player picked up item: Coin, id: 995, amount: 400, owner: Grumpyoldman	
[4/20/23 12:15AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Grumpyoldman	
[4/20/23 12:15AM] Player picked up item: Coin, id: 995, amount: 400, owner: Grumpyoldman	
[4/20/23 12:15AM] Player picked up item: Coin, id: 995, amount: 400, owner: Grumpyoldman	
[4/20/23 12:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grumpyoldman	
[4/20/23 12:16AM] Player picked up item: Coin, id: 995, amount: 400, owner: Grumpyoldman	
[4/20/23 12:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grumpyoldman	
[4/20/23 12:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grumpyoldman	
[4/20/23 12:17AM] Player picked up item: Coin, id: 995, amount: 400, owner: Grumpyoldman	
[4/20/23 12:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grumpyoldman	
[4/20/23 12:17AM] Player picked up item: Coin, id: 995, amount: 400, owner: Grumpyoldman	
[4/20/23 12:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grumpyoldman	
[4/20/23 12:19AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Grumpyoldman	
[4/20/23 12:19AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Grumpyoldman	
[4/20/23 12:21AM] Player picked up item: Coin, id: 995, amount: 1504653, owner: Grumpyoldman	
[4/20/23 12:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Grumpyoldman	
[4/20/23 12:23AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Grumpyoldman	
[4/20/23 12:25AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Grumpyoldman	
[4/20/23 12:25AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Grumpyoldman	
[4/20/23 12:37AM] Player picked up item: Coin, id: 995, amount: 800, owner: Grumpyoldman	
[4/20/23 12:37AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Grumpyoldman	
[4/20/23 12:39AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Grumpyoldman	
[4/20/23 12:39AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Grumpyoldman	
[4/20/23 12:40AM] Player picked up item: Coin, id: 995, amount: 400, owner: Grumpyoldman	
[4/20/23 12:40AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Grumpyoldman	
[4/20/23 12:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grumpyoldman	
[4/20/23 12:42AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grumpyoldman	
[4/20/23 12:42AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Grumpyoldman	
[4/20/23 12:42AM] Player picked up item: Coin, id: 995, amount: 500, owner: Grumpyoldman	
[4/20/23 12:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grumpyoldman	
[4/20/23 12:42AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Grumpyoldman	
[4/20/23 12:42AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grumpyoldman	
[4/20/23 12:53AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grumpyoldman	
[4/20/23 12:53AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Grumpyoldman	
[4/20/23 12:53AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grumpyoldman	
[4/20/23 12:53AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Grumpyoldman	
[4/20/23 12:53AM] Player picked up item: Coin, id: 995, amount: 500, owner: Grumpyoldman	
[4/20/23 12:54AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Grumpyoldman	
[4/20/23 12:54AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Grumpyoldman	
[4/20/23 12:54AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Grumpyoldman	
[4/20/23 12:54AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Grumpyoldman	
[4/20/23 12:55AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grumpyoldman	
[4/20/23 12:55AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Grumpyoldman	
[4/20/23 12:55AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Grumpyoldman	
[4/20/23 12:55AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Grumpyoldman	
[4/20/23 12:56AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Grumpyoldman	
[4/20/23 12:56AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Grumpyoldman	
[4/20/23 12:56AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Grumpyoldman	
[4/20/23 12:56AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Grumpyoldman	
[4/20/23 12:56AM] Player picked up item: Coin, id: 995, amount: 500, owner: Grumpyoldman	
[4/20/23 12:56AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Grumpyoldman	
[4/20/23 12:56AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Grumpyoldman	
[4/20/23 12:56AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Grumpyoldman	
[4/20/23 12:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Grumpyoldman	
[4/20/23 12:59AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Grumpyoldman	
[4/20/23 12:59AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Grumpyoldman	
[4/20/23 12:59AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Grumpyoldman	
[4/20/23 12:59AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Grumpyoldman	
[4/20/23 01:02AM] Player picked up item: Coin, id: 995, amount: 600, owner: Grumpyoldman	
[4/20/23 01:02AM] Player picked up item: Coin, id: 995, amount: 600, owner: Grumpyoldman	
[4/20/23 01:02AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Grumpyoldman	
[4/20/23 01:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grumpyoldman	
[4/20/23 01:04AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Grumpyoldman	
[4/20/23 01:04AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Grumpyoldman	
[4/20/23 01:10AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Grumpyoldman	
[4/20/23 01:12AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Grumpyoldman	
[4/20/23 01:12AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Grumpyoldman	
[4/20/23 01:12AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Grumpyoldman	
[4/20/23 01:12AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Grumpyoldman	
[4/20/23 01:21AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Grumpyoldman	
[4/20/23 01:23AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Grumpyoldman	
[4/20/23 01:25AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Grumpyoldman	
[4/20/23 01:25AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Grumpyoldman	
[4/20/23 01:28AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Grumpyoldman	
[4/20/23 01:41AM] Player picked up item: Coin, id: 995, amount: 5400, owner: Grumpyoldman	
[4/20/23 01:41AM] Player picked up item: Coin, id: 995, amount: 2700, owner: Grumpyoldman	
[4/20/23 01:42AM] Player picked up item: Coin, id: 995, amount: 900, owner: Grumpyoldman	
[4/20/23 01:42AM] Player picked up item: Coin, id: 995, amount: 900, owner: Grumpyoldman	
[4/20/23 01:42AM] Player picked up item: Coin, id: 995, amount: 900, owner: Grumpyoldman	
[4/20/23 01:45AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Grumpyoldman	
[4/20/23 01:45AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Grumpyoldman	
[4/20/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Grumpyoldman	
[4/20/23 02:04AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Grumpyoldman	
[4/20/23 02:04AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Grumpyoldman	
[4/20/23 02:08AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Grumpyoldman	
[4/20/23 02:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Grumpyoldman	
[4/20/23 02:12AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Grumpyoldman	
[4/20/23 02:13AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Grumpyoldman	
[4/20/23 02:13AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Grumpyoldman	
[4/20/23 02:21AM] Player picked up item: Coin, id: 995, amount: 2397788, owner: Grumpyoldman	
[4/20/23 02:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Grumpyoldman	
[4/20/23 02:23AM] Player picked up item: Coin, id: 995, amount: 2679825, owner: Grumpyoldman	
[4/20/23 02:23AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Grumpyoldman	
[4/20/23 02:53AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Grumpyoldman	
[4/20/23 03:09AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Grumpyoldman	
[4/20/23 03:10AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Grumpyoldman	
[4/20/23 03:16AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Grumpyoldman	
[4/20/23 03:16AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Grumpyoldman	
[4/20/23 03:21AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Grumpyoldman	
[4/20/23 03:22AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Grumpyoldman	
[4/20/23 03:24AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Grumpyoldman	
[4/20/23 03:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Grumpyoldman	
[4/20/23 03:25AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Grumpyoldman	
[4/20/23 03:25AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Grumpyoldman	
[4/20/23 03:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Grumpyoldman	
[4/20/23 03:28AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Grumpyoldman	
[4/20/23 03:33AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Grumpyoldman	
[4/20/23 03:35AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Grumpyoldman	
[4/20/23 03:35AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Grumpyoldman	
[4/20/23 03:37AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Grumpyoldman	
[4/20/23 03:39AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Grumpyoldman	
[4/20/23 03:39AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Grumpyoldman	
[4/20/23 03:51AM] Player picked up item: Coin, id: 995, amount: 2493446, owner: Grumpyoldman	
[4/20/23 03:51AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Grumpyoldman	
[4/20/23 10:20AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Grumpyoldman	
[4/20/23 10:20AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Grumpyoldman	
[4/20/23 10:22AM] Player picked up item: Coin, id: 995, amount: 1356154, owner: Grumpyoldman	
[4/20/23 10:22AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Grumpyoldman	
[4/20/23 10:23AM] Player picked up item: Coin, id: 995, amount: 3561869, owner: Grumpyoldman	
[4/20/23 10:23AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Grumpyoldman	
[4/20/23 10:25AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Grumpyoldman	
[4/20/23 10:27AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Grumpyoldman	
[4/20/23 10:29AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Grumpyoldman	
[4/20/23 10:29AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Grumpyoldman	
[4/20/23 10:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Grumpyoldman	
[4/20/23 10:30AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Grumpyoldman	
[4/20/23 10:31AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Grumpyoldman	
[4/20/23 10:31AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Grumpyoldman	
[4/20/23 10:32AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Grumpyoldman	
[4/20/23 10:32AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Grumpyoldman	
[4/20/23 10:36AM] Player picked up item: Coin, id: 995, amount: 1097519, owner: Grumpyoldman	
[4/20/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Grumpyoldman	
[4/20/23 10:38AM] Player picked up item: Coin, id: 995, amount: 1065406, owner: Grumpyoldman	
[4/20/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Grumpyoldman	
[4/20/23 10:40AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Grumpyoldman	
[4/20/23 10:41AM] Player picked up item: Coin, id: 995, amount: 4102128, owner: Grumpyoldman	
[4/20/23 10:41AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Grumpyoldman	
[4/20/23 10:43AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Grumpyoldman	
[4/20/23 10:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Grumpyoldman	
[4/20/23 10:45AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Grumpyoldman	
[4/20/23 10:45AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Grumpyoldman	
[4/20/23 10:47AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Grumpyoldman	
[4/20/23 10:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Grumpyoldman	
[4/20/23 10:49AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Grumpyoldman	
[4/20/23 10:49AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Grumpyoldman	
[4/20/23 10:51AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Grumpyoldman	
[4/20/23 10:55AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Grumpyoldman	
[4/20/23 10:55AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Grumpyoldman	
