[4/19/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Elven	
[4/19/23 12:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Elven	
[4/19/23 12:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Elven	
[4/19/23 12:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Elven	
[4/19/23 12:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Elven	
[4/19/23 12:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Elven	
[4/19/23 12:03PM] Player picked up item: Coin, id: 995, amount: 200, owner: Elven	
[4/19/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Elven	
[4/19/23 12:03PM] Player picked up item: Coin, id: 995, amount: 200, owner: Elven	
[4/19/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Elven	
[4/19/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Elven	
[4/19/23 12:04PM] Player picked up item: Coin, id: 995, amount: 200, owner: Elven	
[4/19/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Elven	
[4/19/23 12:08PM] Player picked up item: Coin, id: 995, amount: 200, owner: Elven	
[4/19/23 12:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Elven	
[4/19/23 12:08PM] Player picked up item: Coin, id: 995, amount: 200, owner: Elven	
[4/19/23 12:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Elven	
[4/19/23 12:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Elven	
[4/19/23 12:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Elven	
[4/19/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Elven	
[4/19/23 12:09PM] Player picked up item: Coin, id: 995, amount: 200, owner: Elven	
[4/19/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Elven	
[4/19/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Elven	
[4/19/23 12:09PM] Player picked up item: Coin, id: 995, amount: 200, owner: Elven	
[4/19/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Elven	
[4/19/23 12:09PM] Player picked up item: Coin, id: 995, amount: 200, owner: Elven	
[4/19/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Elven	
[4/19/23 12:10PM] Player picked up item: Coin, id: 995, amount: 300, owner: Elven	
[4/19/23 12:10PM] Player picked up item: Coin, id: 995, amount: 300, owner: Elven	
[4/19/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Elven	
[4/19/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Elven	
[4/19/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Elven	
[4/19/23 12:10PM] Player picked up item: Coin, id: 995, amount: 300, owner: Elven	
[4/19/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Elven	
[4/19/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Elven	
[4/19/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Elven	
[4/19/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Elven	
[4/19/23 12:10PM] Player picked up item: Coin, id: 995, amount: 300, owner: Elven	
[4/19/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Elven	
[4/19/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Elven	
[4/19/23 12:11PM] Player picked up item: Coin, id: 995, amount: 300, owner: Elven	
[4/19/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Elven	
[4/19/23 12:11PM] Player picked up item: Coin, id: 995, amount: 600, owner: Elven	
[4/19/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Elven	
[4/19/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Elven	
[4/19/23 12:11PM] Player picked up item: Coin, id: 995, amount: 300, owner: Elven	
[4/19/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Elven	
[4/19/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Elven	
[4/19/23 12:12PM] Player picked up item: Coin, id: 995, amount: 300, owner: Elven	
[4/19/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Elven	
[4/19/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Elven	
[4/19/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Elven	
[4/19/23 12:12PM] Player picked up item: Coin, id: 995, amount: 300, owner: Elven	
[4/19/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Elven	
[4/19/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Elven	
[4/19/23 12:12PM] Player picked up item: Coin, id: 995, amount: 300, owner: Elven	
[4/19/23 12:12PM] Player picked up item: Coin, id: 995, amount: 300, owner: Elven	
[4/19/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Elven	
[4/19/23 12:12PM] Player picked up item: Coin, id: 995, amount: 300, owner: Elven	
[4/19/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Elven	
[4/19/23 12:15PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Elven	
[4/19/23 12:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Elven	
[4/19/23 12:15PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Elven	
[4/19/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Elven	
[4/19/23 12:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Elven	
[4/19/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Elven	
[4/19/23 12:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Elven	
[4/19/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Elven	
[4/19/23 12:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Elven	
[4/19/23 12:46PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Elven	
[4/19/23 12:53PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Elven	
[4/19/23 01:20PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Elven	
[4/19/23 01:20PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Elven	
[4/19/23 01:21PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Elven	
[4/19/23 01:21PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Elven	
[4/19/23 01:23PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Elven	
[4/19/23 01:23PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Elven	
[4/19/23 01:45PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Elven	
[4/20/23 12:51AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Elven	
[4/20/23 01:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Elven	
[4/20/23 01:23AM] Player picked up item: Mystic book, id: 23027, amount: 1, owner: Elven	
[4/20/23 01:23AM] Player picked up item: Mystic book, id: 23027, amount: 1, owner: Elven	
[4/20/23 01:36AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Elven	
[4/20/23 01:36AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Elven	
[4/20/23 01:52AM] Player picked up item: Coin, id: 995, amount: 1539776, owner: Elven	
[4/20/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Elven	
[4/20/23 01:54AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Elven	
[4/20/23 01:55AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Elven	
[4/20/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Elven	
[4/20/23 01:58AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Elven	
[4/20/23 02:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Elven	
[4/20/23 02:04AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Elven	
[4/20/23 02:06AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Elven	
[4/20/23 02:10AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Elven	
[4/20/23 02:26AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Elven	
[4/20/23 02:43AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Elven	
[4/20/23 02:43AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Elven	
[4/22/23 11:06AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Bulba	
[4/22/23 01:01PM] Player picked up item: Miner gauntlets (adamant), id: 20590, amount: 1, owner: Suh	
