[4/19/23 10:42AM] Player picked up item: Coin, id: 995, amount: 100, owner: Jesse	
[4/19/23 10:54AM] Player picked up item: Coin, id: 995, amount: 200, owner: Jesse	
[4/19/23 10:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jesse	
[4/19/23 10:55AM] Player picked up item: Coin, id: 995, amount: 300, owner: Jesse	
[4/19/23 10:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jesse	
[4/19/23 10:55AM] Player picked up item: Coin, id: 995, amount: 300, owner: Jesse	
[4/19/23 10:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jesse	
[4/19/23 10:55AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Jesse	
[4/19/23 10:55AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Jesse	
[4/19/23 10:56AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Jesse	
[4/19/23 10:56AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Jesse	
[4/19/23 10:57AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Jesse	
[4/19/23 10:57AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Jesse	
[4/19/23 10:57AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Jesse	
[4/19/23 10:57AM] Player picked up item: Coin, id: 995, amount: 900, owner: Jesse	
[4/19/23 10:57AM] Player picked up item: Coin, id: 995, amount: 900, owner: Jesse	
[4/19/23 10:57AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Jesse	
[4/19/23 10:58AM] Player picked up item: Coin, id: 995, amount: 900, owner: Jesse	
[4/19/23 10:58AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Jesse	
[4/19/23 10:58AM] Player picked up item: Coin, id: 995, amount: 300, owner: Jesse	
[4/19/23 10:58AM] Player picked up item: Coin, id: 995, amount: 300, owner: Jesse	
[4/19/23 10:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jesse	
[4/19/23 10:58AM] Player picked up item: Coin, id: 995, amount: 300, owner: Jesse	
[4/19/23 10:58AM] Player picked up item: Coin, id: 995, amount: 300, owner: Jesse	
[4/19/23 10:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jesse	
[4/19/23 10:58AM] Player picked up item: Coin, id: 995, amount: 600, owner: Jesse	
[4/19/23 10:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jesse	
[4/19/23 11:03AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Jesse	
[4/19/23 11:03AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Jesse	
[4/19/23 11:04AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Jesse	
[4/19/23 11:04AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Jesse	
[4/19/23 11:04AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jesse	
[4/19/23 11:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jesse	
[4/19/23 11:05AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jesse	
[4/19/23 11:05AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Jesse	
[4/19/23 11:05AM] Player picked up item: Coin, id: 995, amount: 400, owner: Jesse	
[4/19/23 11:06AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jesse	
[4/19/23 11:06AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Jesse	
[4/19/23 11:07AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jesse	
[4/19/23 11:07AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Jesse	
[4/19/23 11:07AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Jesse	
[4/19/23 11:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jesse	
[4/19/23 11:08AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Jesse	
[4/19/23 11:08AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Jesse	
[4/19/23 11:08AM] Player picked up item: Coin, id: 995, amount: 400, owner: Jesse	
[4/19/23 11:23AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Jesse	
[4/19/23 11:23AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jesse	
[4/19/23 11:23AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Jesse	
[4/19/23 11:23AM] Player picked up item: Coin, id: 995, amount: 500, owner: Jesse	
[4/19/23 11:23AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Jesse	
[4/19/23 11:23AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Jesse	
[4/19/23 11:23AM] Player picked up item: Coin, id: 995, amount: 500, owner: Jesse	
[4/19/23 11:24AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Jesse	
[4/19/23 11:24AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Jesse	
[4/19/23 11:24AM] Player picked up item: Coin, id: 995, amount: 500, owner: Jesse	
[4/19/23 11:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jesse	
[4/19/23 11:28AM] Player picked up item: Coin, id: 995, amount: 5500, owner: Jesse	
[4/19/23 11:28AM] Player picked up item: Lava bones, id: 2023, amount: 13, owner: Jesse	
[4/19/23 11:28AM] Player picked up item: Coin, id: 995, amount: 500, owner: Jesse	
[4/19/23 11:29AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Jesse	
[4/19/23 11:29AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Jesse	
[4/19/23 11:29AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Jesse	
[4/19/23 11:31AM] Player picked up item: Coin, id: 995, amount: 5500, owner: Jesse	
[4/19/23 11:31AM] Player picked up item: Lava bones, id: 2023, amount: 13, owner: Jesse	
[4/19/23 11:31AM] Player picked up item: Coin, id: 995, amount: 500, owner: Jesse	
[4/19/23 11:38AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Jesse	
[4/19/23 11:38AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Jesse	
[4/19/23 11:39AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Jesse	
[4/19/23 11:41AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Jesse	
[4/19/23 11:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Jesse	
[4/19/23 11:43AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Jesse	
[4/19/23 11:44AM] Player picked up item: Coin, id: 995, amount: 1717768, owner: Jesse	
[4/19/23 11:44AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jesse	
[4/19/23 11:45AM] Player picked up item: Coin, id: 995, amount: 2586408, owner: Jesse	
[4/19/23 11:45AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Jesse	
[4/19/23 11:46AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Jesse	
[4/19/23 11:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Jesse	
[4/19/23 11:47AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Jesse	
[4/19/23 11:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Jesse	
[4/19/23 11:51AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Jesse	
[4/19/23 11:51AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Jesse	
[4/19/23 11:52AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Jesse	
[4/19/23 11:53AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Jesse	
[4/19/23 11:54AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Jesse	
[4/19/23 11:54AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Jesse	
[4/19/23 11:54AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Jesse	
[4/19/23 11:54AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Jesse	
[4/19/23 11:55AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Jesse	
[4/19/23 11:56AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Jesse	
[4/19/23 11:56AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Jesse	
[4/19/23 11:56AM] Player picked up item: Coin, id: 995, amount: 900, owner: Jesse	
[4/19/23 11:59AM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Jesse	
[4/19/23 12:03PM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Jesse	
[4/19/23 12:04PM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Jesse	
[4/19/23 12:04PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Jesse	
[4/19/23 12:04PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Jesse	
[4/19/23 12:06PM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Jesse	
[4/19/23 12:06PM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Jesse	
[4/19/23 12:06PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Jesse	
[4/19/23 12:15PM] Player picked up item: Coin, id: 995, amount: 1741739, owner: Jesse	
[4/19/23 12:15PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jesse	
[4/19/23 12:15PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Jesse	
[4/19/23 12:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Jesse	
[4/19/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Jesse	
[4/19/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Jesse	
[4/19/23 12:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Jesse	
[4/19/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Jesse	
[4/19/23 12:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Jesse	
[4/19/23 12:21PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Jesse	
[4/19/23 12:21PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Jesse	
[4/19/23 12:22PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Jesse	
[4/19/23 12:39PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Jesse	
[4/19/23 12:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jesse	
[4/19/23 12:41PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Jesse	
[4/19/23 12:41PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Jesse	
[4/19/23 12:45PM] Player picked up item: Coin, id: 995, amount: 2253101, owner: Jesse	
[4/19/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jesse	
[4/19/23 12:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Jesse	
[4/19/23 12:46PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Jesse	
[4/19/23 12:47PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Jesse	
[4/19/23 12:48PM] Player picked up item: Coin, id: 995, amount: 800, owner: Jesse	
[4/19/23 12:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jesse	
