[4/17/23 02:17PM] Player picked up item: Coin, id: 995, amount: 100, owner: Damlegend	
[4/17/23 03:10PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Damlegend	
[4/17/23 03:11PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Damlegend	
[4/17/23 03:12PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Damlegend	
[4/18/23 01:02PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Damlegend	
[4/18/23 01:02PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Damlegend	
[4/18/23 01:03PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Damlegend	
[4/18/23 01:03PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Damlegend	
[4/18/23 01:03PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Damlegend	
[4/18/23 01:03PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Damlegend	
[4/18/23 01:04PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Damlegend	
[4/18/23 01:04PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Damlegend	
[4/18/23 01:06PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Damlegend	
[4/18/23 01:07PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Damlegend	
[4/18/23 01:07PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Damlegend	
[4/18/23 01:07PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Damlegend	
[4/18/23 01:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Damlegend	
[4/18/23 01:07PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Damlegend	
[4/18/23 01:07PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Damlegend	
[4/18/23 01:08PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Damlegend	
[4/18/23 01:08PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Damlegend	
[4/18/23 01:08PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Damlegend	
[4/18/23 01:08PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Damlegend	
[4/18/23 01:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Damlegend	
[4/18/23 01:09PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Damlegend	
[4/18/23 01:09PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Damlegend	
[4/18/23 01:09PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Damlegend	
[4/18/23 01:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/18/23 01:09PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Damlegend	
[4/18/23 01:09PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Damlegend	
[4/18/23 01:12PM] Player picked up item: Coin, id: 995, amount: 1847952, owner: Damlegend	
[4/18/23 01:12PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Damlegend	
[4/18/23 01:15PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Damlegend	
[4/18/23 01:15PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Damlegend	
[4/18/23 01:15PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Damlegend	
[4/18/23 01:16PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Damlegend	
[4/18/23 01:16PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Damlegend	
[4/18/23 01:17PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Damlegend	
[4/18/23 01:17PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Damlegend	
[4/18/23 01:17PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Damlegend	
[4/18/23 01:18PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Damlegend	
[4/18/23 01:19PM] Player picked up item: Coin, id: 995, amount: 42000, owner: Damlegend	
[4/18/23 01:19PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Damlegend	
[4/18/23 01:19PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Damlegend	
[4/18/23 01:19PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Damlegend	
[4/18/23 01:20PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Damlegend	
[4/18/23 01:20PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Damlegend	
[4/18/23 01:20PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Damlegend	
[4/18/23 01:21PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Damlegend	
[4/18/23 01:30PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Damlegend	
[4/18/23 01:30PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Damlegend	
[4/18/23 01:41PM] Player picked up item: Coin, id: 995, amount: 1669045, owner: Damlegend	
[4/18/23 01:41PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Damlegend	
[4/18/23 01:52PM] Player picked up item: Coin, id: 995, amount: 44000, owner: Damlegend	
[4/18/23 01:52PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Damlegend	
[4/18/23 01:53PM] Player picked up item: Coin, id: 995, amount: 55000, owner: Damlegend	
[4/18/23 01:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Damlegend	
[4/18/23 01:53PM] Player picked up item: Coin, id: 995, amount: 22000, owner: Damlegend	
[4/18/23 01:54PM] Player picked up item: Coin, id: 995, amount: 22000, owner: Damlegend	
[4/18/23 01:56PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Damlegend	
[4/18/23 01:56PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Damlegend	
[4/18/23 01:56PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Damlegend	
[4/18/23 01:57PM] Player picked up item: Coin, id: 995, amount: 22000, owner: Damlegend	
[4/18/23 01:57PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Damlegend	
[4/18/23 01:58PM] Player picked up item: Coin, id: 995, amount: 22000, owner: Damlegend	
[4/18/23 01:58PM] Player picked up item: Coin, id: 995, amount: 22000, owner: Damlegend	
[4/18/23 01:58PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Damlegend	
[4/18/23 01:58PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Damlegend	
[4/18/23 01:58PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Damlegend	
[4/18/23 01:58PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Damlegend	
[4/18/23 01:58PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Damlegend	
[4/18/23 01:59PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Damlegend	
[4/18/23 01:59PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Damlegend	
[4/18/23 01:59PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Damlegend	
[4/18/23 01:59PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Damlegend	
[4/18/23 02:39PM] Player picked up item: Coin, id: 995, amount: 22000, owner: Damlegend	
[4/18/23 02:39PM] Player picked up item: Coin, id: 995, amount: 33000, owner: Damlegend	
[4/18/23 02:39PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Damlegend	
[4/18/23 02:39PM] Player picked up item: Coin, id: 995, amount: 22000, owner: Damlegend	
[4/18/23 02:39PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Damlegend	
[4/18/23 02:39PM] Player picked up item: Coin, id: 995, amount: 22000, owner: Damlegend	
[4/18/23 02:39PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Damlegend	
[4/18/23 02:40PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Damlegend	
[4/18/23 02:40PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Damlegend	
[4/18/23 02:40PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Damlegend	
[4/18/23 02:42PM] Player picked up item: Coin, id: 995, amount: 3628588, owner: Damlegend	
[4/20/23 12:20PM] Player picked up item: Coin, id: 995, amount: 1119307, owner: Damlegend	
[4/20/23 12:20PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Damlegend	
[4/20/23 12:21PM] Player picked up item: Coin, id: 995, amount: 3055785, owner: Damlegend	
[4/20/23 12:21PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Damlegend	
[4/20/23 12:22PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Damlegend	
[4/20/23 12:22PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Damlegend	
[4/20/23 12:23PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Damlegend	
[4/20/23 12:23PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Damlegend	
[4/20/23 12:30PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Damlegend	
