[4/22/23 01:18PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ligmanuts	
[4/22/23 01:42PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Ligmanuts	
[4/22/23 01:43PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Ligmanuts	
[4/22/23 01:43PM] Player picked up item: Coin, id: 995, amount: 800, owner: Ligmanuts	
[4/22/23 01:43PM] Player picked up item: Coin, id: 995, amount: 400, owner: Ligmanuts	
[4/22/23 01:43PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Ligmanuts	
[4/22/23 01:44PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Ligmanuts	
[4/22/23 01:52PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ligmanuts	
[4/22/23 01:53PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ligmanuts	
[4/22/23 01:54PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ligmanuts	
[4/22/23 01:54PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ligmanuts	
[4/22/23 01:54PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Ligmanuts	
[4/22/23 01:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ligmanuts	
[4/22/23 01:55PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Ligmanuts	
[4/22/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ligmanuts	
[4/22/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ligmanuts	
[4/22/23 01:55PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Ligmanuts	
[4/22/23 01:55PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ligmanuts	
[4/22/23 01:55PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ligmanuts	
[4/22/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ligmanuts	
[4/22/23 01:56PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Ligmanuts	
[4/22/23 01:57PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Ligmanuts	
[4/22/23 01:57PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ligmanuts	
[4/22/23 02:00PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ligmanuts	
[4/22/23 02:00PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ligmanuts	
[4/22/23 02:02PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ligmanuts	
[4/22/23 02:02PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ligmanuts	
[4/22/23 02:02PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ligmanuts	
[4/22/23 02:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ligmanuts	
[4/22/23 02:02PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ligmanuts	
[4/22/23 02:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ligmanuts	
[4/22/23 02:04PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Ligmanuts	
[4/22/23 02:04PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ligmanuts	
[4/22/23 02:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ligmanuts	
[4/22/23 02:07PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ligmanuts	
[4/22/23 02:08PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Ligmanuts	
[4/22/23 02:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ligmanuts	
[4/22/23 02:08PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ligmanuts	
[4/22/23 02:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ligmanuts	
[4/22/23 02:08PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ligmanuts	
[4/22/23 02:08PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ligmanuts	
[4/22/23 02:09PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Ligmanuts	
[4/22/23 02:09PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ligmanuts	
[4/22/23 02:09PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ligmanuts	
[4/22/23 02:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ligmanuts	
[4/22/23 02:10PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Ligmanuts	
[4/22/23 02:12PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Ligmanuts	
[4/22/23 02:12PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ligmanuts	
[4/22/23 02:12PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Ligmanuts	
[4/22/23 02:13PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Ligmanuts	
[4/22/23 02:14PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Ligmanuts	
[4/22/23 02:15PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Ligmanuts	
[4/22/23 02:17PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Ligmanuts	
[4/22/23 02:17PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Ligmanuts	
[4/22/23 02:18PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ligmanuts	
[4/22/23 02:19PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Ligmanuts	
[4/22/23 02:20PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Ligmanuts	
[4/22/23 02:20PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ligmanuts	
[4/22/23 02:21PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Ligmanuts	
[4/22/23 02:24PM] Player picked up item: Coin, id: 995, amount: 2800, owner: Ligmanuts	
[4/22/23 02:24PM] Player picked up item: Coin, id: 995, amount: 700, owner: Ligmanuts	
[4/22/23 02:24PM] Player picked up item: Coin, id: 995, amount: 700, owner: Ligmanuts	
[4/22/23 02:25PM] Player picked up item: Coin, id: 995, amount: 700, owner: Ligmanuts	
[4/22/23 02:25PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Ligmanuts	
[4/22/23 02:25PM] Player picked up item: Coin, id: 995, amount: 700, owner: Ligmanuts	
[4/22/23 02:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ligmanuts	
[4/22/23 02:25PM] Player picked up item: Coin, id: 995, amount: 700, owner: Ligmanuts	
[4/22/23 02:25PM] Player picked up item: Coin, id: 995, amount: 700, owner: Ligmanuts	
[4/22/23 02:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ligmanuts	
[4/22/23 02:25PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Ligmanuts	
[4/22/23 02:26PM] Player picked up item: Coin, id: 995, amount: 700, owner: Ligmanuts	
[4/22/23 02:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ligmanuts	
[4/22/23 02:26PM] Player picked up item: Coin, id: 995, amount: 700, owner: Ligmanuts	
[4/22/23 02:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ligmanuts	
[4/22/23 02:26PM] Player picked up item: Coin, id: 995, amount: 700, owner: Ligmanuts	
[4/22/23 02:28PM] Player picked up item: Coin, id: 995, amount: 2800, owner: Ligmanuts	
[4/22/23 02:28PM] Player picked up item: Coin, id: 995, amount: 3500, owner: Ligmanuts	
[4/22/23 02:29PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Ligmanuts	
[4/22/23 02:29PM] Player picked up item: Coin, id: 995, amount: 2800, owner: Ligmanuts	
[4/22/23 02:32PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Ligmanuts	
[4/22/23 02:32PM] Player picked up item: Coin, id: 995, amount: 700, owner: Ligmanuts	
[4/22/23 02:34PM] Player picked up item: Coin, id: 995, amount: 3299477, owner: Ligmanuts	
[4/22/23 02:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Ligmanuts	
[4/22/23 02:35PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Ligmanuts	
[4/22/23 02:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Ligmanuts	
[4/22/23 02:50PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Ligmanuts	
[4/22/23 02:52PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Ligmanuts	
[4/22/23 02:52PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Ligmanuts	
[4/22/23 02:53PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Ligmanuts	
[4/22/23 02:53PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Ligmanuts	
[4/22/23 02:53PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Ligmanuts	
[4/22/23 02:53PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Ligmanuts	
[4/22/23 02:57PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Ligmanuts	
[4/22/23 02:57PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Ligmanuts	
[4/22/23 03:04PM] Player picked up item: Coin, id: 995, amount: 1874642, owner: Ligmanuts	
[4/22/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Ligmanuts	
[4/22/23 03:15PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ligmanuts	
[4/22/23 03:17PM] Player picked up item: Mystic book, id: 23027, amount: 1, owner: Ligmanuts	
[4/22/23 03:17PM] Player picked up item: Mystic book, id: 23027, amount: 1, owner: Ligmanuts	
[4/22/23 03:17PM] Player picked up item: Mystic book, id: 23027, amount: 1, owner: Ligmanuts	
[4/22/23 03:20PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ligmanuts	
[4/22/23 03:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ligmanuts	
[4/22/23 03:21PM] Player picked up item: Mystic gloves, id: 23024, amount: 1, owner: Ligmanuts	
[4/22/23 03:21PM] Player picked up item: Mystic gloves, id: 23024, amount: 1, owner: Ligmanuts	
[4/22/23 03:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ligmanuts	
[4/22/23 03:22PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ligmanuts	
[4/22/23 03:23PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ligmanuts	
[4/22/23 03:23PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ligmanuts	
[4/22/23 03:24PM] Player picked up item: Mystic gloves, id: 23024, amount: 1, owner: Ligmanuts	
[4/22/23 03:24PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ligmanuts	
[4/22/23 03:25PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Ligmanuts	
[4/22/23 03:26PM] Player picked up item: Mystic book, id: 23027, amount: 1, owner: Ligmanuts	
[4/22/23 03:27PM] Player picked up item: Mystic boots, id: 23025, amount: 1, owner: Ligmanuts	
[4/22/23 03:27PM] Player picked up item: Mystic boots, id: 23025, amount: 1, owner: Ligmanuts	
[4/22/23 03:28PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ligmanuts	
[4/22/23 03:31PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Ligmanuts	
[4/22/23 03:31PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Ligmanuts	
[4/22/23 03:34PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Ligmanuts	
[4/22/23 03:35PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Ligmanuts	
[4/22/23 03:39PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ligmanuts	
[4/22/23 03:41PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Ligmanuts	
[4/24/23 07:55PM] Player picked up item: Nightmare legs, id: 23030, amount: 1, owner: Ligmanuts	
[4/24/23 07:55PM] Player picked up item: Nightmare hammers, id: 23033, amount: 1, owner: Ligmanuts	
