[4/19/23 05:41AM] Player picked up item: Coin, id: 995, amount: 100, owner: Xlee	
[4/19/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xlee	
[4/19/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xlee	
[4/19/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xlee	
[4/19/23 06:24AM] Player picked up item: Coin, id: 995, amount: 200, owner: Xlee	
[4/19/23 06:32AM] Player picked up item: Coin, id: 995, amount: 3731111, owner: Xlee	
[4/19/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Xlee	
[4/19/23 06:33AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Xlee	
[4/19/23 06:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xlee	
[4/19/23 06:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xlee	
[4/19/23 06:33AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Xlee	
[4/19/23 06:38AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Xlee	
[4/19/23 06:38AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Xlee	
[4/19/23 06:48AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Xlee	
[4/19/23 06:52AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Xlee	
[4/19/23 06:52AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Xlee	
[4/19/23 06:59AM] Player picked up item: Coin, id: 995, amount: 1434109, owner: Xlee	
[4/19/23 06:59AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Xlee	
[4/19/23 07:03AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Xlee	
[4/19/23 07:09AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xlee	
[4/19/23 07:15AM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: Xlee	
[4/19/23 07:19AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Xlee	
[4/19/23 07:20AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Xlee	
[4/19/23 07:20AM] Player picked up item: Mystic legs, id: 23023, amount: 1, owner: Xlee	
[4/19/23 07:23AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Xlee	
[4/19/23 07:23AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Xlee	
[4/19/23 07:25AM] Player picked up item: Coin, id: 995, amount: 1159849, owner: Xlee	
[4/19/23 07:25AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Xlee	
[4/19/23 07:27AM] Player picked up item: Coin, id: 995, amount: 3731653, owner: Xlee	
[4/19/23 07:27AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Xlee	
[4/19/23 07:27AM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: Xlee	
[4/19/23 07:29AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Xlee	
[4/19/23 07:30AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Xlee	
[4/19/23 07:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Xlee	
[4/19/23 07:30AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Xlee	
[4/19/23 07:31AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Xlee	
[4/19/23 07:37AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Xlee	
[4/19/23 07:37AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Xlee	
[4/19/23 07:38AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Xlee	
[4/19/23 07:39AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Xlee	
[4/19/23 07:39AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Xlee	
[4/19/23 07:40AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Xlee	
[4/19/23 07:40AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Xlee	
[4/19/23 07:41AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Xlee	
[4/19/23 07:43AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Xlee	
[4/19/23 07:43AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Xlee	
[4/19/23 07:48AM] Player picked up item: Coin, id: 995, amount: 1631288, owner: Xlee	
[4/19/23 07:48AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Xlee	
[4/19/23 07:50AM] Player picked up item: Coin, id: 995, amount: 3247886, owner: Xlee	
[4/19/23 07:50AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Xlee	
[4/19/23 07:52AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Xlee	
[4/19/23 07:52AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Xlee	
[4/19/23 08:15AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Xlee	
[4/19/23 08:17AM] Player picked up item: Coin, id: 995, amount: 2390512, owner: Xlee	
[4/19/23 08:17AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Xlee	
[4/19/23 08:21AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Xlee	
[4/19/23 08:21AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Xlee	
[4/19/23 08:21AM] Player picked up item: Nightmare hammers, id: 23033, amount: 1, owner: Xlee	
[4/19/23 08:23AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Xlee	
[4/19/23 08:23AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Xlee	
[4/19/23 08:25AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Xlee	
[4/19/23 08:26AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Xlee	
[4/19/23 08:26AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Xlee	
[4/19/23 08:27AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xlee	
[4/19/23 08:30AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Xlee	
[4/19/23 08:30AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Xlee	
[4/19/23 08:32AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Xlee	
[4/19/23 08:32AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xlee	
[4/19/23 08:32AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xlee	
[4/19/23 08:36AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xlee	
[4/19/23 08:41AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Xlee	
[4/19/23 08:45AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xlee	
[4/19/23 08:47AM] Player picked up item: Coin, id: 995, amount: 2272087, owner: Xlee	
[4/19/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Xlee	
[4/19/23 08:49AM] Player picked up item: Coin, id: 995, amount: 4463208, owner: Xlee	
[4/19/23 08:49AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Xlee	
[4/19/23 08:50AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xlee	
[4/19/23 08:52AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Xlee	
[4/19/23 08:55AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Xlee	
[4/19/23 08:58AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Xlee	
[4/19/23 08:58AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Xlee	
[4/19/23 09:01AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Xlee	
[4/19/23 09:03AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Xlee	
[4/19/23 09:04AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xlee	
[4/19/23 09:04AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Xlee	
[4/19/23 09:05AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Xlee	
[4/19/23 09:21AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Xlee	
[4/19/23 09:26AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xlee	
[4/19/23 09:27AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Xlee	
[4/19/23 09:28AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Xlee	
[4/19/23 09:28AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Xlee	
[4/21/23 08:41AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Forest	
