[4/16/23 12:15AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vetarn	
[4/16/23 12:21AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vetarn	
[4/16/23 12:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 12:22AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vetarn	
[4/16/23 12:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 12:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 12:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 12:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 12:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 12:24AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vetarn	
[4/16/23 12:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 12:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 12:25AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vetarn	
[4/16/23 12:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 12:25AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vetarn	
[4/16/23 12:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 12:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 12:26AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vetarn	
[4/16/23 12:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 12:26AM] Player picked up item: Coin, id: 995, amount: 200, owner: Vetarn	
[4/16/23 12:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 12:27AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vetarn	
[4/16/23 12:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 12:27AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vetarn	
[4/16/23 12:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 12:28AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vetarn	
[4/16/23 12:28AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 12:28AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vetarn	
[4/16/23 12:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 12:28AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vetarn	
[4/16/23 12:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 12:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 12:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 12:29AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vetarn	
[4/16/23 12:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 12:30AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vetarn	
[4/16/23 12:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 12:30AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vetarn	
[4/16/23 12:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 12:31AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vetarn	
[4/16/23 12:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 12:31AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vetarn	
[4/16/23 12:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 12:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 12:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 12:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vetarn	
[4/16/23 12:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 12:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 12:33AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vetarn	
[4/16/23 12:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 12:33AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vetarn	
[4/16/23 12:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 12:34AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Vetarn	
[4/16/23 12:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 12:34AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vetarn	
[4/16/23 12:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 12:34AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vetarn	
[4/16/23 12:34AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 12:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 12:35AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vetarn	
[4/16/23 12:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 12:35AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vetarn	
[4/16/23 12:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 12:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 12:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vetarn	
[4/16/23 12:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 12:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vetarn	
[4/16/23 12:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 12:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vetarn	
[4/16/23 12:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 12:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 12:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: Vetarn	
[4/16/23 12:59AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vetarn	
[4/16/23 12:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:00AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vetarn	
[4/16/23 01:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:01AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vetarn	
[4/16/23 01:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:01AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vetarn	
[4/16/23 01:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:02AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vetarn	
[4/16/23 01:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:03AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vetarn	
[4/16/23 01:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:03AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vetarn	
[4/16/23 01:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:04AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vetarn	
[4/16/23 01:06AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vetarn	
[4/16/23 01:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:07AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vetarn	
[4/16/23 01:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:07AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vetarn	
[4/16/23 01:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:08AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vetarn	
[4/16/23 01:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:08AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vetarn	
[4/16/23 01:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:09AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vetarn	
[4/16/23 01:09AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vetarn	
[4/16/23 01:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:10AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vetarn	
[4/16/23 01:10AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:10AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vetarn	
[4/16/23 01:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:11AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vetarn	
[4/16/23 01:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:11AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vetarn	
[4/16/23 01:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:12AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vetarn	
[4/16/23 01:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:12AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vetarn	
[4/16/23 01:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:12AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vetarn	
[4/16/23 01:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:14AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vetarn	
[4/16/23 01:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:14AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vetarn	
[4/16/23 01:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:14AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vetarn	
[4/16/23 01:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:16AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vetarn	
[4/16/23 01:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:16AM] Player picked up item: Coin, id: 995, amount: 400, owner: Vetarn	
[4/16/23 01:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:17AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vetarn	
[4/16/23 01:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:18AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vetarn	
[4/16/23 01:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:19AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vetarn	
[4/16/23 01:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:20AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vetarn	
[4/16/23 01:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:21AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vetarn	
[4/16/23 01:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:21AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vetarn	
[4/16/23 01:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:22AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vetarn	
[4/16/23 01:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:23AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vetarn	
[4/16/23 01:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:24AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vetarn	
[4/16/23 01:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:24AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vetarn	
[4/16/23 01:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:24AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vetarn	
[4/16/23 01:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:25AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vetarn	
[4/16/23 01:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:26AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vetarn	
[4/16/23 01:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:27AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vetarn	
[4/16/23 01:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:27AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vetarn	
[4/16/23 01:28AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vetarn	
[4/16/23 01:28AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:28AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vetarn	
[4/16/23 01:28AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:29AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vetarn	
[4/16/23 01:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:30AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vetarn	
[4/16/23 01:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:31AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vetarn	
[4/16/23 01:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:32AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vetarn	
[4/16/23 01:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:34AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vetarn	
[4/16/23 01:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:35AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vetarn	
[4/16/23 01:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:36AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vetarn	
[4/16/23 01:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:37AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vetarn	
[4/16/23 01:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:46AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vetarn	
[4/16/23 01:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:46AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vetarn	
[4/16/23 01:47AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vetarn	
[4/16/23 01:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:47AM] Player picked up item: Coin, id: 995, amount: 500, owner: Vetarn	
[4/16/23 01:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:52AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vetarn	
[4/16/23 01:52AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vetarn	
[4/16/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:52AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vetarn	
[4/16/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:53AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vetarn	
[4/16/23 01:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:53AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vetarn	
[4/16/23 01:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:54AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vetarn	
[4/16/23 01:54AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vetarn	
[4/16/23 01:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:55AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vetarn	
[4/16/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:55AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vetarn	
[4/16/23 01:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:56AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vetarn	
[4/16/23 01:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:56AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vetarn	
[4/16/23 01:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:57AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vetarn	
[4/16/23 01:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:57AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vetarn	
[4/16/23 01:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:58AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vetarn	
[4/16/23 01:58AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vetarn	
[4/16/23 01:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:58AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vetarn	
[4/16/23 01:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:58AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vetarn	
[4/16/23 01:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vetarn	
[4/16/23 01:59AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vetarn	
[4/16/23 01:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
[4/16/23 01:59AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vetarn	
[4/16/23 01:59AM] Player picked up item: Coin, id: 995, amount: 600, owner: Vetarn	
[4/16/23 01:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vetarn	
