[4/15/23 03:28AM] Player picked up item: Coin, id: 995, amount: 100, owner: Russianmom	
[4/15/23 03:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: Russianmom	
[4/15/23 03:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Russianmom	
[4/15/23 03:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Russianmom	
[4/15/23 03:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Russianmom	
[4/15/23 03:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Russianmom	
[4/15/23 03:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Russianmom	
[4/15/23 03:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Russianmom	
[4/15/23 03:36AM] Player picked up item: Coin, id: 995, amount: 200, owner: Russianmom	
[4/15/23 03:37AM] Player picked up item: Coin, id: 995, amount: 400, owner: Russianmom	
[4/15/23 03:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Russianmom	
[4/15/23 03:37AM] Player picked up item: Coin, id: 995, amount: 200, owner: Russianmom	
[4/15/23 03:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Russianmom	
[4/15/23 03:37AM] Player picked up item: Coin, id: 995, amount: 200, owner: Russianmom	
[4/15/23 03:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Russianmom	
[4/15/23 03:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Russianmom	
[4/15/23 03:37AM] Player picked up item: Coin, id: 995, amount: 200, owner: Russianmom	
[4/15/23 03:38AM] Player picked up item: Coin, id: 995, amount: 300, owner: Russianmom	
[4/15/23 03:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Russianmom	
[4/15/23 03:38AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Russianmom	
[4/15/23 03:38AM] Player picked up item: Coin, id: 995, amount: 600, owner: Russianmom	
[4/15/23 03:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Russianmom	
[4/15/23 03:39AM] Player picked up item: Coin, id: 995, amount: 600, owner: Russianmom	
[4/15/23 03:50AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Russianmom	
[4/15/23 03:51AM] Player picked up item: Coin, id: 995, amount: 400, owner: Russianmom	
[4/15/23 03:51AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Russianmom	
[4/15/23 03:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Russianmom	
[4/15/23 03:52AM] Player picked up item: Coin, id: 995, amount: 400, owner: Russianmom	
[4/15/23 03:52AM] Player picked up item: Coin, id: 995, amount: 400, owner: Russianmom	
[4/15/23 03:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Russianmom	
[4/15/23 03:53AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Russianmom	
[4/15/23 03:54AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Russianmom	
[4/15/23 04:11AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Russianmom	
[4/15/23 04:11AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Russianmom	
[4/15/23 04:59AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Russianmom	
[4/15/23 04:59AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Russianmom	
[4/15/23 05:01AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Russianmom	
[4/15/23 05:01AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Russianmom	
[4/15/23 05:01AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Russianmom	
[4/15/23 05:04AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Russianmom	
