[4/17/23 05:58AM] Player picked up item: Coin, id: 995, amount: 100, owner: Amnesia	
[4/18/23 07:10AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Amnesia	
[4/18/23 07:13AM] Player picked up item: Coin, id: 995, amount: 2024543, owner: Amnesia	
[4/19/23 06:44AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Amnesia	
[4/19/23 06:44AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Amnesia	
[4/19/23 06:45AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Amnesia	
[4/19/23 06:45AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Amnesia	
[4/19/23 06:47AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Amnesia	
[4/19/23 06:49AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Amnesia	
[4/19/23 06:50AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Amnesia	
[4/19/23 06:52AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Amnesia	
[4/19/23 06:52AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Amnesia	
[4/19/23 06:53AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Amnesia	
[4/19/23 06:54AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Amnesia	
[4/19/23 06:55AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Amnesia	
[4/19/23 08:56PM] Player picked up item: Starter Amulet, id: 23089, amount: 1, owner: Cheech	
[4/22/23 11:12AM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Voki	
[4/22/23 11:12AM] Player picked up item: Solar Hood, id: 15645, amount: 1, owner: Voki	
[4/22/23 11:12AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Voki	
[4/23/23 07:14PM] Player picked up item: Lava bones, id: 2023, amount: 1015, owner: Zshana	
