[4/15/23 07:31PM] Player picked up item: Coin, id: 995, amount: 100, owner: Guitar	
[4/15/23 07:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:45PM] Player picked up item: Coin, id: 995, amount: 300, owner: Guitar	
[4/15/23 07:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:45PM] Player picked up item: Coin, id: 995, amount: 300, owner: Guitar	
[4/15/23 07:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:45PM] Player picked up item: Coin, id: 995, amount: 300, owner: Guitar	
[4/15/23 07:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:46PM] Player picked up item: Coin, id: 995, amount: 300, owner: Guitar	
[4/15/23 07:46PM] Player picked up item: Coin, id: 995, amount: 300, owner: Guitar	
[4/15/23 07:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:46PM] Player picked up item: Coin, id: 995, amount: 300, owner: Guitar	
[4/15/23 07:46PM] Player picked up item: Coin, id: 995, amount: 300, owner: Guitar	
[4/15/23 07:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:51PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Guitar	
[4/15/23 07:51PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Guitar	
[4/15/23 07:53PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Guitar	
[4/15/23 07:53PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Guitar	
[4/15/23 07:56PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Guitar	
[4/15/23 07:56PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Guitar	
[4/15/23 07:58PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Guitar	
[4/15/23 07:58PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Guitar	
[4/15/23 07:58PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Guitar	
[4/15/23 07:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:58PM] Player picked up item: Coin, id: 995, amount: 400, owner: Guitar	
[4/15/23 07:59PM] Player picked up item: Coin, id: 995, amount: 400, owner: Guitar	
[4/15/23 07:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 07:59PM] Player picked up item: Coin, id: 995, amount: 1184092, owner: Guitar	
[4/15/23 07:59PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Guitar	
[4/15/23 08:03PM] Player picked up item: Coin, id: 995, amount: 400, owner: Guitar	
[4/15/23 08:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 08:03PM] Player picked up item: Coin, id: 995, amount: 400, owner: Guitar	
[4/15/23 08:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 08:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 08:03PM] Player picked up item: Coin, id: 995, amount: 400, owner: Guitar	
[4/15/23 08:03PM] Player picked up item: Coin, id: 995, amount: 400, owner: Guitar	
[4/15/23 08:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 08:03PM] Player picked up item: Coin, id: 995, amount: 400, owner: Guitar	
[4/15/23 08:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 08:04PM] Player picked up item: Coin, id: 995, amount: 400, owner: Guitar	
[4/15/23 08:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 08:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 08:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Guitar	
[4/15/23 08:06PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Guitar	
[4/15/23 08:07PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Guitar	
[4/15/23 08:07PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Guitar	
[4/15/23 08:08PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Guitar	
[4/15/23 08:08PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Guitar	
[4/15/23 08:13PM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Guitar	
[4/15/23 08:18PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Guitar	
[4/15/23 08:20PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Guitar	
[4/15/23 08:20PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Guitar	
[4/15/23 08:20PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Guitar	
[4/15/23 08:21PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Guitar	
[4/15/23 08:21PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Guitar	
[4/15/23 08:24PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Guitar	
[4/15/23 08:24PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Guitar	
[4/15/23 08:30PM] Player picked up item: Coin, id: 995, amount: 1225057, owner: Guitar	
[4/15/23 08:30PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Guitar	
[4/15/23 08:32PM] Player picked up item: Coin, id: 995, amount: 2069653, owner: Guitar	
[4/15/23 08:32PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Guitar	
[4/15/23 08:33PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Guitar	
[4/15/23 08:33PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Guitar	
[4/15/23 10:29PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Guitar	
[4/15/23 10:29PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Guitar	
[4/15/23 10:30PM] Player picked up item: Coin, id: 995, amount: 2161200, owner: Guitar	
[4/15/23 10:30PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Guitar	
[4/15/23 10:31PM] Player picked up item: Coin, id: 995, amount: 3871987, owner: Guitar	
[4/15/23 10:31PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Guitar	
[4/15/23 10:32PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Guitar	
[4/15/23 10:32PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Guitar	
[4/15/23 10:39PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Guitar	
[4/15/23 10:44PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Guitar	
[4/15/23 10:51PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Guitar	
[4/15/23 10:56PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Guitar	
[4/15/23 10:56PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Guitar	
[4/15/23 11:08PM] Player picked up item: Coin, id: 995, amount: 1081027, owner: Guitar	
[4/15/23 11:08PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Guitar	
[4/15/23 11:09PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Guitar	
