[4/22/23 12:50PM] Player picked up item: Coin, id: 995, amount: 100, owner: Bonk	
[4/22/23 02:04PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Bonk	
[4/22/23 02:06PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Bonk	
[4/22/23 02:06PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Bonk	
[4/22/23 02:15PM] Player picked up item: Nagi Gloves, id: 21066, amount: 1, owner: Bonk	
[4/22/23 02:33PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Bonk	
[4/22/23 02:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Bonk	
[4/22/23 02:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Bonk	
[4/22/23 02:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Bonk	
[4/22/23 02:36PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Bonk	
[4/22/23 03:04PM] Player picked up item: Coin, id: 995, amount: 2183229, owner: Bonk	
[4/22/23 03:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bonk	
[4/22/23 03:23PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Bonk	
[4/22/23 03:23PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Bonk	
[4/22/23 03:34PM] Player picked up item: Coin, id: 995, amount: 2327953, owner: Bonk	
[4/22/23 03:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bonk	
[4/22/23 04:04PM] Player picked up item: Coin, id: 995, amount: 1167674, owner: Bonk	
[4/22/23 04:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bonk	
[4/22/23 04:33PM] Player picked up item: Coin, id: 995, amount: 2261751, owner: Bonk	
[4/22/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Bonk	
[4/22/23 04:37PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Bonk	
[4/22/23 04:37PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Bonk	
[4/22/23 04:38PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Bonk	
[4/22/23 04:38PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Bonk	
