[4/15/23 12:12AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ronnie V2	
[4/15/23 12:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:21AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ronnie V2	
[4/15/23 12:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:22AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ronnie V2	
[4/15/23 12:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:22AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ronnie V2	
[4/15/23 12:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:22AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ronnie V2	
[4/15/23 12:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:22AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ronnie V2	
[4/15/23 12:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:22AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ronnie V2	
[4/15/23 12:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:23AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ronnie V2	
[4/15/23 12:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:23AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ronnie V2	
[4/15/23 12:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:23AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ronnie V2	
[4/15/23 12:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:23AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ronnie V2	
[4/15/23 12:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:23AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ronnie V2	
[4/15/23 12:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:23AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ronnie V2	
[4/15/23 12:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:23AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ronnie V2	
[4/15/23 12:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:24AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ronnie V2	
[4/15/23 12:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:25AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ronnie V2	
[4/15/23 12:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:25AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ronnie V2	
[4/15/23 12:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:26AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ronnie V2	
[4/15/23 12:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:26AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ronnie V2	
[4/15/23 12:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:26AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ronnie V2	
[4/15/23 12:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:26AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ronnie V2	
[4/15/23 12:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:27AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ronnie V2	
[4/15/23 12:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:27AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ronnie V2	
[4/15/23 12:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:27AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ronnie V2	
[4/15/23 12:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:27AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ronnie V2	
[4/15/23 12:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:27AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ronnie V2	
[4/15/23 12:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:27AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ronnie V2	
[4/15/23 12:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:27AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ronnie V2	
[4/15/23 12:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:28AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ronnie V2	
[4/15/23 12:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:28AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ronnie V2	
[4/15/23 12:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:28AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ronnie V2	
[4/15/23 12:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:28AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ronnie V2	
[4/15/23 12:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:28AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ronnie V2	
[4/15/23 12:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:28AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ronnie V2	
[4/15/23 12:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:29AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ronnie V2	
[4/15/23 12:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:29AM] Player picked up item: Coin, id: 995, amount: 600, owner: Ronnie V2	
[4/15/23 12:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:30AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ronnie V2	
[4/15/23 12:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:31AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ronnie V2	
[4/15/23 12:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:31AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ronnie V2	
[4/15/23 12:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:31AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ronnie V2	
[4/15/23 12:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:31AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ronnie V2	
[4/15/23 12:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:31AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ronnie V2	
[4/15/23 12:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:32AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ronnie V2	
[4/15/23 12:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:32AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ronnie V2	
[4/15/23 12:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:32AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ronnie V2	
[4/15/23 12:32AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ronnie V2	
[4/15/23 12:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:32AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ronnie V2	
[4/15/23 12:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:33AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ronnie V2	
[4/15/23 12:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:33AM] Player picked up item: Coin, id: 995, amount: 800, owner: Ronnie V2	
[4/15/23 12:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ronnie V2	
[4/15/23 12:33AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ronnie V2	
[4/15/23 12:33AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ronnie V2	
[4/15/23 12:33AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ronnie V2	
[4/15/23 12:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:34AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ronnie V2	
[4/15/23 12:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:34AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ronnie V2	
[4/15/23 12:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:34AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ronnie V2	
[4/15/23 12:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 12:41AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Ronnie V2	
[4/15/23 12:42AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Ronnie V2	
[4/15/23 12:46AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Ronnie V2	
[4/15/23 12:48AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Ronnie V2	
[4/15/23 12:52AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Ronnie V2	
[4/15/23 01:04AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Ronnie V2	
[4/15/23 01:16AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Ronnie V2	
[4/15/23 01:19AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ronnie V2	
[4/15/23 01:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 01:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 01:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 01:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 01:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 01:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 01:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 01:21AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Ronnie V2	
[4/15/23 01:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 01:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 01:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ronnie V2	
[4/15/23 01:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 01:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 01:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 01:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 01:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 01:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/15/23 02:37AM] Player picked up item: Coin, id: 995, amount: 3018, owner: Ronnie V2	
[4/15/23 06:39AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Ronnie V2	
[4/15/23 06:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ronnie V2	
[4/16/23 02:12PM] Player picked up item: Coin, id: 995, amount: 32390, owner: Ronnie V2	
[4/20/23 01:55PM] Player picked up item: Coin, id: 995, amount: 120568, owner: Ronnie V2	
[4/22/23 03:28PM] Player picked up item: Infinite healing potion (T3), id: 23120, amount: 1, owner: Ronnie V2	
[4/22/23 11:19PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Ronnie V2	
[4/22/23 11:19PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Ronnie V2	
