[4/15/23 09:28AM] Player picked up item: Coin, id: 995, amount: 400, owner: Kii	
[4/15/23 10:09AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Kii	
[4/15/23 10:09AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Kii	
[4/15/23 10:09AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Kii	
[4/15/23 10:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kii	
[4/15/23 10:12AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Kii	
[4/15/23 10:12AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Kii	
[4/15/23 10:13AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Kii	
[4/15/23 10:13AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kii	
[4/15/23 10:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kii	
[4/15/23 10:13AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Kii	
[4/15/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Kii	
[4/15/23 10:14AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Kii	
[4/15/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Kii	
[4/15/23 10:14AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Kii	
[4/15/23 10:14AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Kii	
[4/15/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Kii	
[4/15/23 10:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kii	
[4/15/23 10:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kii	
[4/15/23 10:15AM] Player picked up item: Aberrant Head, id: 20592, amount: 1, owner: Kii	
[4/15/23 10:17AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Kii	
[4/15/23 10:17AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Kii	
[4/15/23 10:17AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Kii	
[4/15/23 10:19AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kii	
[4/15/23 10:19AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kii	
[4/15/23 10:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kii	
[4/15/23 10:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kii	
[4/15/23 10:26AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kii	
[4/15/23 10:26AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kii	
[4/15/23 10:26AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kii	
[4/15/23 10:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kii	
[4/15/23 10:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kii	
[4/15/23 10:33AM] Player picked up item: Inferno Blade, id: 20542, amount: 1, owner: Kii	
[4/15/23 10:33AM] Player picked up item: Inferno Blade, id: 20542, amount: 1, owner: Kii	
[4/15/23 10:35AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kii	
[4/15/23 10:42AM] Player picked up item: Coin, id: 995, amount: 20000, owner: Kii	
[4/15/23 10:46AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Kii	
[4/15/23 10:46AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Kii	
[4/15/23 10:46AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Kii	
[4/15/23 10:49AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Kii	
[4/15/23 10:49AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Kii	
[4/15/23 10:50AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kii	
[4/15/23 11:01AM] Player picked up item: Tormented Helm, id: 21036, amount: 1, owner: Kii	
[4/15/23 11:01AM] Player picked up item: Tormented Helm, id: 21036, amount: 1, owner: Kii	
[4/15/23 11:10AM] Player picked up item: Tormented Shield, id: 21049, amount: 1, owner: Kii	
[4/15/23 11:10AM] Player picked up item: Tormented Shield, id: 21049, amount: 1, owner: Kii	
[4/16/23 11:06AM] Player picked up item: Coin, id: 995, amount: 7000, owner: Kii	
[4/16/23 11:07AM] Player picked up item: Coin, id: 995, amount: 7000, owner: Kii	
[4/16/23 11:07AM] Player picked up item: Coin, id: 995, amount: 7000, owner: Kii	
[4/16/23 11:25AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Kii	
[4/16/23 11:25AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Kii	
[4/16/23 11:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kii	
[4/16/23 11:34AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Kii	
[4/16/23 11:36AM] Player picked up item: Coin, id: 995, amount: 7000, owner: Kii	
[4/16/23 11:37AM] Player picked up item: Coin, id: 995, amount: 21000, owner: Kii	
[4/16/23 11:38AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Kii	
