[4/22/23 02:48PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Demon	
[4/22/23 04:02PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Demon	
[4/22/23 04:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Demon	
[4/22/23 04:02PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Demon	
[4/22/23 04:02PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Demon	
[4/22/23 04:04PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Demon	
[4/22/23 04:04PM] Player picked up item: Coin, id: 995, amount: 2302457, owner: Demon	
[4/22/23 04:06PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Demon	
[4/22/23 04:06PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Demon	
[4/22/23 04:06PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Demon	
[4/22/23 04:06PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Demon	
[4/22/23 04:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Demon	
[4/22/23 04:07PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Demon	
[4/22/23 04:07PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Demon	
[4/22/23 04:07PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Demon	
[4/22/23 04:07PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Demon	
[4/22/23 04:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Demon	
[4/22/23 04:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Demon	
[4/22/23 04:08PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Demon	
[4/22/23 04:08PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Demon	
[4/22/23 04:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Demon	
[4/22/23 04:08PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Demon	
[4/22/23 04:08PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Demon	
[4/22/23 04:08PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Demon	
[4/22/23 04:09PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Demon	
[4/22/23 04:09PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Demon	
[4/22/23 04:09PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Demon	
[4/22/23 04:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Demon	
[4/22/23 04:09PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Demon	
[4/22/23 04:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Demon	
[4/22/23 04:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Demon	
[4/22/23 04:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Demon	
[4/22/23 04:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Demon	
[4/22/23 04:09PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Demon	
[4/22/23 04:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Demon	
[4/22/23 04:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Demon	
[4/22/23 04:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Demon	
[4/22/23 04:11PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Demon	
[4/22/23 04:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Demon	
[4/22/23 04:11PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Demon	
[4/22/23 04:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Demon	
[4/22/23 04:11PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Demon	
[4/22/23 04:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Demon	
[4/22/23 04:12PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Demon	
[4/22/23 04:12PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Demon	
[4/22/23 04:12PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Demon	
[4/22/23 04:12PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Demon	
[4/22/23 04:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Demon	
[4/22/23 04:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Demon	
[4/22/23 04:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Demon	
[4/22/23 04:12PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Demon	
[4/22/23 04:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Demon	
[4/22/23 04:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Demon	
[4/22/23 04:13PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Demon	
[4/22/23 04:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Demon	
[4/22/23 04:13PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Demon	
[4/22/23 04:13PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Demon	
[4/22/23 04:14PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Demon	
[4/22/23 04:14PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Demon	
[4/22/23 04:14PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Demon	
[4/22/23 04:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Demon	
[4/22/23 04:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Demon	
[4/22/23 04:14PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Demon	
[4/22/23 04:14PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Demon	
[4/22/23 04:15PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Demon	
[4/22/23 04:15PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Demon	
[4/22/23 04:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Demon	
[4/22/23 04:15PM] Player picked up item: Coin, id: 995, amount: 700, owner: Demon	
[4/22/23 04:15PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Demon	
[4/22/23 04:15PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Demon	
[4/22/23 04:15PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Demon	
[4/22/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Demon	
[4/22/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Demon	
[4/22/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Demon	
[4/22/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Demon	
[4/22/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Demon	
[4/22/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Demon	
[4/22/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Demon	
[4/22/23 04:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Demon	
[4/22/23 04:17PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Demon	
[4/22/23 04:18PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Demon	
[4/22/23 04:19PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Demon	
[4/22/23 04:20PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Demon	
[4/22/23 04:20PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Demon	
[4/22/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Demon	
[4/22/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Demon	
[4/22/23 04:21PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Demon	
[4/22/23 04:23PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Demon	
[4/22/23 04:23PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Demon	
[4/22/23 04:23PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Demon	
[4/22/23 04:23PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Demon	
[4/22/23 04:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Demon	
[4/22/23 04:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Demon	
[4/22/23 04:25PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Demon	
[4/22/23 04:25PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Demon	
[4/22/23 04:25PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Demon	
[4/22/23 04:26PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Demon	
[4/22/23 04:26PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Demon	
[4/22/23 04:26PM] Player picked up item: Coin, id: 995, amount: 700, owner: Demon	
[4/22/23 04:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Demon	
[4/22/23 04:26PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Demon	
[4/22/23 04:27PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Demon	
[4/22/23 04:27PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Demon	
[4/22/23 04:27PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Demon	
[4/22/23 04:27PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Demon	
[4/22/23 04:27PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Demon	
[4/22/23 04:27PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Demon	
[4/22/23 04:28PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Demon	
[4/22/23 04:28PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Demon	
[4/22/23 04:28PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Demon	
[4/22/23 04:33PM] Player picked up item: Coin, id: 995, amount: 1387257, owner: Demon	
[4/22/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Demon	
[4/22/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Demon	
[4/22/23 04:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Demon	
[4/22/23 04:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Demon	
[4/22/23 04:37PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Demon	
[4/22/23 04:37PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Demon	
[4/22/23 04:38PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Demon	
[4/22/23 04:38PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Demon	
[4/22/23 04:42PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Demon	
[4/22/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Demon	
[4/22/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Demon	
[4/22/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Demon	
[4/22/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Demon	
[4/22/23 04:47PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Demon	
[4/22/23 04:47PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Demon	
[4/22/23 04:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Demon	
[4/22/23 05:01PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Demon	
[4/22/23 05:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Demon	
[4/22/23 06:20PM] Player picked up item: Godly Gloves, id: 14055, amount: 1, owner: Grizzly	
[4/22/23 06:20PM] Player picked up item: Godly Cape, id: 1485, amount: 1, owner: Grizzly	
[4/22/23 06:20PM] Player picked up item: Godly Legs, id: 14052, amount: 1, owner: Grizzly	
[4/22/23 06:20PM] Player picked up item: Godly Bow, id: 21018, amount: 1, owner: Grizzly	
[4/22/23 06:23PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Demon	
[4/22/23 06:23PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Demon	
[4/22/23 06:23PM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Demon	
[4/22/23 06:23PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Demon	
[4/22/23 06:23PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Demon	
[4/22/23 06:23PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Demon	
[4/22/23 06:23PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Demon	
[4/22/23 06:23PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Demon	
[4/22/23 06:23PM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: Demon	
[4/22/23 06:23PM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Demon	
[4/22/23 06:23PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Demon	
[4/22/23 06:24PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Demon	
[4/22/23 06:24PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Demon	
[4/22/23 06:24PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Demon	
[4/22/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Demon	
[4/22/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Demon	
[4/22/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Demon	
[4/22/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Demon	
[4/22/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Demon	
[4/22/23 06:25PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Demon	
[4/22/23 06:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Demon	
[4/22/23 06:35PM] Player picked up item: Coin, id: 995, amount: 2590839, owner: Demon	
[4/22/23 06:35PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Demon	
[4/22/23 06:36PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Demon	
[4/22/23 06:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Demon	
[4/22/23 08:54PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Demon	
[4/22/23 08:54PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Demon	
[4/22/23 08:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Demon	
[4/22/23 09:09PM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: Demon	
[4/22/23 09:11PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Demon	
[4/22/23 09:11PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Demon	
[4/22/23 09:11PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Demon	
[4/22/23 09:12PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Demon	
[4/22/23 09:12PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Demon	
[4/22/23 09:12PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Demon	
[4/22/23 09:13PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Demon	
[4/22/23 09:14PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Demon	
[4/22/23 09:14PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Demon	
[4/22/23 09:14PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Demon	
[4/22/23 09:27PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Demon	
[4/22/23 09:27PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Demon	
[4/22/23 09:29PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Demon	
[4/22/23 09:29PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Demon	
[4/22/23 09:29PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Demon	
[4/22/23 09:30PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Demon	
[4/22/23 09:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Demon	
[4/22/23 09:30PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Demon	
[4/23/23 09:57AM] Player picked up item: Lava bones, id: 2023, amount: 840, owner: Zshana	
[4/27/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Grant	
[4/27/23 12:09PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Grant	
