[4/16/23 12:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lilmane	
[4/16/23 01:23PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Lilmane	
[4/16/23 01:24PM] Player picked up item: Coin, id: 995, amount: 2169935, owner: Lilmane	
[4/16/23 01:24PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Lilmane	
[4/16/23 01:25PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Lilmane	
[4/16/23 01:25PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Lilmane	
[4/16/23 01:41PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Lilmane	
[4/16/23 01:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lilmane	
[4/16/23 01:48PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Lilmane	
[4/16/23 01:52PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Lilmane	
[4/16/23 01:54PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Lilmane	
[4/16/23 01:55PM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Lilmane	
[4/16/23 01:55PM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Lilmane	
[4/16/23 01:58PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Lilmane	
[4/16/23 01:58PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Lilmane	
[4/16/23 02:02PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Lilmane	
[4/16/23 02:02PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Lilmane	
[4/16/23 02:06PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Lilmane	
[4/16/23 02:06PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Lilmane	
[4/16/23 02:08PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Lilmane	
[4/16/23 02:08PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Lilmane	
[4/16/23 02:08PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Lilmane	
[4/16/23 02:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lilmane	
[4/16/23 02:09PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Lilmane	
[4/16/23 02:09PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Lilmane	
[4/16/23 02:09PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Lilmane	
[4/16/23 02:09PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Lilmane	
[4/16/23 02:09PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Lilmane	
[4/16/23 02:09PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Lilmane	
[4/16/23 02:10PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Lilmane	
[4/16/23 02:10PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Lilmane	
[4/16/23 02:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lilmane	
[4/16/23 02:11PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Lilmane	
[4/16/23 03:13PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Lilmane	
[4/16/23 03:14PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Lilmane	
[4/16/23 03:14PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Lilmane	
[4/16/23 03:14PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Lilmane	
[4/16/23 03:15PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Lilmane	
[4/16/23 03:16PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Lilmane	
[4/16/23 03:17PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Lilmane	
[4/16/23 03:18PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Lilmane	
[4/16/23 03:19PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Lilmane	
[4/16/23 03:19PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Lilmane	
[4/16/23 03:20PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Lilmane	
[4/16/23 03:20PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Lilmane	
[4/16/23 03:23PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Lilmane	
[4/16/23 03:23PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Lilmane	
[4/16/23 03:23PM] Player picked up item: Coin, id: 995, amount: 1282064, owner: Lilmane	
[4/16/23 03:23PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Lilmane	
[4/16/23 03:24PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Lilmane	
[4/16/23 03:24PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Lilmane	
[4/16/23 03:24PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Lilmane	
[4/16/23 03:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lilmane	
[4/16/23 03:33PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lilmane	
[4/16/23 03:36PM] Player picked up item: Coin, id: 995, amount: 900, owner: Lilmane	
[4/16/23 03:36PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Lilmane	
[4/16/23 03:36PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lilmane	
[4/16/23 03:36PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Lilmane	
[4/16/23 03:38PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Lilmane	
[4/16/23 03:38PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Lilmane	
[4/16/23 03:41PM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Lilmane	
[4/16/23 03:41PM] Player picked up item: Inferno Boots, id: 13305, amount: 1, owner: Lilmane	
[4/16/23 03:41PM] Player picked up item: Inferno Boots, id: 13305, amount: 1, owner: Lilmane	
[4/16/23 03:41PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Lilmane	
[4/16/23 03:42PM] Player picked up item: Inferno Blade, id: 20542, amount: 1, owner: Lilmane	
[4/16/23 03:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lilmane	
[4/16/23 03:43PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Lilmane	
[4/16/23 03:43PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Lilmane	
[4/16/23 03:45PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Lilmane	
[4/16/23 04:51PM] Player picked up item: Coin, id: 995, amount: 11000, owner: Lilmane	
[4/16/23 04:51PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Lilmane	
[4/16/23 04:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lilmane	
[4/16/23 04:52PM] Player picked up item: Lava bones, id: 2023, amount: 14, owner: Lilmane	
[4/16/23 04:54PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Lilmane	
[4/16/23 05:00PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Lilmane	
[4/16/23 05:03PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Lilmane	
[4/16/23 05:03PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Lilmane	
[4/16/23 05:06PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Lilmane	
[4/16/23 05:06PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Lilmane	
[4/16/23 05:07PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Lilmane	
[4/16/23 05:07PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Lilmane	
[4/16/23 05:07PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Lilmane	
[4/16/23 05:17PM] Player picked up item: Sacred Boots, id: 23138, amount: 1, owner: Lilmane	
[4/16/23 05:17PM] Player picked up item: Sacred Boots, id: 23138, amount: 1, owner: Lilmane	
[4/16/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Lilmane	
[4/16/23 05:24PM] Player picked up item: Coin, id: 995, amount: 2389107, owner: Lilmane	
[4/16/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Lilmane	
[4/16/23 05:25PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Lilmane	
[4/16/23 05:25PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Lilmane	
[4/16/23 05:25PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Lilmane	
[4/16/23 05:25PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Lilmane	
[4/16/23 05:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lilmane	
[4/16/23 05:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lilmane	
[4/16/23 05:30PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Lilmane	
[4/16/23 05:33PM] Player picked up item: Coin, id: 995, amount: 13000, owner: Lilmane	
[4/16/23 05:33PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lilmane	
[4/16/23 05:44PM] Player picked up item: Doom Aura, id: 12614, amount: 1, owner: Lilmane	
[4/16/23 05:44PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Lilmane	
[4/16/23 05:48PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Lilmane	
[4/16/23 05:49PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Lilmane	
[4/16/23 05:49PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Lilmane	
[4/16/23 05:49PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Lilmane	
[4/16/23 05:49PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Lilmane	
[4/16/23 05:50PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Lilmane	
[4/16/23 05:50PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Lilmane	
[4/16/23 05:50PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Lilmane	
