[4/17/23 12:27PM] Player picked up item: Coin, id: 995, amount: 200, owner: Proxy	
[4/17/23 12:31PM] Player picked up item: Coin, id: 995, amount: 200, owner: Proxy	
[4/17/23 12:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:31PM] Player picked up item: Coin, id: 995, amount: 200, owner: Proxy	
[4/17/23 12:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:31PM] Player picked up item: Coin, id: 995, amount: 200, owner: Proxy	
[4/17/23 12:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:32PM] Player picked up item: Coin, id: 995, amount: 300, owner: Proxy	
[4/17/23 12:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:32PM] Player picked up item: Coin, id: 995, amount: 300, owner: Proxy	
[4/17/23 12:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:33PM] Player picked up item: Coin, id: 995, amount: 1387912, owner: Proxy	
[4/17/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Proxy	
[4/17/23 12:35PM] Player picked up item: Coin, id: 995, amount: 300, owner: Proxy	
[4/17/23 12:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:35PM] Player picked up item: Coin, id: 995, amount: 300, owner: Proxy	
[4/17/23 12:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:36PM] Player picked up item: Coin, id: 995, amount: 300, owner: Proxy	
[4/17/23 12:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:36PM] Player picked up item: Coin, id: 995, amount: 300, owner: Proxy	
[4/17/23 12:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:36PM] Player picked up item: Coin, id: 995, amount: 300, owner: Proxy	
[4/17/23 12:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:36PM] Player picked up item: Coin, id: 995, amount: 300, owner: Proxy	
[4/17/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:37PM] Player picked up item: Coin, id: 995, amount: 300, owner: Proxy	
[4/17/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:37PM] Player picked up item: Coin, id: 995, amount: 300, owner: Proxy	
[4/17/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:37PM] Player picked up item: Coin, id: 995, amount: 300, owner: Proxy	
[4/17/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:37PM] Player picked up item: Coin, id: 995, amount: 300, owner: Proxy	
[4/17/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:37PM] Player picked up item: Coin, id: 995, amount: 300, owner: Proxy	
[4/17/23 12:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:38PM] Player picked up item: Coin, id: 995, amount: 300, owner: Proxy	
[4/17/23 12:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:38PM] Player picked up item: Coin, id: 995, amount: 300, owner: Proxy	
[4/17/23 12:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:38PM] Player picked up item: Coin, id: 995, amount: 300, owner: Proxy	
[4/17/23 12:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:38PM] Player picked up item: Coin, id: 995, amount: 300, owner: Proxy	
[4/17/23 12:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:38PM] Player picked up item: Coin, id: 995, amount: 300, owner: Proxy	
[4/17/23 12:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:39PM] Player picked up item: Coin, id: 995, amount: 300, owner: Proxy	
[4/17/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:39PM] Player picked up item: Coin, id: 995, amount: 300, owner: Proxy	
[4/17/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:39PM] Player picked up item: Coin, id: 995, amount: 300, owner: Proxy	
[4/17/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:39PM] Player picked up item: Coin, id: 995, amount: 300, owner: Proxy	
[4/17/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:39PM] Player picked up item: Coin, id: 995, amount: 300, owner: Proxy	
[4/17/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:39PM] Player picked up item: Coin, id: 995, amount: 300, owner: Proxy	
[4/17/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:40PM] Player picked up item: Coin, id: 995, amount: 300, owner: Proxy	
[4/17/23 12:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:40PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Proxy	
[4/17/23 12:40PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Proxy	
[4/17/23 12:41PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:41PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:41PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:42PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:42PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:43PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:43PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:44PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:44PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:44PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:44PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:45PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:45PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:46PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:46PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:46PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:47PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:47PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:47PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:48PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:48PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:48PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:48PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:48PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:48PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:48PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Proxy	
[4/17/23 12:49PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:49PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:49PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:49PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:49PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:50PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:50PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Proxy	
[4/17/23 12:50PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:50PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:50PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:50PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:50PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:51PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:51PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:51PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:51PM] Player picked up item: Coin, id: 995, amount: 400, owner: Proxy	
[4/17/23 12:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:53PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:53PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:53PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:54PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:54PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:54PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:54PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:54PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:54PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:54PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:54PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:55PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Proxy	
[4/17/23 12:55PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:55PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:55PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:55PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:55PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:55PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Proxy	
[4/17/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:55PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:55PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:55PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:56PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:56PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:56PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Proxy	
[4/17/23 12:56PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:56PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:56PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:56PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:56PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:56PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:56PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Proxy	
[4/17/23 12:56PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:57PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:57PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:57PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:57PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:57PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:57PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:57PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:57PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:57PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:57PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:58PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:58PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:58PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:58PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:58PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Proxy	
[4/17/23 12:58PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:58PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:58PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:58PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Proxy	
[4/17/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Proxy	
[4/17/23 12:58PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:59PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:59PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 12:59PM] Player picked up item: Coin, id: 995, amount: 500, owner: Proxy	
[4/17/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 01:01PM] Player picked up item: Coin, id: 995, amount: 700, owner: Proxy	
[4/17/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 01:01PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Proxy	
[4/17/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Proxy	
[4/17/23 01:01PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Proxy	
[4/17/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Proxy	
[4/17/23 01:01PM] Player picked up item: Coin, id: 995, amount: 700, owner: Proxy	
[4/17/23 01:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Proxy	
[4/17/23 01:01PM] Player picked up item: Coin, id: 995, amount: 700, owner: Proxy	
