[4/22/23 07:36AM] Player picked up item: Coin, id: 995, amount: 100, owner: New Wind	
[4/22/23 09:09AM] Player picked up item: Mystic body, id: 23022, amount: 1, owner: New Wind	
[4/22/23 09:09AM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: New Wind	
[4/22/23 09:11AM] Player picked up item: Coin, id: 995, amount: 1500, owner: New Wind	
[4/22/23 09:14AM] Player picked up item: Coin, id: 995, amount: 1500, owner: New Wind	
[4/22/23 09:19AM] Player picked up item: Coin, id: 995, amount: 1500, owner: New Wind	
[4/22/23 09:22AM] Player picked up item: Coin, id: 995, amount: 3000, owner: New Wind	
[4/22/23 09:33AM] Player picked up item: Coin, id: 995, amount: 2393655, owner: New Wind	
[4/22/23 09:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: New Wind	
[4/22/23 09:38AM] Player picked up item: Coin, id: 995, amount: 4500, owner: New Wind	
[4/22/23 09:56AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: New Wind	
[4/22/23 09:58AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: New Wind	
[4/22/23 10:01AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: New Wind	
[4/22/23 10:01AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: New Wind	
[4/22/23 10:02AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: New Wind	
[4/22/23 10:02AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: New Wind	
[4/22/23 10:04AM] Player picked up item: Coin, id: 995, amount: 2016486, owner: New Wind	
[4/22/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: New Wind	
[4/22/23 10:06AM] Player picked up item: Coin, id: 995, amount: 2000, owner: New Wind	
[4/22/23 10:25AM] Player picked up item: Coin, id: 995, amount: 6000, owner: New Wind	
[4/22/23 10:29AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: New Wind	
[4/22/23 10:33AM] Player picked up item: Coin, id: 995, amount: 1461145, owner: New Wind	
[4/22/23 10:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: New Wind	
[4/22/23 10:34AM] Player picked up item: Coin, id: 995, amount: 2832559, owner: New Wind	
[4/22/23 10:34AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: New Wind	
[4/22/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: New Wind	
[4/22/23 10:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: New Wind	
[4/22/23 10:37AM] Player picked up item: Coin, id: 995, amount: 2330746, owner: New Wind	
[4/22/23 10:37AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: New Wind	
[4/22/23 10:38AM] Player picked up item: Coin, id: 995, amount: 3045937, owner: New Wind	
[4/22/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: New Wind	
[4/22/23 10:39AM] Player picked up item: Gracious Box, id: 15002, amount: 1, owner: New Wind	
[4/22/23 10:39AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: New Wind	
[4/22/23 10:39AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: New Wind	
[4/22/23 10:22PM] Player picked up item: Mystic boots, id: 23025, amount: 1, owner: New Wind	
