[4/16/23 05:58AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Killua	
[4/17/23 12:30PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vaflius	
[4/17/23 12:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaflius	
[4/17/23 12:30PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Vaflius	
[4/17/23 12:30PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Vaflius	
[4/17/23 12:30PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vaflius	
[4/17/23 12:31PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vaflius	
[4/17/23 12:33PM] Player picked up item: Coin, id: 995, amount: 2008202, owner: Vaflius	
[4/17/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Vaflius	
[4/17/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Vaflius	
[4/17/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Vaflius	
[4/17/23 12:33PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Vaflius	
[4/20/23 09:55AM] Player picked up item: Nagi Cape, id: 21071, amount: 1, owner: Vaflius	
