[4/19/23 07:48PM] Player picked up item: Coin, id: 995, amount: 100, owner: 2 Sexy Bro	
[4/19/23 08:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2 Sexy Bro	
[4/19/23 08:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 2 Sexy Bro	
[4/19/23 08:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2 Sexy Bro	
[4/19/23 08:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: 2 Sexy Bro	
[4/19/23 08:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2 Sexy Bro	
[4/19/23 08:04PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: 2 Sexy Bro	
[4/19/23 08:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: 2 Sexy Bro	
[4/19/23 08:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2 Sexy Bro	
[4/19/23 08:05PM] Player picked up item: Coin, id: 995, amount: 300, owner: 2 Sexy Bro	
[4/19/23 08:05PM] Player picked up item: Coin, id: 995, amount: 300, owner: 2 Sexy Bro	
[4/19/23 08:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2 Sexy Bro	
[4/19/23 08:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 2 Sexy Bro	
[4/19/23 08:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2 Sexy Bro	
[4/19/23 08:05PM] Player picked up item: Coin, id: 995, amount: 300, owner: 2 Sexy Bro	
[4/19/23 08:05PM] Player picked up item: Coin, id: 995, amount: 300, owner: 2 Sexy Bro	
[4/19/23 08:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2 Sexy Bro	
[4/19/23 08:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2 Sexy Bro	
[4/19/23 08:06PM] Player picked up item: Coin, id: 995, amount: 300, owner: 2 Sexy Bro	
[4/19/23 08:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2 Sexy Bro	
[4/19/23 08:06PM] Player picked up item: Coin, id: 995, amount: 300, owner: 2 Sexy Bro	
[4/19/23 08:06PM] Player picked up item: Coin, id: 995, amount: 300, owner: 2 Sexy Bro	
[4/19/23 08:06PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: 2 Sexy Bro	
[4/19/23 08:06PM] Player picked up item: Coin, id: 995, amount: 300, owner: 2 Sexy Bro	
[4/19/23 08:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2 Sexy Bro	
[4/19/23 08:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2 Sexy Bro	
[4/19/23 08:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2 Sexy Bro	
[4/19/23 08:07PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: 2 Sexy Bro	
[4/19/23 08:07PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 2 Sexy Bro	
[4/19/23 08:07PM] Player picked up item: Coin, id: 995, amount: 300, owner: 2 Sexy Bro	
[4/19/23 08:07PM] Player picked up item: Coin, id: 995, amount: 300, owner: 2 Sexy Bro	
[4/19/23 08:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 2 Sexy Bro	
[4/19/23 08:19PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Ao	
