[4/19/23 03:38PM] Player picked up item: Coin, id: 995, amount: 100, owner: Muradin	
[4/19/23 10:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Muradin	
[4/19/23 10:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Muradin	
[4/19/23 10:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Muradin	
[4/19/23 10:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Muradin	
[4/19/23 10:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Muradin	
[4/19/23 10:05PM] Player picked up item: Coin, id: 995, amount: 400, owner: Muradin	
[4/19/23 10:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:05PM] Player picked up item: Coin, id: 995, amount: 400, owner: Muradin	
[4/19/23 10:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:05PM] Player picked up item: Coin, id: 995, amount: 400, owner: Muradin	
[4/19/23 10:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:05PM] Player picked up item: Coin, id: 995, amount: 400, owner: Muradin	
[4/19/23 10:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:05PM] Player picked up item: Coin, id: 995, amount: 400, owner: Muradin	
[4/19/23 10:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:05PM] Player picked up item: Coin, id: 995, amount: 400, owner: Muradin	
[4/19/23 10:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:06PM] Player picked up item: Coin, id: 995, amount: 400, owner: Muradin	
[4/19/23 10:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:06PM] Player picked up item: Coin, id: 995, amount: 400, owner: Muradin	
[4/19/23 10:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:06PM] Player picked up item: Coin, id: 995, amount: 400, owner: Muradin	
[4/19/23 10:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:06PM] Player picked up item: Coin, id: 995, amount: 400, owner: Muradin	
[4/19/23 10:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:06PM] Player picked up item: Coin, id: 995, amount: 400, owner: Muradin	
[4/19/23 10:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:06PM] Player picked up item: Coin, id: 995, amount: 400, owner: Muradin	
[4/19/23 10:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:06PM] Player picked up item: Coin, id: 995, amount: 400, owner: Muradin	
[4/19/23 10:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:06PM] Player picked up item: Coin, id: 995, amount: 400, owner: Muradin	
[4/19/23 10:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:07PM] Player picked up item: Coin, id: 995, amount: 400, owner: Muradin	
[4/19/23 10:07PM] Player picked up item: Coin, id: 995, amount: 400, owner: Muradin	
[4/19/23 10:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:08PM] Player picked up item: Coin, id: 995, amount: 400, owner: Muradin	
[4/19/23 10:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:08PM] Player picked up item: Coin, id: 995, amount: 400, owner: Muradin	
[4/19/23 10:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:08PM] Player picked up item: Coin, id: 995, amount: 400, owner: Muradin	
[4/19/23 10:08PM] Player picked up item: Coin, id: 995, amount: 400, owner: Muradin	
[4/19/23 10:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:08PM] Player picked up item: Coin, id: 995, amount: 800, owner: Muradin	
[4/19/23 10:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Muradin	
[4/19/23 10:08PM] Player picked up item: Coin, id: 995, amount: 400, owner: Muradin	
[4/19/23 10:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:08PM] Player picked up item: Coin, id: 995, amount: 400, owner: Muradin	
[4/19/23 10:08PM] Player picked up item: Coin, id: 995, amount: 400, owner: Muradin	
[4/19/23 10:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:09PM] Player picked up item: Coin, id: 995, amount: 800, owner: Muradin	
[4/19/23 10:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Muradin	
[4/19/23 10:09PM] Player picked up item: Coin, id: 995, amount: 400, owner: Muradin	
[4/19/23 10:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:09PM] Player picked up item: Coin, id: 995, amount: 400, owner: Muradin	
[4/19/23 10:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:09PM] Player picked up item: Coin, id: 995, amount: 400, owner: Muradin	
[4/19/23 10:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:09PM] Player picked up item: Coin, id: 995, amount: 400, owner: Muradin	
[4/19/23 10:09PM] Player picked up item: Coin, id: 995, amount: 800, owner: Muradin	
[4/19/23 10:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Muradin	
[4/19/23 10:09PM] Player picked up item: Coin, id: 995, amount: 400, owner: Muradin	
[4/19/23 10:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:09PM] Player picked up item: Coin, id: 995, amount: 800, owner: Muradin	
[4/19/23 10:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Muradin	
[4/19/23 10:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Muradin	
[4/19/23 10:09PM] Player picked up item: Coin, id: 995, amount: 800, owner: Muradin	
[4/19/23 10:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:10PM] Player picked up item: Coin, id: 995, amount: 400, owner: Muradin	
[4/19/23 10:10PM] Player picked up item: Coin, id: 995, amount: 400, owner: Muradin	
[4/19/23 10:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:14PM] Player picked up item: Coin, id: 995, amount: 500, owner: Muradin	
[4/19/23 10:14PM] Player picked up item: Coin, id: 995, amount: 500, owner: Muradin	
[4/19/23 10:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:15PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Muradin	
[4/19/23 10:15PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Muradin	
[4/19/23 10:15PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Muradin	
[4/19/23 10:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:15PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Muradin	
[4/19/23 10:15PM] Player picked up item: Coin, id: 995, amount: 500, owner: Muradin	
[4/19/23 10:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:15PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Muradin	
[4/19/23 10:15PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Muradin	
[4/19/23 10:15PM] Player picked up item: Coin, id: 995, amount: 500, owner: Muradin	
[4/19/23 10:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:15PM] Player picked up item: Coin, id: 995, amount: 500, owner: Muradin	
[4/19/23 10:15PM] Player picked up item: Coin, id: 995, amount: 500, owner: Muradin	
[4/19/23 10:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:15PM] Player picked up item: Coin, id: 995, amount: 500, owner: Muradin	
[4/19/23 10:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:16PM] Player picked up item: Coin, id: 995, amount: 500, owner: Muradin	
[4/19/23 10:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:16PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Muradin	
[4/19/23 10:16PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Muradin	
[4/19/23 10:16PM] Player picked up item: Coin, id: 995, amount: 500, owner: Muradin	
[4/19/23 10:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:16PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Muradin	
[4/19/23 10:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:16PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Muradin	
[4/19/23 10:16PM] Player picked up item: Coin, id: 995, amount: 500, owner: Muradin	
[4/19/23 10:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:16PM] Player picked up item: Coin, id: 995, amount: 500, owner: Muradin	
[4/19/23 10:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:16PM] Player picked up item: Coin, id: 995, amount: 500, owner: Muradin	
[4/19/23 10:16PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Muradin	
[4/19/23 10:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Muradin	
[4/19/23 10:16PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Muradin	
[4/19/23 10:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Muradin	
[4/19/23 10:16PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Muradin	
[4/19/23 10:16PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Muradin	
[4/19/23 10:17PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Muradin	
[4/19/23 10:17PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Muradin	
[4/19/23 10:17PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Muradin	
[4/19/23 10:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Muradin	
[4/19/23 10:17PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Muradin	
[4/19/23 10:17PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Muradin	
[4/19/23 10:17PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Muradin	
[4/19/23 10:17PM] Player picked up item: Coin, id: 995, amount: 500, owner: Muradin	
[4/19/23 10:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:18PM] Player picked up item: Coin, id: 995, amount: 500, owner: Muradin	
[4/19/23 10:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:18PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Muradin	
[4/19/23 10:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Muradin	
[4/19/23 10:18PM] Player picked up item: Coin, id: 995, amount: 500, owner: Muradin	
[4/19/23 10:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:18PM] Player picked up item: Coin, id: 995, amount: 500, owner: Muradin	
[4/19/23 10:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:18PM] Player picked up item: Coin, id: 995, amount: 500, owner: Muradin	
[4/19/23 10:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:18PM] Player picked up item: Coin, id: 995, amount: 500, owner: Muradin	
[4/19/23 10:18PM] Player picked up item: Coin, id: 995, amount: 500, owner: Muradin	
[4/19/23 10:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:18PM] Player picked up item: Coin, id: 995, amount: 500, owner: Muradin	
[4/19/23 10:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:19PM] Player picked up item: Coin, id: 995, amount: 500, owner: Muradin	
[4/19/23 10:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:21PM] Player picked up item: Coin, id: 995, amount: 1629330, owner: Muradin	
[4/19/23 10:21PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Muradin	
[4/19/23 10:22PM] Player picked up item: Coin, id: 995, amount: 3584252, owner: Muradin	
[4/19/23 10:22PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Muradin	
[4/19/23 10:24PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Muradin	
[4/19/23 10:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:24PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Muradin	
[4/19/23 10:24PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Muradin	
[4/19/23 10:25PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Muradin	
[4/19/23 10:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Muradin	
[4/19/23 10:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:25PM] Player picked up item: Coin, id: 995, amount: 600, owner: Muradin	
[4/19/23 10:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:27PM] Player picked up item: Coin, id: 995, amount: 600, owner: Muradin	
[4/19/23 10:27PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Muradin	
[4/19/23 10:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:27PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Muradin	
[4/19/23 10:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:27PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Muradin	
[4/19/23 10:27PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Muradin	
[4/19/23 10:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:28PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Muradin	
[4/19/23 10:28PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Muradin	
[4/19/23 10:29PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Muradin	
[4/19/23 10:29PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Muradin	
[4/19/23 10:29PM] Player picked up item: Coin, id: 995, amount: 900, owner: Muradin	
[4/19/23 10:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:29PM] Player picked up item: Coin, id: 995, amount: 900, owner: Muradin	
[4/19/23 10:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:30PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Muradin	
[4/19/23 10:30PM] Player picked up item: Coin, id: 995, amount: 2700, owner: Muradin	
[4/19/23 10:30PM] Player picked up item: Coin, id: 995, amount: 900, owner: Muradin	
[4/19/23 10:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:30PM] Player picked up item: Coin, id: 995, amount: 900, owner: Muradin	
[4/19/23 10:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:30PM] Player picked up item: Coin, id: 995, amount: 900, owner: Muradin	
[4/19/23 10:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:30PM] Player picked up item: Coin, id: 995, amount: 900, owner: Muradin	
[4/19/23 10:30PM] Player picked up item: Coin, id: 995, amount: 900, owner: Muradin	
[4/19/23 10:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Muradin	
[4/19/23 10:30PM] Player picked up item: Coin, id: 995, amount: 900, owner: Muradin	
[4/19/23 10:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Muradin	
[4/19/23 10:31PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Muradin	
[4/19/23 10:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Muradin	
