[4/16/23 03:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 05:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 05:59AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ironesi	
[4/16/23 05:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 05:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 05:59AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ironesi	
[4/16/23 05:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 05:59AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ironesi	
[4/16/23 05:59AM] Player picked up item: Coin, id: 995, amount: 800, owner: Ironesi	
[4/16/23 05:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 05:59AM] Player picked up item: Coin, id: 995, amount: 800, owner: Ironesi	
[4/16/23 05:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/16/23 05:59AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ironesi	
[4/16/23 06:28AM] Player picked up item: Coin, id: 995, amount: 1572536, owner: Ironesi	
[4/16/23 06:28AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ironesi	
[4/16/23 06:29AM] Player picked up item: Coin, id: 995, amount: 4348500, owner: Ironesi	
[4/16/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Ironesi	
[4/16/23 06:30AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Ironesi	
[4/16/23 06:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Ironesi	
[4/16/23 06:33AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Ironesi	
[4/16/23 06:33AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Ironesi	
[4/16/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Ironesi	
[4/16/23 08:54AM] Player picked up item: Coin, id: 995, amount: 1084774, owner: Ironesi	
[4/16/23 08:54AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ironesi	
[4/16/23 09:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Ironesi	
[4/16/23 09:10AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Ironesi	
[4/16/23 09:10AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Ironesi	
[4/16/23 09:11AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Ironesi	
[4/16/23 09:11AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Ironesi	
[4/25/23 08:05PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Ironesi	
[4/25/23 08:07PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Ironesi	
[4/25/23 08:07PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Ironesi	
[4/25/23 08:07PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Ironesi	
[4/25/23 08:07PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Ironesi	
[4/25/23 08:07PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Ironesi	
[4/25/23 08:07PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Ironesi	
[4/25/23 08:07PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Ironesi	
[4/25/23 08:14PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Ironesi	
[4/25/23 08:15PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Ironesi	
[4/25/23 08:15PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Ironesi	
[4/25/23 08:15PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Ironesi	
[4/25/23 08:17PM] Player picked up item: Coin, id: 995, amount: 700, owner: Ironesi	
[4/25/23 08:17PM] Player picked up item: Coin, id: 995, amount: 700, owner: Ironesi	
[4/25/23 08:17PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Ironesi	
[4/25/23 08:19PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Ironesi	
[4/25/23 08:19PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Ironesi	
[4/25/23 08:20PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Ironesi	
[4/25/23 08:20PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Ironesi	
[4/25/23 08:20PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Ironesi	
[4/25/23 08:21PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Ironesi	
[4/25/23 08:21PM] Player picked up item: Coin, id: 995, amount: 800, owner: Ironesi	
[4/25/23 08:28PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Ironesi	
[4/25/23 08:28PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Ironesi	
[4/25/23 08:31PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Ironesi	
[4/25/23 08:34PM] Player picked up item: Coin, id: 995, amount: 4107149, owner: Ironesi	
[4/25/23 08:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Ironesi	
[4/25/23 08:37PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Ironesi	
[4/25/23 08:40PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ironesi	
[4/25/23 08:42PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ironesi	
[4/25/23 08:42PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ironesi	
[4/25/23 08:42PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ironesi	
[4/25/23 08:43PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Ironesi	
[4/25/23 08:43PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Ironesi	
[4/25/23 08:43PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ironesi	
[4/25/23 08:44PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Ironesi	
[4/25/23 08:44PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ironesi	
[4/25/23 08:46PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ironesi	
[4/25/23 08:48PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ironesi	
[4/25/23 08:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/25/23 08:48PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ironesi	
[4/25/23 08:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ironesi	
[4/25/23 08:49PM] Player picked up item: Mystic legs, id: 23023, amount: 1, owner: Ironesi	
[4/25/23 08:49PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Ironesi	
[4/25/23 08:50PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Ironesi	
[4/25/23 08:58PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Ironesi	
[4/25/23 08:58PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Ironesi	
[4/25/23 09:00PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Ironesi	
[4/25/23 09:00PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Ironesi	
[4/25/23 09:03PM] Player picked up item: Coin, id: 995, amount: 2241366, owner: Ironesi	
[4/25/23 09:03PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ironesi	
[4/25/23 09:06PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Ironesi	
[4/25/23 09:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ironesi	
[4/25/23 09:07PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Ironesi	
[4/25/23 09:07PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ironesi	
[4/25/23 09:08PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ironesi	
[4/25/23 09:08PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ironesi	
[4/25/23 09:08PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Ironesi	
[4/25/23 09:08PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ironesi	
[4/25/23 09:09PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Ironesi	
[4/25/23 09:10PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ironesi	
[4/25/23 09:10PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ironesi	
[4/25/23 09:10PM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: Ironesi	
[4/25/23 09:15PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Ironesi	
[4/25/23 09:17PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Ironesi	
[4/25/23 09:22PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ironesi	
[4/25/23 09:22PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Ironesi	
