[4/15/23 05:05PM] Player picked up item: Coin, id: 995, amount: 100, owner: Thiago	
[4/15/23 05:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:13PM] Player picked up item: Coin, id: 995, amount: 200, owner: Thiago	
[4/15/23 05:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:13PM] Player picked up item: Coin, id: 995, amount: 200, owner: Thiago	
[4/15/23 05:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:13PM] Player picked up item: Coin, id: 995, amount: 200, owner: Thiago	
[4/15/23 05:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:14PM] Player picked up item: Coin, id: 995, amount: 200, owner: Thiago	
[4/15/23 05:14PM] Player picked up item: Coin, id: 995, amount: 200, owner: Thiago	
[4/15/23 05:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:14PM] Player picked up item: Coin, id: 995, amount: 200, owner: Thiago	
[4/15/23 05:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:14PM] Player picked up item: Coin, id: 995, amount: 200, owner: Thiago	
[4/15/23 05:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:15PM] Player picked up item: Coin, id: 995, amount: 200, owner: Thiago	
[4/15/23 05:15PM] Player picked up item: Coin, id: 995, amount: 200, owner: Thiago	
[4/15/23 05:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:15PM] Player picked up item: Coin, id: 995, amount: 200, owner: Thiago	
[4/15/23 05:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:16PM] Player picked up item: Coin, id: 995, amount: 200, owner: Thiago	
[4/15/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:16PM] Player picked up item: Coin, id: 995, amount: 200, owner: Thiago	
[4/15/23 05:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:16PM] Player picked up item: Coin, id: 995, amount: 200, owner: Thiago	
[4/15/23 05:17PM] Player picked up item: Coin, id: 995, amount: 200, owner: Thiago	
[4/15/23 05:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:17PM] Player picked up item: Coin, id: 995, amount: 200, owner: Thiago	
[4/15/23 05:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:17PM] Player picked up item: Coin, id: 995, amount: 200, owner: Thiago	
[4/15/23 05:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:18PM] Player picked up item: Coin, id: 995, amount: 300, owner: Thiago	
[4/15/23 05:18PM] Player picked up item: Coin, id: 995, amount: 300, owner: Thiago	
[4/15/23 05:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:19PM] Player picked up item: Coin, id: 995, amount: 300, owner: Thiago	
[4/15/23 05:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:19PM] Player picked up item: Coin, id: 995, amount: 300, owner: Thiago	
[4/15/23 05:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:20PM] Player picked up item: Coin, id: 995, amount: 300, owner: Thiago	
[4/15/23 05:20PM] Player picked up item: Coin, id: 995, amount: 300, owner: Thiago	
[4/15/23 05:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Thiago	
[4/15/23 05:21PM] Player picked up item: Coin, id: 995, amount: 600, owner: Thiago	
[4/15/23 05:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:21PM] Player picked up item: Coin, id: 995, amount: 300, owner: Thiago	
[4/15/23 05:21PM] Player picked up item: Coin, id: 995, amount: 300, owner: Thiago	
[4/15/23 05:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:21PM] Player picked up item: Coin, id: 995, amount: 300, owner: Thiago	
[4/15/23 05:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Thiago	
[4/15/23 05:22PM] Player picked up item: Coin, id: 995, amount: 600, owner: Thiago	
[4/15/23 05:22PM] Player picked up item: Coin, id: 995, amount: 300, owner: Thiago	
[4/15/23 05:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:23PM] Player picked up item: Coin, id: 995, amount: 300, owner: Thiago	
[4/15/23 05:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:23PM] Player picked up item: Coin, id: 995, amount: 300, owner: Thiago	
[4/15/23 05:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:24PM] Player picked up item: Coin, id: 995, amount: 300, owner: Thiago	
[4/15/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:24PM] Player picked up item: Coin, id: 995, amount: 300, owner: Thiago	
[4/15/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Thiago	
[4/15/23 05:24PM] Player picked up item: Coin, id: 995, amount: 600, owner: Thiago	
[4/15/23 05:25PM] Player picked up item: Coin, id: 995, amount: 300, owner: Thiago	
[4/15/23 05:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:25PM] Player picked up item: Coin, id: 995, amount: 300, owner: Thiago	
[4/15/23 05:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:26PM] Player picked up item: Coin, id: 995, amount: 300, owner: Thiago	
[4/15/23 05:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:26PM] Player picked up item: Coin, id: 995, amount: 300, owner: Thiago	
[4/15/23 05:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:27PM] Player picked up item: Coin, id: 995, amount: 300, owner: Thiago	
[4/15/23 05:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:27PM] Player picked up item: Coin, id: 995, amount: 300, owner: Thiago	
[4/15/23 05:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:29PM] Player picked up item: Coin, id: 995, amount: 1854757, owner: Thiago	
[4/15/23 05:29PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Thiago	
[4/15/23 05:30PM] Player picked up item: Coin, id: 995, amount: 4348580, owner: Thiago	
[4/15/23 05:30PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Thiago	
[4/15/23 05:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:31PM] Player picked up item: Coin, id: 995, amount: 400, owner: Thiago	
[4/15/23 05:32PM] Player picked up item: Coin, id: 995, amount: 400, owner: Thiago	
[4/15/23 05:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:32PM] Player picked up item: Coin, id: 995, amount: 400, owner: Thiago	
[4/15/23 05:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:33PM] Player picked up item: Coin, id: 995, amount: 400, owner: Thiago	
[4/15/23 05:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:33PM] Player picked up item: Coin, id: 995, amount: 400, owner: Thiago	
[4/15/23 05:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:34PM] Player picked up item: Coin, id: 995, amount: 400, owner: Thiago	
[4/15/23 05:35PM] Player picked up item: Coin, id: 995, amount: 400, owner: Thiago	
[4/15/23 05:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:35PM] Player picked up item: Coin, id: 995, amount: 400, owner: Thiago	
[4/15/23 05:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:36PM] Player picked up item: Coin, id: 995, amount: 400, owner: Thiago	
[4/15/23 05:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:36PM] Player picked up item: Coin, id: 995, amount: 400, owner: Thiago	
[4/15/23 05:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:37PM] Player picked up item: Coin, id: 995, amount: 400, owner: Thiago	
[4/15/23 05:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:37PM] Player picked up item: Coin, id: 995, amount: 400, owner: Thiago	
[4/15/23 05:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:37PM] Player picked up item: Coin, id: 995, amount: 400, owner: Thiago	
[4/15/23 05:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:37PM] Player picked up item: Coin, id: 995, amount: 400, owner: Thiago	
[4/15/23 05:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:38PM] Player picked up item: Coin, id: 995, amount: 400, owner: Thiago	
[4/15/23 05:38PM] Player picked up item: Coin, id: 995, amount: 400, owner: Thiago	
[4/15/23 05:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:38PM] Player picked up item: Coin, id: 995, amount: 400, owner: Thiago	
[4/15/23 05:39PM] Player picked up item: Coin, id: 995, amount: 400, owner: Thiago	
[4/15/23 05:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:39PM] Player picked up item: Coin, id: 995, amount: 400, owner: Thiago	
[4/15/23 05:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:40PM] Player picked up item: Coin, id: 995, amount: 400, owner: Thiago	
[4/15/23 05:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:40PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Thiago	
[4/15/23 05:40PM] Player picked up item: Coin, id: 995, amount: 400, owner: Thiago	
[4/15/23 05:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Thiago	
[4/15/23 05:40PM] Player picked up item: Coin, id: 995, amount: 800, owner: Thiago	
[4/15/23 05:40PM] Player picked up item: Coin, id: 995, amount: 400, owner: Thiago	
[4/15/23 05:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:41PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Thiago	
[4/15/23 05:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:41PM] Player picked up item: Coin, id: 995, amount: 400, owner: Thiago	
[4/15/23 05:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:41PM] Player picked up item: Coin, id: 995, amount: 400, owner: Thiago	
[4/15/23 05:41PM] Player picked up item: Coin, id: 995, amount: 400, owner: Thiago	
[4/15/23 05:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:42PM] Player picked up item: Coin, id: 995, amount: 400, owner: Thiago	
[4/15/23 05:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:43PM] Player picked up item: Coin, id: 995, amount: 400, owner: Thiago	
[4/15/23 05:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:44PM] Player picked up item: Coin, id: 995, amount: 800, owner: Thiago	
[4/15/23 05:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Thiago	
[4/15/23 05:45PM] Player picked up item: Coin, id: 995, amount: 400, owner: Thiago	
[4/15/23 05:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:46PM] Player picked up item: Coin, id: 995, amount: 800, owner: Thiago	
[4/15/23 05:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Thiago	
[4/15/23 05:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:47PM] Player picked up item: Coin, id: 995, amount: 400, owner: Thiago	
[4/15/23 05:47PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Thiago	
[4/15/23 05:48PM] Player picked up item: Coin, id: 995, amount: 500, owner: Thiago	
[4/15/23 05:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 05:51PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Thiago	
[4/15/23 05:51PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Thiago	
[4/15/23 06:00PM] Player picked up item: Coin, id: 995, amount: 2335096, owner: Thiago	
[4/15/23 06:00PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Thiago	
[4/15/23 06:11PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Thiago	
[4/15/23 06:11PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Thiago	
[4/15/23 06:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 06:11PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Thiago	
[4/15/23 06:13PM] Player picked up item: Coin, id: 995, amount: 800, owner: Thiago	
[4/15/23 06:14PM] Player picked up item: Coin, id: 995, amount: 800, owner: Thiago	
[4/15/23 06:17PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Thiago	
[4/15/23 06:18PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Thiago	
[4/15/23 06:22PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Thiago	
[4/15/23 06:30PM] Player picked up item: Coin, id: 995, amount: 2371990, owner: Thiago	
[4/15/23 06:30PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Thiago	
[4/15/23 06:31PM] Player picked up item: Coin, id: 995, amount: 3949204, owner: Thiago	
[4/15/23 06:31PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Thiago	
[4/15/23 06:32PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Thiago	
[4/15/23 06:32PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Thiago	
[4/15/23 06:33PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Thiago	
[4/15/23 06:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Thiago	
[4/15/23 06:35PM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Thiago	
[4/15/23 06:50PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Thiago	
[4/15/23 06:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 06:55PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Thiago	
[4/15/23 06:55PM] Player picked up item: Coin, id: 995, amount: 800, owner: Thiago	
[4/15/23 07:00PM] Player picked up item: Coin, id: 995, amount: 1809664, owner: Thiago	
[4/15/23 07:00PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Thiago	
[4/15/23 07:05PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Thiago	
[4/15/23 07:06PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Thiago	
[4/15/23 07:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 07:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 07:13PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Thiago	
[4/15/23 07:15PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Thiago	
[4/15/23 07:15PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Thiago	
[4/15/23 07:15PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Thiago	
[4/15/23 07:17PM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Thiago	
[4/15/23 07:19PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Thiago	
[4/15/23 07:22PM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: Thiago	
[4/15/23 07:22PM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: Thiago	
[4/15/23 07:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 07:24PM] Player picked up item: Mystic boots, id: 23025, amount: 1, owner: Thiago	
[4/15/23 07:30PM] Player picked up item: Coin, id: 995, amount: 1673051, owner: Thiago	
[4/15/23 07:30PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Thiago	
[4/15/23 07:32PM] Player picked up item: Coin, id: 995, amount: 4462337, owner: Thiago	
[4/15/23 07:32PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Thiago	
[4/15/23 07:40PM] Player picked up item: Mystic gloves, id: 23024, amount: 1, owner: Thiago	
[4/15/23 07:41PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Thiago	
[4/15/23 07:44PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Thiago	
[4/15/23 07:45PM] Player picked up item: Mystic legs, id: 23023, amount: 1, owner: Thiago	
[4/15/23 07:45PM] Player picked up item: Mystic legs, id: 23023, amount: 1, owner: Thiago	
[4/15/23 07:46PM] Player picked up item: Mystic book, id: 23027, amount: 1, owner: Thiago	
[4/15/23 07:48PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Thiago	
[4/15/23 07:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 07:49PM] Player picked up item: Mystic gloves, id: 23024, amount: 1, owner: Thiago	
[4/15/23 07:49PM] Player picked up item: Mystic gloves, id: 23024, amount: 1, owner: Thiago	
[4/15/23 07:50PM] Player picked up item: Mystic boots, id: 23025, amount: 1, owner: Thiago	
[4/15/23 07:53PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Thiago	
[4/15/23 07:53PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Thiago	
[4/15/23 07:59PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Thiago	
[4/15/23 08:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 08:02PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Thiago	
[4/15/23 08:03PM] Player picked up item: Mystic legs, id: 23023, amount: 1, owner: Thiago	
[4/15/23 08:03PM] Player picked up item: Mystic legs, id: 23023, amount: 1, owner: Thiago	
[4/15/23 08:03PM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: Thiago	
[4/15/23 08:04PM] Player picked up item: Mystic boots, id: 23025, amount: 1, owner: Thiago	
[4/15/23 08:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Thiago	
[4/15/23 08:11PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Thiago	
[4/15/23 08:23PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Thiago	
[4/15/23 08:23PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Thiago	
[4/15/23 08:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Thiago	
[4/15/23 08:30PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Thiago	
[4/15/23 08:32PM] Player picked up item: Coin, id: 995, amount: 3280629, owner: Thiago	
[4/15/23 08:33PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Thiago	
[4/15/23 08:33PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Thiago	
[4/15/23 09:00PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Thiago	
[4/15/23 09:01PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Thiago	
[4/15/23 09:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Thiago	
[4/15/23 09:05PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Thiago	
[4/15/23 09:08PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Thiago	
[4/15/23 09:09PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Thiago	
