[4/18/23 10:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje2	
[4/18/23 10:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje2	
[4/18/23 10:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Vaasje2	
[4/18/23 10:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje2	
[4/18/23 10:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Vaasje2	
[4/18/23 10:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje2	
[4/18/23 10:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Vaasje2	
[4/18/23 10:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje2	
[4/18/23 10:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje2	
[4/18/23 10:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Vaasje2	
[4/18/23 10:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Vaasje2	
[4/18/23 10:58PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Vaasje2	
[4/18/23 10:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje2	
[4/18/23 10:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Vaasje2	
[4/18/23 10:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje2	
[4/18/23 10:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Vaasje2	
[4/18/23 10:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje2	
[4/18/23 10:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Vaasje2	
[4/18/23 10:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje2	
[4/18/23 10:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Vaasje2	
[4/18/23 10:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje2	
[4/18/23 10:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Vaasje2	
[4/18/23 10:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje2	
[4/18/23 10:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Vaasje2	
[4/18/23 10:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje2	
[4/18/23 10:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Vaasje2	
[4/18/23 10:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje2	
[4/18/23 10:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Vaasje2	
[4/18/23 10:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje2	
[4/18/23 10:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Vaasje2	
[4/18/23 10:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje2	
[4/18/23 10:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Vaasje2	
[4/18/23 10:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje2	
[4/18/23 10:59PM] Player picked up item: Coin, id: 995, amount: 200, owner: Vaasje2	
[4/18/23 10:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje2	
[4/18/23 11:00PM] Player picked up item: Coin, id: 995, amount: 200, owner: Vaasje2	
[4/18/23 11:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje2	
[4/18/23 11:00PM] Player picked up item: Coin, id: 995, amount: 200, owner: Vaasje2	
[4/18/23 11:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje2	
[4/18/23 11:00PM] Player picked up item: Coin, id: 995, amount: 200, owner: Vaasje2	
[4/18/23 11:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje2	
[4/18/23 11:00PM] Player picked up item: Coin, id: 995, amount: 200, owner: Vaasje2	
[4/18/23 11:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje2	
[4/18/23 11:00PM] Player picked up item: Coin, id: 995, amount: 300, owner: Vaasje2	
[4/18/23 11:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje2	
[4/18/23 11:01PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Vaasje2	
[4/18/23 11:01PM] Player picked up item: Coin, id: 995, amount: 900, owner: Vaasje2	
[4/18/23 11:01PM] Player picked up item: Coin, id: 995, amount: 300, owner: Vaasje2	
[4/18/23 11:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje2	
[4/18/23 11:01PM] Player picked up item: Coin, id: 995, amount: 600, owner: Vaasje2	
[4/18/23 11:01PM] Player picked up item: Coin, id: 995, amount: 300, owner: Vaasje2	
