[4/17/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Moist	
[4/17/23 03:26PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Moist	
[4/17/23 03:26PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Moist	
[4/17/23 03:27PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Moist	
[4/17/23 03:27PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Moist	
[4/17/23 03:28PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Moist	
[4/17/23 03:28PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Moist	
[4/17/23 03:31PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Moist	
[4/17/23 03:31PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Moist	
[4/17/23 03:31PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Moist	
[4/17/23 03:40PM] Player picked up item: Lava bones, id: 2023, amount: 20, owner: Moist	
[4/17/23 03:40PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Moist	
[4/17/23 03:41PM] Player picked up item: Lava bones, id: 2023, amount: 14, owner: Moist	
[4/17/23 03:41PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Moist	
[4/17/23 03:43PM] Player picked up item: Lava bones, id: 2023, amount: 29, owner: Moist	
[4/17/23 03:43PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Moist	
[4/17/23 03:43PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Moist	
[4/17/23 03:44PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Moist	
[4/17/23 03:44PM] Player picked up item: Coin, id: 995, amount: 4800, owner: Moist	
[4/17/23 03:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 03:45PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Moist	
[4/17/23 03:46PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Moist	
[4/17/23 03:46PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Moist	
[4/17/23 03:46PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Moist	
[4/17/23 03:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 03:46PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Moist	
[4/17/23 03:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Moist	
[4/17/23 03:46PM] Player picked up item: Coin, id: 995, amount: 900, owner: Moist	
[4/17/23 03:46PM] Player picked up item: Coin, id: 995, amount: 3600, owner: Moist	
[4/17/23 03:47PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Moist	
[4/17/23 03:47PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Moist	
[4/17/23 03:47PM] Player picked up item: Coin, id: 995, amount: 900, owner: Moist	
[4/17/23 03:47PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Moist	
[4/17/23 03:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Moist	
[4/17/23 03:47PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Moist	
[4/17/23 03:48PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Moist	
[4/17/23 03:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 03:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Moist	
[4/17/23 03:49PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Moist	
[4/17/23 03:49PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Moist	
[4/17/23 03:49PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Moist	
[4/17/23 03:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Moist	
[4/17/23 03:51PM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: Moist	
[4/17/23 03:51PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Moist	
[4/17/23 03:51PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Moist	
[4/17/23 03:52PM] Player picked up item: Coin, id: 995, amount: 900, owner: Moist	
[4/17/23 03:52PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Moist	
[4/17/23 03:55PM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Moist	
[4/17/23 03:56PM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Moist	
[4/17/23 03:59PM] Player picked up item: Lava bones, id: 2023, amount: 22, owner: Moist	
[4/17/23 04:03PM] Player picked up item: Coin, id: 995, amount: 1890287, owner: Moist	
[4/17/23 04:03PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Moist	
[4/17/23 04:07PM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: Like My Peep	
[4/17/23 04:10PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Moist	
[4/17/23 04:11PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Moist	
[4/17/23 04:12PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Moist	
[4/17/23 04:12PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Moist	
[4/17/23 04:12PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Moist	
[4/17/23 04:14PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Moist	
[4/17/23 04:15PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Moist	
[4/17/23 04:16PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Moist	
[4/17/23 04:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Moist	
[4/17/23 04:18PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Moist	
[4/17/23 04:19PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Moist	
[4/17/23 04:19PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Moist	
[4/17/23 04:19PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Moist	
[4/17/23 04:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Moist	
[4/17/23 04:20PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Moist	
[4/17/23 04:20PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Moist	
[4/17/23 04:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Moist	
[4/17/23 04:23PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Moist	
[4/17/23 04:28PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Moist	
[4/17/23 04:28PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Moist	
[4/17/23 04:28PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Moist	
[4/17/23 04:31PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Moist	
[4/17/23 04:32PM] Player picked up item: Coin, id: 995, amount: 1886593, owner: Moist	
[4/17/23 04:32PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Moist	
[4/17/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Moist	
[4/17/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Moist	
[4/17/23 04:33PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Moist	
[4/17/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Moist	
[4/17/23 04:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Moist	
[4/17/23 04:35PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Moist	
[4/17/23 04:36PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Moist	
[4/17/23 04:36PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Moist	
[4/17/23 04:36PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Moist	
[4/17/23 04:36PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Moist	
[4/17/23 04:37PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Moist	
[4/17/23 05:39PM] Player picked up item: Aura (T6), id: 23049, amount: 1, owner: Like My Peep	
[4/17/23 05:39PM] Player picked up item: Emerald Coif, id: 11001, amount: 1, owner: Like My Peep	
[4/17/23 05:39PM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: Like My Peep	
[4/17/23 05:39PM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: Like My Peep	
[4/17/23 05:39PM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: Like My Peep	
[4/17/23 05:39PM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: Like My Peep	
[4/17/23 05:39PM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: Like My Peep	
[4/17/23 05:39PM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: Like My Peep	
[4/17/23 05:39PM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: Like My Peep	
[4/17/23 05:39PM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: Like My Peep	
[4/17/23 05:39PM] Player picked up item: Emerald Coif, id: 11001, amount: 1, owner: Like My Peep	
[4/17/23 05:39PM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: Like My Peep	
[4/17/23 05:39PM] Player picked up item: Aura (T6), id: 23049, amount: 1, owner: Like My Peep	
[4/17/23 05:39PM] Player picked up item: Emerald Crossbow, id: 8088, amount: 1, owner: Like My Peep	
[4/17/23 05:39PM] Player picked up item: Emerald Crossbow, id: 8088, amount: 1, owner: Like My Peep	
[4/17/23 05:39PM] Player picked up item: Emerald Crossbow, id: 8088, amount: 1, owner: Like My Peep	
[4/17/23 05:39PM] Player picked up item: Emerald Coif, id: 11001, amount: 1, owner: Like My Peep	
[4/17/23 05:39PM] Player picked up item: Emerald Chaps, id: 11003, amount: 1, owner: Like My Peep	
[4/17/23 05:39PM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: Like My Peep	
[4/17/23 05:39PM] Player picked up item: Emerald Coif, id: 11001, amount: 1, owner: Like My Peep	
[4/17/23 05:39PM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: Like My Peep	
[4/17/23 05:39PM] Player picked up item: Emerald Coif, id: 11001, amount: 1, owner: Like My Peep	
[4/17/23 05:39PM] Player picked up item: Emerald Chaps, id: 11003, amount: 1, owner: Like My Peep	
[4/17/23 05:39PM] Player picked up item: Emerald Crossbow, id: 8088, amount: 1, owner: Like My Peep	
[4/18/23 11:37AM] Player picked up item: Gold Gloves, id: 11181, amount: 1, owner: Moist	
[4/18/23 03:47PM] Player picked up item: Doom Aura, id: 12614, amount: 1, owner: Like My Peep	
[4/18/23 03:47PM] Player picked up item: Doom Aura, id: 12614, amount: 1, owner: Like My Peep	
[4/18/23 03:47PM] Player picked up item: Doom Aura, id: 12614, amount: 1, owner: Like My Peep	
[4/18/23 03:47PM] Player picked up item: Unknown Mace, id: 9940, amount: 1, owner: Like My Peep	
[4/18/23 03:47PM] Player picked up item: Unknown Body, id: 21043, amount: 1, owner: Like My Peep	
[4/18/23 03:47PM] Player picked up item: Unknown Boots, id: 21047, amount: 1, owner: Like My Peep	
[4/18/23 03:47PM] Player picked up item: Unknown Body, id: 21043, amount: 1, owner: Like My Peep	
[4/18/23 03:47PM] Player picked up item: Unknown Mace, id: 9940, amount: 1, owner: Like My Peep	
[4/18/23 03:47PM] Player picked up item: Unknown Body, id: 21043, amount: 1, owner: Like My Peep	
[4/18/23 03:47PM] Player picked up item: Lust Poncho, id: 8807, amount: 1, owner: Like My Peep	
[4/18/23 03:47PM] Player picked up item: Unknown Cape, id: 21045, amount: 1, owner: Like My Peep	
[4/18/23 03:47PM] Player picked up item: Lust Visor, id: 8806, amount: 1, owner: Like My Peep	
[4/18/23 03:47PM] Player picked up item: Godly Helm, id: 14050, amount: 1, owner: Like My Peep	
[4/18/23 03:48PM] Player picked up item: Gold Boots, id: 11182, amount: 1, owner: Like My Peep	
[4/18/23 03:49PM] Player picked up item: Godly Body, id: 14051, amount: 1, owner: Like My Peep	
[4/18/23 05:32PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Josh	
[4/18/23 06:50PM] Player picked up item: Coin, id: 995, amount: 53355613, owner: Jroc	
[4/18/23 06:56PM] Player picked up item: Tormented Sword, id: 21048, amount: 1, owner: Moist	
[4/19/23 07:35PM] Player picked up item: Anchor (Special), id: 10887, amount: 1, owner: Moist	
[4/19/23 08:24PM] Player picked up item: Aberrant Body, id: 20593, amount: 1, owner: Tellur	
[4/20/23 10:54AM] Player picked up item: Clean Larith, id: 777, amount: 1, owner: Asaitokj	
[4/20/23 10:54AM] Player picked up item: Clean Tarragon, id: 783, amount: 1, owner: Asaitokj	
