[4/18/23 01:07PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Swamping87	
[4/18/23 03:17PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Swamping87	
[4/18/23 03:18PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Swamping87	
[4/18/23 03:18PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Swamping87	
[4/18/23 03:19PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Swamping87	
[4/18/23 03:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swamping87	
[4/18/23 03:21PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Swamping87	
[4/18/23 03:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swamping87	
[4/18/23 03:32PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Swamping87	
[4/18/23 03:32PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Swamping87	
[4/18/23 03:34PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Swamping87	
[4/18/23 03:34PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Swamping87	
[4/18/23 03:36PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Swamping87	
[4/18/23 03:41PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Swamping87	
[4/18/23 03:42PM] Player picked up item: Coin, id: 995, amount: 3999844, owner: Swamping87	
[4/18/23 03:42PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Swamping87	
[4/18/23 03:51PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Swamping87	
[4/18/23 03:52PM] Player picked up item: Coin, id: 995, amount: 800, owner: Swamping87	
[4/18/23 03:54PM] Player picked up item: Coin, id: 995, amount: 900, owner: Swamping87	
[4/18/23 03:58PM] Player picked up item: Coin, id: 995, amount: 700, owner: Swamping87	
[4/18/23 04:08PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Swamping87	
[4/18/23 04:08PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Swamping87	
[4/18/23 04:37PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Swamping87	
[4/18/23 04:41PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Swamping87	
[4/18/23 04:42PM] Player picked up item: Coin, id: 995, amount: 3726951, owner: Swamping87	
[4/18/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Swamping87	
[4/18/23 04:42PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Swamping87	
[4/18/23 04:42PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Swamping87	
[4/18/23 04:55PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Swamping87	
[4/18/23 04:55PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Swamping87	
[4/18/23 05:00PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Swamping87	
[4/18/23 05:01PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Swamping87	
[4/18/23 05:05PM] Player picked up item: Antique Bow, id: 23144, amount: 1, owner: Swamping87	
[4/18/23 05:11PM] Player picked up item: Coin, id: 995, amount: 1786104, owner: Swamping87	
[4/18/23 05:11PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Swamping87	
[4/18/23 05:29PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Swamping87	
[4/18/23 05:29PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Swamping87	
[4/18/23 05:33PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Swamping87	
[4/18/23 05:33PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Swamping87	
[4/18/23 05:34PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Swamping87	
[4/18/23 05:34PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Swamping87	
[4/18/23 05:39PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Swamping87	
[4/18/23 05:39PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Swamping87	
[4/18/23 05:43PM] Player picked up item: Coin, id: 995, amount: 2306519, owner: Swamping87	
[4/18/23 05:43PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Swamping87	
[4/18/23 06:13PM] Player picked up item: Coin, id: 995, amount: 1913358, owner: Swamping87	
[4/18/23 06:13PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Swamping87	
[4/18/23 06:15PM] Player picked up item: Nagi Ring, id: 21069, amount: 1, owner: Swamping87	
[4/18/23 06:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Swamping87	
[4/18/23 06:31PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Swamping87	
[4/18/23 06:32PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Swamping87	
[4/18/23 06:35PM] Player picked up item: Doom Body, id: 16021, amount: 1, owner: Swamping87	
[4/18/23 06:43PM] Player picked up item: Coin, id: 995, amount: 1034796, owner: Swamping87	
[4/18/23 06:43PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Swamping87	
[4/18/23 06:45PM] Player picked up item: Coin, id: 995, amount: 3602826, owner: Swamping87	
[4/18/23 06:45PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Swamping87	
[4/18/23 06:47PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Swamping87	
[4/18/23 06:47PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Swamping87	
[4/18/23 06:50PM] Player picked up item: Tormented Legs, id: 21038, amount: 1, owner: Swamping87	
[4/18/23 06:52PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Swamping87	
[4/18/23 06:52PM] Player picked up item: Tormented Cape, id: 21039, amount: 1, owner: Swamping87	
[4/18/23 06:52PM] Player picked up item: Tormented Cape, id: 21039, amount: 1, owner: Swamping87	
[4/18/23 06:55PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Swamping87	
[4/18/23 07:01PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Swamping87	
[4/18/23 07:01PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Swamping87	
[4/19/23 12:38AM] Player picked up item: Vote scroll, id: 23020, amount: 70, owner: Swamping87	
[4/19/23 08:17AM] Player picked up item: Coin, id: 995, amount: 2113952, owner: Swamping87	
[4/19/23 08:17AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Swamping87	
[4/21/23 08:51PM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Swamping87	
[4/22/23 10:08PM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Swamping87	
[4/22/23 10:08PM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Swamping87	
