[4/17/23 03:07AM] Player picked up item: Coin, id: 995, amount: 100, owner: Iron Goo	
[4/17/23 03:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Goo	
[4/17/23 03:12AM] Player picked up item: Coin, id: 995, amount: 400, owner: Iron Goo	
[4/17/23 03:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Goo	
[4/17/23 03:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Goo	
[4/17/23 03:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Goo	
[4/17/23 03:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Goo	
[4/17/23 03:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Goo	
[4/17/23 03:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Goo	
[4/17/23 03:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Goo	
[4/17/23 03:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Goo	
[4/17/23 03:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Goo	
[4/17/23 03:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Goo	
[4/17/23 03:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Goo	
[4/17/23 03:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Goo	
[4/17/23 03:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Iron Goo	
[4/17/23 03:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Goo	
[4/17/23 03:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Goo	
[4/17/23 03:13AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Goo	
[4/17/23 03:14AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Goo	
[4/17/23 03:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Goo	
[4/17/23 03:14AM] Player picked up item: Coin, id: 995, amount: 200, owner: Iron Goo	
[4/17/23 03:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Iron Goo	
[4/17/23 03:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Iron Goo	
[4/17/23 03:15AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Iron Goo	
[4/17/23 03:22AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Iron Goo	
[4/17/23 03:22AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Iron Goo	
[4/17/23 03:22AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Iron Goo	
[4/17/23 03:34AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Iron Goo	
[4/17/23 03:41AM] Player picked up item: Coin, id: 995, amount: 1548611, owner: Iron Goo	
[4/17/23 03:41AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Goo	
[4/17/23 03:42AM] Player picked up item: Coin, id: 995, amount: 4263414, owner: Iron Goo	
[4/17/23 03:42AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Iron Goo	
[4/17/23 03:43AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Iron Goo	
[4/17/23 03:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Iron Goo	
[4/17/23 03:44AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Iron Goo	
[4/17/23 03:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Iron Goo	
[4/17/23 03:46AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Iron Goo	
[4/17/23 03:53AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Iron Goo	
[4/17/23 03:53AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Iron Goo	
[4/17/23 03:54AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Iron Goo	
[4/17/23 03:56AM] Player picked up item: Coin, id: 995, amount: 800, owner: Iron Goo	
[4/17/23 03:57AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Iron Goo	
[4/17/23 03:58AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Iron Goo	
[4/17/23 03:59AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Iron Goo	
[4/17/23 04:00AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Iron Goo	
[4/17/23 04:00AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Iron Goo	
[4/17/23 04:02AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Iron Goo	
[4/17/23 11:51AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Iron Goo	
[4/17/23 11:51AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Iron Goo	
[4/17/23 11:53AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Iron Goo	
[4/17/23 11:53AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Iron Goo	
[4/17/23 11:54AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Iron Goo	
[4/17/23 11:54AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Iron Goo	
[4/17/23 11:55AM] Player picked up item: Coin, id: 995, amount: 2001635, owner: Iron Goo	
[4/17/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Iron Goo	
[4/17/23 11:56AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Goo	
[4/17/23 11:56AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Iron Goo	
[4/17/23 11:57AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Iron Goo	
[4/17/23 11:57AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Iron Goo	
[4/17/23 11:57AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Iron Goo	
[4/17/23 12:00PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Iron Goo	
[4/17/23 12:00PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Iron Goo	
[4/17/23 12:03PM] Player picked up item: Coin, id: 995, amount: 1459552, owner: Iron Goo	
[4/17/23 12:03PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Goo	
[4/17/23 12:03PM] Player picked up item: Infinite healing potion (T3), id: 23120, amount: 1, owner: Iron Goo	
[4/17/23 12:07PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Iron Goo	
[4/17/23 12:08PM] Player picked up item: Coin, id: 995, amount: 1419826, owner: Iron Goo	
[4/17/23 12:08PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Goo	
[4/17/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Goo	
[4/17/23 12:09PM] Player picked up item: Coin, id: 995, amount: 1586597, owner: Iron Goo	
[4/17/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Goo	
[4/17/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Iron Goo	
[4/17/23 12:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Iron Goo	
[4/17/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Iron Goo	
[4/17/23 12:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Iron Goo	
[4/17/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Iron Goo	
[4/17/23 12:11PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Iron Goo	
[4/17/23 12:11PM] Player picked up item: Coin, id: 995, amount: 2220640, owner: Iron Goo	
[4/17/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Iron Goo	
[4/17/23 12:12PM] Player picked up item: Coin, id: 995, amount: 3510332, owner: Iron Goo	
[4/17/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Iron Goo	
[4/17/23 12:12PM] Player picked up item: Coin, id: 995, amount: 2776108, owner: Iron Goo	
[4/17/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Iron Goo	
[4/17/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Iron Goo	
[4/17/23 12:13PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Iron Goo	
[4/17/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Iron Goo	
[4/17/23 12:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Iron Goo	
[4/17/23 12:15PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Iron Goo	
[4/17/23 12:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Iron Goo	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Iron Goo	
[4/17/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Iron Goo	
[4/17/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Iron Goo	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Iron Goo	
[4/17/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Iron Goo	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Iron Goo	
[4/17/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Iron Goo	
[4/17/23 12:18PM] Player picked up item: Coin, id: 995, amount: 2983703, owner: Iron Goo	
[4/17/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Iron Goo	
[4/17/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Iron Goo	
[4/17/23 12:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Iron Goo	
[4/17/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Iron Goo	
[4/17/23 12:19PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Iron Goo	
[4/17/23 12:23PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Iron Goo	
[4/17/23 12:23PM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Iron Goo	
[4/17/23 12:23PM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Iron Goo	
[4/17/23 12:23PM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Iron Goo	
[4/17/23 12:26PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Iron Goo	
[4/17/23 12:27PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Iron Goo	
[4/17/23 12:27PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Iron Goo	
