[4/20/23 02:37AM] Player picked up item: Coin, id: 995, amount: 100, owner: Jester	
[4/20/23 03:30AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Jester	
[4/20/23 03:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jester	
[4/20/23 03:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jester	
[4/20/23 03:33AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Jester	
[4/20/23 03:36AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Jester	
[4/20/23 03:36AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Jester	
[4/20/23 03:37AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Jester	
[4/20/23 03:38AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Jester	
[4/20/23 03:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jester	
[4/20/23 03:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jester	
[4/20/23 03:38AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Jester	
[4/20/23 03:38AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Jester	
[4/20/23 03:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jester	
[4/20/23 03:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jester	
[4/20/23 03:49AM] Player picked up item: Coin, id: 995, amount: 600, owner: Jester	
[4/20/23 03:49AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Jester	
[4/20/23 03:51AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Jester	
[4/20/23 03:51AM] Player picked up item: Coin, id: 995, amount: 1376380, owner: Jester	
[4/20/23 03:53AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Jester	
[4/20/23 03:53AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Jester	
[4/20/23 03:53AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Jester	
[4/20/23 03:54AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Jester	
[4/20/23 03:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jester	
[4/20/23 03:54AM] Player picked up item: Coin, id: 995, amount: 600, owner: Jester	
[4/20/23 03:54AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Jester	
[4/20/23 03:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jester	
[4/20/23 03:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jester	
[4/20/23 03:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jester	
[4/20/23 03:55AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Jester	
[4/20/23 03:55AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Jester	
[4/20/23 03:58AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Jester	
[4/20/23 03:59AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Jester	
[4/20/23 04:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jester	
[4/20/23 04:15AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Jester	
[4/20/23 04:15AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Jester	
[4/20/23 04:17AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Jester	
[4/20/23 04:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jester	
[4/20/23 04:21AM] Player picked up item: Coin, id: 995, amount: 2026177, owner: Jester	
[4/20/23 04:24AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Jester	
[4/20/23 04:28AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Jester	
[4/20/23 04:28AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Jester	
[4/20/23 04:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jester	
[4/20/23 04:30AM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Jester	
[4/20/23 04:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jester	
[4/20/23 04:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Jester	
[4/20/23 04:31AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Jester	
[4/20/23 04:31AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Jester	
[4/20/23 04:45AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jester	
[4/20/23 04:48AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Jester	
[4/20/23 04:48AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Jester	
[4/20/23 04:48AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Jester	
[4/20/23 04:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jester	
[4/20/23 04:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jester	
[4/20/23 04:51AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jester	
[4/20/23 04:51AM] Player picked up item: Coin, id: 995, amount: 1798207, owner: Jester	
[4/20/23 05:17AM] Player picked up item: Aberrant Body, id: 20593, amount: 1, owner: Jester	
[4/20/23 05:17AM] Player picked up item: Aberrant Body, id: 20593, amount: 1, owner: Jester	
[4/20/23 05:21AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Jester	
