[4/20/23 12:26AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fatmanfred	
[4/20/23 12:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fatmanfred	
[4/20/23 12:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fatmanfred	
[4/20/23 12:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:34AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fatmanfred	
[4/20/23 12:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fatmanfred	
[4/20/23 12:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fatmanfred	
[4/20/23 12:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fatmanfred	
[4/20/23 12:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fatmanfred	
[4/20/23 12:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fatmanfred	
[4/20/23 12:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fatmanfred	
[4/20/23 12:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fatmanfred	
[4/20/23 12:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fatmanfred	
[4/20/23 12:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fatmanfred	
[4/20/23 12:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fatmanfred	
[4/20/23 12:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fatmanfred	
[4/20/23 12:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fatmanfred	
[4/20/23 12:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:38AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fatmanfred	
[4/20/23 12:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:38AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fatmanfred	
[4/20/23 12:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:38AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fatmanfred	
[4/20/23 12:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:38AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fatmanfred	
[4/20/23 12:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:39AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fatmanfred	
[4/20/23 12:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:39AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fatmanfred	
[4/20/23 12:39AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fatmanfred	
[4/20/23 12:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:39AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fatmanfred	
[4/20/23 12:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:39AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fatmanfred	
[4/20/23 12:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:40AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fatmanfred	
[4/20/23 12:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:40AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fatmanfred	
[4/20/23 12:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:40AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Fatmanfred	
[4/20/23 12:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:40AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fatmanfred	
[4/20/23 12:41AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fatmanfred	
[4/20/23 12:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:41AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fatmanfred	
[4/20/23 12:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:41AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fatmanfred	
[4/20/23 12:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:41AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fatmanfred	
[4/20/23 12:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:42AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fatmanfred	
[4/20/23 12:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:42AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fatmanfred	
[4/20/23 12:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:42AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fatmanfred	
[4/20/23 12:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:43AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fatmanfred	
[4/20/23 12:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:43AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fatmanfred	
[4/20/23 12:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:44AM] Player picked up item: Coin, id: 995, amount: 800, owner: Fatmanfred	
[4/20/23 12:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fatmanfred	
[4/20/23 12:44AM] Player picked up item: Coin, id: 995, amount: 800, owner: Fatmanfred	
[4/20/23 12:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fatmanfred	
[4/20/23 12:44AM] Player picked up item: Coin, id: 995, amount: 400, owner: Fatmanfred	
[4/20/23 12:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:46AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Fatmanfred	
[4/20/23 12:46AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Fatmanfred	
[4/20/23 12:46AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Fatmanfred	
[4/20/23 12:46AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Fatmanfred	
[4/20/23 12:47AM] Player picked up item: Coin, id: 995, amount: 400, owner: Fatmanfred	
[4/20/23 12:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:48AM] Player picked up item: Coin, id: 995, amount: 800, owner: Fatmanfred	
[4/20/23 12:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fatmanfred	
[4/20/23 12:49AM] Player picked up item: Coin, id: 995, amount: 400, owner: Fatmanfred	
[4/20/23 12:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:49AM] Player picked up item: Coin, id: 995, amount: 400, owner: Fatmanfred	
[4/20/23 12:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 12:51AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fatmanfred	
[4/20/23 12:51AM] Player picked up item: Coin, id: 995, amount: 2421200, owner: Fatmanfred	
[4/20/23 12:52AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Fatmanfred	
[4/20/23 12:52AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Fatmanfred	
[4/20/23 01:02AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Fatmanfred	
[4/20/23 01:03AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Fatmanfred	
[4/20/23 01:08AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Fatmanfred	
[4/20/23 01:09AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Fatmanfred	
[4/20/23 01:11AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Fatmanfred	
[4/20/23 01:11AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Fatmanfred	
[4/20/23 01:12AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Fatmanfred	
[4/20/23 01:12AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Fatmanfred	
[4/20/23 01:19AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Fatmanfred	
[4/20/23 01:19AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Fatmanfred	
[4/20/23 01:20AM] Player picked up item: Coin, id: 995, amount: 3200, owner: Fatmanfred	
[4/20/23 01:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 01:20AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Fatmanfred	
[4/20/23 01:20AM] Player picked up item: Coin, id: 995, amount: 3200, owner: Fatmanfred	
[4/20/23 01:20AM] Player picked up item: Coin, id: 995, amount: 800, owner: Fatmanfred	
[4/20/23 01:21AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Fatmanfred	
[4/20/23 01:22AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fatmanfred	
[4/20/23 01:22AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Fatmanfred	
[4/20/23 01:23AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fatmanfred	
[4/20/23 01:23AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Fatmanfred	
[4/20/23 01:25AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Fatmanfred	
[4/20/23 01:25AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Fatmanfred	
[4/20/23 01:26AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Fatmanfred	
[4/20/23 01:29AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Fatmanfred	
[4/20/23 01:34AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Fatmanfred	
[4/20/23 01:35AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Fatmanfred	
[4/20/23 01:44AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Fatmanfred	
[4/20/23 01:48AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fatmanfred	
[4/20/23 01:49AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fatmanfred	
[4/20/23 01:52AM] Player picked up item: Coin, id: 995, amount: 1381351, owner: Fatmanfred	
[4/20/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fatmanfred	
[4/20/23 01:53AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fatmanfred	
[4/20/23 01:53AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fatmanfred	
[4/20/23 01:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 01:55AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fatmanfred	
[4/20/23 01:55AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fatmanfred	
[4/20/23 01:59AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Fatmanfred	
[4/20/23 02:04AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Fatmanfred	
[4/20/23 02:04AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Fatmanfred	
[4/20/23 02:08AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Fatmanfred	
[4/20/23 02:09AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fatmanfred	
[4/20/23 02:10AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fatmanfred	
[4/20/23 02:12AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fatmanfred	
[4/20/23 02:18AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Fatmanfred	
[4/20/23 02:21AM] Player picked up item: Coin, id: 995, amount: 1192971, owner: Fatmanfred	
[4/20/23 02:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fatmanfred	
[4/20/23 02:23AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fatmanfred	
[4/20/23 02:24AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fatmanfred	
[4/20/23 02:29AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fatmanfred	
[4/20/23 02:33AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Fatmanfred	
[4/20/23 02:33AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fatmanfred	
[4/20/23 02:34AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fatmanfred	
[4/20/23 02:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fatmanfred	
[4/20/23 02:35AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Fatmanfred	
[4/20/23 02:35AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Fatmanfred	
[4/20/23 02:36AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fatmanfred	
[4/20/23 02:38AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fatmanfred	
[4/20/23 02:40AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Fatmanfred	
[4/20/23 02:44AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Fatmanfred	
[4/20/23 02:45AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fatmanfred	
[4/20/23 02:47AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Fatmanfred	
[4/20/23 02:53AM] Player picked up item: Coin, id: 995, amount: 2052663, owner: Fatmanfred	
[4/20/23 02:53AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fatmanfred	
[4/20/23 02:58AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Fatmanfred	
[4/20/23 02:58AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Fatmanfred	
[4/20/23 02:59AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Fatmanfred	
[4/20/23 03:00AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Fatmanfred	
[4/20/23 03:00AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fatmanfred	
[4/20/23 03:02AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Fatmanfred	
[4/20/23 03:09AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fatmanfred	
[4/20/23 03:11AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Fatmanfred	
[4/20/23 03:16AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Fatmanfred	
[4/20/23 03:21AM] Player picked up item: Coin, id: 995, amount: 2128859, owner: Fatmanfred	
[4/20/23 03:21AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Fatmanfred	
[4/20/23 03:22AM] Player picked up item: Coin, id: 995, amount: 2994349, owner: Fatmanfred	
[4/20/23 03:22AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Fatmanfred	
[4/20/23 03:24AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Fatmanfred	
[4/20/23 03:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Fatmanfred	
[4/20/23 03:25AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Fatmanfred	
[4/20/23 03:25AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Fatmanfred	
[4/20/23 03:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Fatmanfred	
[4/20/23 03:28AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Fatmanfred	
[4/20/23 03:30AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fatmanfred	
[4/20/23 03:35AM] Player picked up item: Coin, id: 995, amount: 22000, owner: Fatmanfred	
[4/20/23 03:35AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fatmanfred	
[4/20/23 03:42AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fatmanfred	
[4/22/23 05:55AM] Player picked up item: EXP Potion (Divine), id: 1033, amount: 1, owner: Fatmanfred	
[4/22/23 05:55AM] Player picked up item: DR Potion (Godly), id: 3086, amount: 1, owner: Fatmanfred	
[4/22/23 05:55AM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: Fatmanfred	
