[4/18/23 12:31PM] Player picked up item: Coin, id: 995, amount: 100, owner: Aspas	
[4/18/23 01:46PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Aspas	
[4/18/23 01:47PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Aspas	
[4/18/23 01:47PM] Player picked up item: Coin, id: 995, amount: 600, owner: Aspas	
[4/18/23 01:47PM] Player picked up item: Coin, id: 995, amount: 600, owner: Aspas	
[4/18/23 01:47PM] Player picked up item: Coin, id: 995, amount: 600, owner: Aspas	
[4/18/23 01:49PM] Player picked up item: Coin, id: 995, amount: 700, owner: Aspas	
[4/18/23 01:50PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Aspas	
[4/18/23 01:50PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Aspas	
[4/18/23 01:50PM] Player picked up item: Coin, id: 995, amount: 700, owner: Aspas	
[4/18/23 01:51PM] Player picked up item: Coin, id: 995, amount: 2800, owner: Aspas	
[4/18/23 01:51PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Aspas	
[4/18/23 01:52PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Aspas	
[4/18/23 01:52PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Aspas	
[4/18/23 01:54PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Aspas	
[4/18/23 01:55PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Aspas	
[4/18/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Aspas	
[4/18/23 01:56PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Aspas	
[4/18/23 01:56PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Aspas	
[4/18/23 01:57PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Aspas	
[4/18/23 01:57PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Aspas	
[4/18/23 01:57PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Aspas	
[4/18/23 02:01PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Aspas	
[4/18/23 02:01PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Aspas	
[4/18/23 02:02PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Aspas	
[4/18/23 02:04PM] Player picked up item: Coin, id: 995, amount: 800, owner: Aspas	
[4/18/23 02:07PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Aspas	
[4/18/23 02:16PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Aspas	
[4/18/23 02:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aspas	
[4/18/23 02:50PM] Player picked up item: Mystic body, id: 23022, amount: 1, owner: Aspas	
[4/18/23 03:06PM] Player picked up item: Nightmare body, id: 23029, amount: 1, owner: Aspas	
