[4/18/23 01:05AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zennit	
[4/18/23 01:17AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Zennit	
[4/18/23 01:17AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Zennit	
[4/18/23 01:17AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Zennit	
[4/18/23 01:17AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Zennit	
[4/18/23 01:17AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Zennit	
[4/18/23 01:17AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Zennit	
[4/18/23 01:19AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Zennit	
[4/18/23 01:19AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Zennit	
[4/18/23 01:19AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Zennit	
[4/18/23 01:19AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Zennit	
[4/18/23 01:19AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Zennit	
[4/18/23 01:20AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Zennit	
[4/18/23 01:20AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Zennit	
[4/18/23 01:20AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Zennit	
[4/18/23 01:21AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Zennit	
[4/18/23 01:21AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Zennit	
[4/18/23 01:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Zennit	
[4/18/23 01:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zennit	
[4/18/23 01:21AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Zennit	
[4/18/23 01:26AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Zennit	
[4/18/23 01:29AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Zennit	
[4/18/23 01:29AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Zennit	
[4/18/23 01:32AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Zennit	
[4/18/23 01:33AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Zennit	
[4/18/23 01:35AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Zennit	
[4/18/23 01:37AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Zennit	
[4/18/23 01:39AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Zennit	
[4/18/23 01:42AM] Player picked up item: Coin, id: 995, amount: 2010745, owner: Zennit	
[4/18/23 01:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Zennit	
[4/18/23 01:48AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Zennit	
[4/18/23 01:49AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Zennit	
[4/18/23 01:49AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Zennit	
[4/18/23 01:49AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Zennit	
[4/18/23 01:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zennit	
[4/18/23 01:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zennit	
[4/18/23 01:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zennit	
[4/18/23 01:51AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Zennit	
[4/18/23 01:53AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Zennit	
[4/18/23 01:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zennit	
[4/18/23 01:53AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Zennit	
[4/18/23 01:53AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Zennit	
[4/18/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Zennit	
[4/18/23 01:55AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Zennit	
[4/18/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zennit	
[4/18/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Zennit	
[4/18/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zennit	
[4/18/23 01:56AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Zennit	
[4/18/23 02:12AM] Player picked up item: Coin, id: 995, amount: 1215169, owner: Zennit	
[4/18/23 02:12AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Zennit	
[4/18/23 02:36AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Zennit	
[4/18/23 02:36AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Zennit	
[4/18/23 02:37AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Zennit	
[4/18/23 02:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zennit	
[4/18/23 02:40AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Zennit	
[4/18/23 02:41AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Zennit	
[4/18/23 02:41AM] Player picked up item: Coin, id: 995, amount: 2286252, owner: Zennit	
[4/18/23 02:41AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Zennit	
[4/18/23 02:42AM] Player picked up item: Coin, id: 995, amount: 3725086, owner: Zennit	
[4/18/23 02:42AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Zennit	
[4/18/23 02:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Zennit	
[4/18/23 02:43AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Zennit	
[4/18/23 02:44AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Zennit	
[4/18/23 02:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Zennit	
[4/18/23 02:51AM] Player picked up item: Mystic boots, id: 23025, amount: 1, owner: Zennit	
[4/18/23 02:51AM] Player picked up item: Mystic boots, id: 23025, amount: 1, owner: Zennit	
[4/18/23 02:53AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Zennit	
[4/18/23 02:54AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Zennit	
[4/18/23 03:01AM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: Zennit	
[4/18/23 03:01AM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: Zennit	
[4/18/23 03:12AM] Player picked up item: Coin, id: 995, amount: 1138269, owner: Zennit	
[4/18/23 03:12AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Zennit	
[4/18/23 03:12AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Zennit	
[4/18/23 03:14AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Zennit	
[4/18/23 03:25AM] Player picked up item: Nightmare gloves, id: 23031, amount: 1, owner: Zennit	
[4/18/23 03:26AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Zennit	
[4/18/23 03:28AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Zennit	
[4/18/23 03:30AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Zennit	
[4/18/23 03:30AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Zennit	
[4/18/23 03:30AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Zennit	
[4/18/23 03:31AM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Zennit	
[4/18/23 03:31AM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Zennit	
[4/18/23 03:32AM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Zennit	
[4/18/23 03:36AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Zennit	
[4/18/23 03:36AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Zennit	
[4/18/23 03:37AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Zennit	
[4/18/23 03:40AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Zennit	
[4/18/23 03:40AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Zennit	
[4/18/23 03:42AM] Player picked up item: Coin, id: 995, amount: 1881504, owner: Zennit	
[4/18/23 03:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Zennit	
[4/18/23 03:43AM] Player picked up item: Coin, id: 995, amount: 3627741, owner: Zennit	
[4/18/23 03:43AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Zennit	
[4/18/23 03:45AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Zennit	
[4/18/23 03:45AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Zennit	
[4/18/23 03:47AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Zennit	
[4/18/23 03:59AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Zennit	
[4/18/23 03:59AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Zennit	
[4/18/23 04:07AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Zennit	
[4/18/23 04:09AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Zennit	
[4/18/23 04:12AM] Player picked up item: Coin, id: 995, amount: 1642516, owner: Zennit	
[4/18/23 04:12AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Zennit	
[4/18/23 04:17AM] Player picked up item: Patience body, id: 23035, amount: 1, owner: Zennit	
[4/18/23 04:18AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Zennit	
[4/18/23 04:20AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Zennit	
[4/18/23 04:20AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Zennit	
[4/18/23 04:20AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Zennit	
[4/18/23 04:20AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Zennit	
[4/18/23 04:25AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Zennit	
[4/21/23 05:50PM] Player picked up item: Infinite healing potion (T3), id: 23120, amount: 1, owner: Zennit	
